ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,PaymentReceived,ReceivedDate,JobTitle,PaymentType,PaymentDescription,Value,HoursWorked,HoursDetails,IsUltimatePayerDifferent,UltimatePayerName,UltimatePayerProtectedByConfidentiality,UltimatePayerAddress,UltimatePayerNatureOfBusiness,IsPaymentDonated,DonateePaidBy,DonateeType,DonateeDetails,Link_1
8850,8847,"Payment expected for services on 15 February 2024 - £7,800.00",2024-08-01,2024-08-04,,Employment and earnings - Ad hoc payments,Blair McDougall,5076,False,15/02/2024,,Monetary,"This is for work with democratic activists done across the three different country programmes for Belarus, Serbia and Kosovo. The amount received may vary slightly due to currency exchange.",7800.00,104.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8850
10344,6875,Payment received on 30 July 2024 - £907.22,2024-08-04,2024-08-04,,Employment and earnings - Ad hoc payments,Amanda Hack,5149,True,30/07/2024,,Monetary,,907.22,0.00,None since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10344
10398,6887,"Payment received on 15 August 2024 - £3,172.00",2024-08-04,2024-08-04,,Employment and earnings - Ad hoc payments,Ann Davies,5177,True,15/08/2024,,Monetary,Final payment,3172.00,80.00,approx,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10398
10403,3680,Payment received on 28 May 2024 - £250.00,2024-07-09,2024-08-04,,Employment and earnings - Ad hoc payments,Sir Iain Duncan Smith,152,True,28/05/2024,,Monetary,,250.00,4.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10403
10103,10097,Payment received on 20 July 2024 - £616.00,2024-08-04,2024-08-04,,Employment and earnings - Ad hoc payments,Jess Brown-Fuller,5335,True,20/07/2024,,Monetary,Allowance for Cabinet Member. (I have now resigned from Cabinet and will no longer receive Cabinet allowance),616.00,15.00,approx.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10103
10397,8939,"Payment received on 11 August 2024 - £1,564.88",2024-08-04,2024-08-04,,Employment and earnings - Ad hoc payments,Georgia Gould,5305,True,11/08/2024,,Monetary,(On 30 July 2024 £1033.93 was repaid due to an overpayment),1564.88,0.00,none since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10397
8842,8839,"Payment expected for services on 17 March 2024 - £3,600.00",2024-08-01,2024-08-04,,Employment and earnings - Ad hoc payments,Blair McDougall,5076,False,17/03/2024,,Monetary,,3600.00,48.00,The final amount paid may vary slightly due to currency exchange.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8842
9568,6644,Payment received on 25 July 2024 - £700.00,2024-08-02,2024-08-04,,Employment and earnings - Ad hoc payments,Tristan Osborne,5220,True,25/07/2024,,Monetary,,700.00,0.00,none since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9568
9621,9613,"Payment expected for services on 30 June 2023 - £1,020.60",2024-08-03,2024-08-04,,Employment and earnings - Ad hoc payments,Sarah Sackman,5204,False,30/06/2023,,Monetary,,1020.60,15.00,Estimated,True,Confidential,True,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9621
10477,6849,Payment received on 15 July 2024 - £838.84,2024-08-04,2024-08-04,,Employment and earnings - Ad hoc payments,Margaret Mullane,5272,True,15/07/2024,,Monetary,,838.84,0.00,none since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10477
9569,8216,"Payment received on 25 July 2024 - £1,125.87",2024-08-02,2024-08-04,,Employment and earnings - Ad hoc payments,Tristan Osborne,5220,True,25/07/2024,,Monetary,Two weeks allowance for Cabinet member and Councillor,1125.87,80.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9569
8608,8606,Payment received on 31 July 2024 - £541.98,2024-07-31,2024-08-04,,Employment and earnings - Ad hoc payments,Jo Platt,4673,True,31/07/2024,,Monetary,,541.98,0.80,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8608
9690,6359,Payment received on 31 July 2024 - £974.67,2024-08-02,2024-08-04,,Employment and earnings - Ad hoc payments,Ellie Chowns,5249,True,31/07/2024,,Monetary,Final payment. I will no longer accept the allowance. This payment will be repaid.,974.67,60.00,approximate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9690
10372,7517,"Payment received on 26 August 2024 - £1,327.07",2024-08-04,2024-08-04,,Employment and earnings - Ad hoc payments,Kirsty McNeill,5114,True,26/08/2024,,Monetary,,1327.07,0.00,None since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10372
10376,10356,Payment received on 24 July 2024 - £116.40,2024-08-04,2024-08-04,,Employment and earnings - Ad hoc payments,Graeme Downie,5275,True,24/07/2024,,Monetary,,116.40,10.00,Estimated Hours.  This is pro-rata payment until I was elected on 4 July for being on NHS Fife Board in my role as Fife Council Health & Social Care Spokesperson.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10376
10396,6700,"Payment received on 26 July 2024 - £1,269.69",2024-08-04,2024-08-04,,Employment and earnings - Ad hoc payments,Noah Law,5302,True,26/07/2024,,Monetary,Final payment,1269.69,24.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10396
10404,3680,Payment received on 19 July 2024 - £250.00,2024-08-04,2024-08-04,,Employment and earnings - Ad hoc payments,Sir Iain Duncan Smith,152,True,19/07/2024,,Monetary,,250.00,4.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10404
9454,9450,"Payment received on 19 July 2024 - £6,652.98",2024-08-02,2024-08-04,,Employment and earnings - Ad hoc payments,Mr Alex Barros-Curtis,5175,True,19/07/2024,,Monetary,This is a final payment and includes one-off payments owed to me,6652.98,48.00,approximately,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9454
9481,9001,"Payment received on 25 July 2024 - £1,900.00",2024-08-02,2024-08-04,,Employment and earnings - Ad hoc payments,Harriet Cross,5311,True,25/07/2024,,Monetary,Final payment to reflect in-lieu payment for pro-rata annual leave/holiday not taken,1900.00,0.00,None since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9481
9013,9012,"Payment received on 21 July 2024 - £7,588.42",2024-08-01,2024-08-04,,Employment and earnings - Ad hoc payments,Helena Dollimore,5192,True,21/07/2024,,Monetary,Final payment,7588.42,0.00,none since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9013
8006,8004,"Payment received on 22 July 2024 - £5,601.01",2024-08-29,2024-08-04,,Employment and earnings - Ad hoc payments,Tracy Gilbert,5188,True,22/07/2024,,Monetary,Final payment,5601.01,40.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8006
9385,6292,"Payment received on 25 July 2024 - £2,136.35",2024-08-02,2024-08-04,,Employment and earnings - Ad hoc payments,James McMurdock,5361,True,25/07/2024,,Monetary,"Final payment for part of month. Funds received here relate to standard final payment of funds due relating to this last period (Salary, unpaid leave, employment benefits.)",2136.35,0.00,None since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9385
10307,7434,"Payment received on 15 July 2024 - £2,279.00",2024-08-05,2024-08-04,,Employment and earnings - Ad hoc payments,Anneliese Midgley,5038,True,15/07/2024,,Monetary,Final payment,2279.00,0.00,None since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10307
9312,8011,"Payment received on 15 July 2024 - £1,412.26",2024-08-03,2024-08-04,,Employment and earnings - Ad hoc payments,Elaine Stewart,5206,True,15/07/2024,,Monetary,,1412.26,0.00,None since my election. Payment for unused holidays,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9312
8884,8879,"Payment received on 30 July 2024 - £1,953.59",2024-08-02,2024-08-04,,Employment and earnings - Ad hoc payments,Lee Pitcher,5233,True,30/07/2024,,Monetary,,1953.59,0.00,40 hour week,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8884
9016,8883,"Payment received on 22 July 2024 - £5,520.00",2024-08-01,2024-08-04,,Employment and earnings - Ad hoc payments,Sarah Sackman,5204,True,22/07/2024,,Monetary,,5520.00,45.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9016
6923,6922,"Payment received on 04 June 2024 - £25,000.00",2024-07-22,2024-08-04,,Employment and earnings - Ad hoc payments,Sir Geoffrey Cox,1508,True,04/06/2024,,Monetary,,25000.00,15.00,The work is continuining,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6923
7106,7105,Payment received on 19 July 2024 - £225.00,2024-07-25,2024-08-04,,Employment and earnings - Ad hoc payments,Peter Prinsley,5163,True,19/07/2024,medical practice,Monetary,,225.00,3.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7106
8307,6051,"Payment received on 24 July 2024 - £1,473.56",2024-07-30,2024-08-04,,Employment and earnings - Ad hoc payments,Amanda Martin,5294,True,24/07/2024,,Monetary,final salary payment,1473.56,0.00,none since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8307
8306,6051,"Payment received on 26 July 2024 - £1,103.44",2024-07-30,2024-08-04,,Employment and earnings - Ad hoc payments,Amanda Martin,5294,True,26/07/2024,,Monetary,Expenses paid from January to June 2024,1103.44,0.00,none since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8306
9588,6077,"Payment received on 31 July 2024 - £4,825.59",2024-08-02,2024-08-04,,Employment and earnings - Ad hoc payments,Sarah Bool,5355,True,31/07/2024,,Monetary,Final salary payment and leaving gift (£160),4825.59,35.00,approximately,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9588
10353,8577,Payment received on 11 July 2024 - £257.17,2024-08-04,2024-08-04,,Employment and earnings - Ad hoc payments,Deirdre Costigan,5075,True,11/07/2024,,Monetary,Final payment,257.17,0.00,None since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10353
10362,6285,Payment received on 30 July 2024 - £734.71,2024-08-04,2024-08-04,,Employment and earnings - Ad hoc payments,Peter Swallow,5165,True,30/07/2024,,Monetary,,734.71,0.00,None since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10362
8443,4251,"Payment received on 28 March 2024 - £1,149.45",2024-07-31,2024-08-04,,Employment and earnings - Ad hoc payments,Anneliese Dodds,4657,True,28/03/2024,,Monetary,Royalty payment,1149.45,0.00,no additional hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8443
9821,9820,Payment received on 31 July 2024 - £702.00,2024-08-03,2024-08-04,,Employment and earnings - Ad hoc payments,Steff Aquarone,5164,True,31/07/2024,,Monetary,Final salary payment,702.00,15.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9821
10033,10026,"Payment received on 15 July 2024 - £1,327.17",2024-08-04,2024-08-04,,Employment and earnings - Ad hoc payments,Jonathan Davies,5256,True,15/07/2024,,Monetary,For serving as a councillor and cabinet member on Chesterfield Borough Council. I ceased to serve on the council's cabinet following my election as an MP.,1327.17,65.00,approx.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10033
8305,8301,"Payment received on 17 July 2024 - £1,675.00",2024-07-30,2024-08-04,,Employment and earnings - Ad hoc payments,Josh Simons,5060,True,17/07/2024,,Monetary,Payment for TV appearances as a guest speaker,1675.00,5.00,(estimated),False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8305
10475,7643,"Payment received on 15 July 2024 - £1,354.00",2024-08-02,2024-08-04,,Employment and earnings - Ad hoc payments,Ben Coleman,5344,True,15/07/2024,,Monetary,,1354.00,20.00,approx,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10475
10476,8141,"Payment received on 30 July 2024 - £4,411.79",2024-08-04,2024-08-04,,Employment and earnings - Ad hoc payments,Stephen Gethins,4434,True,30/07/2024,,Monetary,,4411.79,0.00,none since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10476
7879,7878,"Payment received on 15 July 2024 - £1,630.99",2024-07-30,2024-08-03,,Employment and earnings - Ad hoc payments,Phil Brickell,5128,True,15/07/2024,,Monetary,,1630.99,20.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7879
9607,9605,"Payment expected for services on 24 February 2024 - £2,562.50",2024-08-03,2024-08-03,,Employment and earnings - Ad hoc payments,Sarah Sackman,5204,False,24/02/2024,,Monetary,,2562.50,10.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9607
9610,9605,"Payment expected for services on 19 October 2023 - £1,437.50",2024-08-03,2024-08-03,,Employment and earnings - Ad hoc payments,Sarah Sackman,5204,False,19/10/2023,,Monetary,,1437.50,6.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9610
9614,9613,"Payment expected for services on 01 July 2022 - £4,331.96",2024-08-03,2024-08-03,,Employment and earnings - Ad hoc payments,Sarah Sackman,5204,False,01/07/2022,,Monetary,,4331.96,50.00,Estimated,True,Confidential,False,Confidential,Crowdfunded small campaign collective,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9614
7876,7875,"Payment received on 18 July 2024 - £3,333.34",2024-08-01,2024-08-03,,Employment and earnings - Ad hoc payments,Phil Brickell,5128,True,18/07/2024,,Monetary,Final monthly payment,3333.34,75.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7876
9611,9605,"Payment expected for services on 16 April 2024 - £3,395.84",2024-08-03,2024-08-03,,Employment and earnings - Ad hoc payments,Sarah Sackman,5204,False,16/04/2024,,Monetary,,3395.84,14.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9611
8616,6539,"Payment received on 26 July 2024 - £1,577.02",2024-08-02,2024-08-02,,Employment and earnings - Ad hoc payments,Ian Roome,5138,True,26/07/2024,,Monetary,Final salary payment,1577.02,45.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8616
8911,7429,"Payment received on 31 July 2024 - £2,950.35",2024-08-02,2024-08-02,,Employment and earnings - Ad hoc payments,Anna Turley,4449,True,31/07/2024,,Monetary,Redundancy payment,2950.35,7.50,Approximate hours per week,False,,False,,,True,Donated by the Member to the recipient,Charity,,https://interests-api.parliament.uk/api/v1/Interests/8911
10346,8065,Payment received on 30 July 2024 - £669.58,2024-08-02,2024-08-02,,Employment and earnings - Ad hoc payments,Bobby Dean,5083,True,30/07/2024,,Monetary,Final payment,669.58,8.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10346
9247,7629,"Payment received on 26 July 2024 - £63,758.16",2024-08-02,2024-08-02,,Employment and earnings - Ad hoc payments,Baggy Shanker,5176,True,26/07/2024,,Monetary,this was a severance payment agreed prior to leaving the company on the 30th June 2024,63758.16,0.00,No hours worked since leaving the company,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9247
9544,9524,"Payment expected for services on 26 July 2024 - £1,000.00",2024-08-02,2024-08-02,,Employment and earnings - Ad hoc payments,Alicia Kearns,4805,False,26/07/2024,,Monetary,,1000.00,3.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9544
5900,5222,Payment received on 11 May 2024 - £340.00,2024-08-02,2024-08-02,,Employment and earnings - Ad hoc payments,Ms Diane Abbott,172,True,11/05/2024,,Monetary,,340.00,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5900
9603,6095,Payment received on 31 July 2024 - £677.86,2024-08-02,2024-08-02,,Employment and earnings - Ad hoc payments,Maya Ellis,5228,True,31/07/2024,,Monetary,for unused annual leave,677.86,1.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9603
8973,8348,"Payment received on 31 July 2024 - £2,345.80",2024-08-02,2024-08-02,,Employment and earnings - Ad hoc payments,Uma Kumaran,5278,True,31/07/2024,,Monetary,For annual leave days not used,2345.80,0.00,none since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8973
9540,6378,"Payment received on 26 July 2024 - £1,659.25",2024-08-02,2024-08-02,,Employment and earnings - Ad hoc payments,Alex McIntyre,5349,True,26/07/2024,,Monetary,Accrued but untaken annual leave prior to final date of employment on 4 July 2024.,1659.25,0.00,no additional hours since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9540
9317,7333,"Payment received on 31 July 2024 - £3,458.38",2024-08-02,2024-08-02,,Employment and earnings - Ad hoc payments,Mike Tapp,5266,True,31/07/2024,,Monetary,Final salary and redundancy payment,3458.38,0.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9317
8009,8008,"Payment received on 05 July 2024 - £4,940.00",2024-08-02,2024-08-02,,Employment and earnings - Ad hoc payments,Elaine Stewart,5206,True,05/07/2024,,Monetary,Payment up until I was elected,4940.00,0.00,Final payment for accrued holiday,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8009
9028,9025,Payment received on 26 July 2024 - £423.08,2024-08-01,2024-08-01,,Employment and earnings - Ad hoc payments,Louise Jones,5258,True,26/07/2024,,Monetary,final payment,423.08,0.00,none since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9028
8177,8176,Payment received on 26 July 2024 - £631.38,2024-07-31,2024-08-01,,Employment and earnings - Ad hoc payments,Pam Cox,5042,True,26/07/2024,,Monetary,Final Councillor allowance. I will no longer claim this allowance now I have been elected as an MP.,631.38,20.00,Estimated hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8177
8958,8956,"Payment received on 25 July 2024 - £1,335.47",2024-08-01,2024-08-01,,Employment and earnings - Ad hoc payments,Lauren Edwards,5298,True,25/07/2024,,Monetary,Final payment,1335.47,25.00,approx.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8958
9014,9009,Payment received on 12 July 2024 - £927.00,2024-08-01,2024-08-01,,Employment and earnings - Ad hoc payments,Sarah Sackman,5204,True,12/07/2024,,Monetary,,927.00,10.00,Estimated,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9014
8873,6428,Payment received on 23 July 2024 - £292.40,2024-08-01,2024-08-01,,Employment and earnings - Ad hoc payments,Patricia Ferguson,5190,True,23/07/2024,,Monetary,,292.40,0.00,none since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8873
8834,6655,"Payment received on 31 July 2024 - £4,450.00",2024-08-01,2024-08-01,,Employment and earnings - Ad hoc payments,Olly Glover,5318,True,31/07/2024,,Monetary,Final payment,4450.00,98.00,"Estimated on the basis of being paid to work 3 days per week, some of which was paid annual leave.",False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8834
10331,7108,Payment received on 14 May 2024 - £500.00,2024-08-01,2024-08-01,,Employment and earnings - Ad hoc payments,Bridget Phillipson,4046,True,14/05/2024,,In kind,Provided with dinner after delivering a speech,500.00,1.00,approx,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10331
7915,3830,Payment received on 12 July 2024 - £400.00,2024-07-29,2024-07-31,,Employment and earnings - Ad hoc payments,Mark Tami,1383,True,12/07/2024,,Monetary,Participating in a seminar with health professionals,400.00,1.75,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7915
8566,6468,Payment received on 15 July 2024 - £772.73,2024-07-31,2024-07-31,,Employment and earnings - Ad hoc payments,Blake Stephenson,5100,True,15/07/2024,,Monetary,Final payment from my employment immediately preceding my election to Parliament,772.73,0.00,Full time employment contract which was terminated immediately on my election to Parliament.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8566
8191,8187,Payment received on 26 July 2024 - £634.57,2024-07-31,2024-07-31,,Employment and earnings - Ad hoc payments,Blake Stephenson,5100,True,26/07/2024,,Monetary,payment for the period ending 31 July 2024,634.57,37.00,Members responsibility allowance,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8191
8540,8149,"Payment received on 25 July 2024 - £11,054.89",2024-07-31,2024-07-31,,Employment and earnings - Ad hoc payments,Joe Powell,5229,True,25/07/2024,,Monetary,,11054.89,32.00,"final payment from previous employer, including unused holiday allowance pay out",False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8540
8429,6997,"Payment received on 15 July 2024 - £3,065.14",2024-07-31,2024-07-31,,Employment and earnings - Ad hoc payments,Antonia Bance,5048,True,15/07/2024,,Monetary,Final payment including accrued annual leave.,3065.14,0.00,no additional hours since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8429
8358,8196,"Payment expected for services on 06 August 2024 - £2,772.30",2024-07-30,2024-07-30,,Employment and earnings - Ad hoc payments,Laurence Turner,5234,False,06/08/2024,,Monetary,"One off payment for (a) untaken accrued annual leave, and (b) percentage uplift applied retrospectively for all staff to earnings since April as part of annual salary uprating.",2772.30,0.00,No additional hours.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8358
8298,6567,"Payment received on 26 July 2024 - £2,762.23",2024-07-30,2024-07-30,,Employment and earnings - Ad hoc payments,Olivia Bailey,5337,True,26/07/2024,,Monetary,"This was my final payment from my previous employer, covering 1-4 July and owed holiday.",2762.23,0.00,No additional hours worked,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8298
8276,6464,"Payment received on 22 July 2024 - £3,200.60",2024-07-30,2024-07-30,,Employment and earnings - Ad hoc payments,Mr Connor Rand,5159,True,22/07/2024,,Monetary,Final payment,3200.60,150.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8276
6889,6886,"Payment received on 23 July 2024 - £1,668.51",2024-07-30,2024-07-30,,Employment and earnings - Ad hoc payments,Tom Rutland,5222,True,23/07/2024,,Monetary,final payment,1668.51,0.00,no additional hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6889
8296,8290,"Payment received on 26 July 2024 - £2,665.33",2024-07-30,2024-07-30,,Employment and earnings - Ad hoc payments,Josh Simons,5060,True,26/07/2024,,Monetary,as a final payment,2665.33,40.00,(estimated),False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8296
8245,8242,Payment received on 30 July 2024 - £798.67,2024-07-30,2024-07-30,,Employment and earnings - Ad hoc payments,Adam Thompson,5044,True,30/07/2024,,Monetary,Final payment relating to annual leave,798.67,0.00,None since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8245
7940,7931,"Payment received on 25 July 2024 - £1,475.23",2024-07-30,2024-07-30,,Employment and earnings - Ad hoc payments,Kate Dearden,5224,True,25/07/2024,,Monetary,annual leave payment and final salary.,1475.23,0.00,none since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7940
8075,6299,Payment received on 25 July 2024 - £836.02,2024-07-30,2024-07-30,,Employment and earnings - Ad hoc payments,Martin Rhodes,5251,True,25/07/2024,,Monetary,payment for 5 days work during my notice period starting from my resignation on being elected.,836.02,35.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8075
7724,7719,"Payment received on 24 July 2024 - £6,477.81",2024-07-29,2024-07-29,,Employment and earnings - Ad hoc payments,Lucy Rigby,5333,True,24/07/2024,,Monetary,,6477.81,0.00,This was a final payment,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7724
6626,6622,"Payment received on 23 July 2024 - £1,920.00",2024-07-29,2024-07-29,,Employment and earnings - Ad hoc payments,Ms Julie Minns,5094,True,23/07/2024,,Monetary,Paid for consultancy work between 24 March 2024 - 24 May 2024,1920.00,45.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6626
7948,6635,"Payment received on 15 July 2024 - £1,084.35",2024-07-29,2024-07-29,,Employment and earnings - Ad hoc payments,Emma Foody,5029,True,15/07/2024,,Monetary,,1084.35,0.00,no additional hours since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7948
7708,3835,"Payment received on 24 July 2024 - £1,018.52",2024-07-29,2024-07-29,,Employment and earnings - Ad hoc payments,Nick Thomas-Symonds,4479,True,24/07/2024,,Monetary,,1018.52,0.00,no additional hours,True,Bloomsbury Publishing PLC,False,"50 Bedford Square, London WC1B 3DB",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7708
8015,8014,"Payment received on 26 July 2024 - £2,288.46",2024-07-29,2024-07-29,,Employment and earnings - Ad hoc payments,Gregor Poynton,5167,True,26/07/2024,,Monetary,Final payment,2288.46,8.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8015
7733,7732,Payment received on 22 July 2024 - £184.63,2024-07-29,2024-07-29,,Employment and earnings - Ad hoc payments,Jo White,5105,True,22/07/2024,,Monetary,,184.63,0.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7733
8012,6972,"Payment received on 15 July 2024 - £1,734.92",2024-07-29,2024-07-29,,Employment and earnings - Ad hoc payments,Andrew Cooper,5195,True,15/07/2024,,Monetary,,1734.92,0.00,Payment made in error by CW&C Council as resignation not processed correctly in payroll system.  Arrangements being made to reimburse the Council.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8012
7884,7883,"Payment received on 24 July 2024 - £1,132.98",2024-07-29,2024-07-29,,Employment and earnings - Ad hoc payments,Sam Carling,5308,True,24/07/2024,,Monetary,Final payment of allowance as a member of Cambridge City Council covering up to 18 July 2024. I will be declining to take any future allowance payments to which I am entitled.,1132.98,50.00,approx.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7884
8010,6970,"Payment received on 25 July 2024 - £1,301.54",2024-07-29,2024-07-29,,Employment and earnings - Ad hoc payments,Andrew Cooper,5195,True,25/07/2024,,Monetary,Final payment,1301.54,0.00,None since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8010
7904,6031,"Payment received on 29 July 2024 - £1,352.50",2024-07-29,2024-07-29,,Employment and earnings - Ad hoc payments,Dr Neil Shastri-Hurst,5197,True,29/07/2024,,Monetary,,1352.50,8.00,"Number of hours are estimated, including the time spent preparing and the hearing itself.",True,IME Law Limited (Part of Irwin Mitchell LLP),False,"PO BOX 4986, Sheffield, S1 9GD",Solicitor,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7904
7826,6576,"Payment received on 23 July 2024 - £1,778.75",2024-07-29,2024-07-29,,Employment and earnings - Ad hoc payments,Frank McNally,5183,True,23/07/2024,,Monetary,The payment covers the month of July 1-26 July 2024,1778.75,16.00,This is an approximate figure.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7826
7994,5991,"Payment received on 31 July 2024 - £2,634.10",2024-07-29,2024-07-29,,Employment and earnings - Ad hoc payments,Chris Ward,5276,True,31/07/2024,,Monetary,This is a final payment covering accrued holiday pay.,2634.10,0.00,None since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7994
10348,6467,Payment received on 26 July 2024 - £651.02,2024-07-29,2024-07-29,,Employment and earnings - Ad hoc payments,Jacob Collier,5077,True,26/07/2024,,Monetary,,651.02,0.00,None since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10348
6321,6318,"Payment received on 11 July 2024 - £26,605.08",2024-07-29,2024-07-29,,Employment and earnings - Ad hoc payments,Yuan Yang,5267,True,11/07/2024,,Monetary,,26605.08,0.00,No additional hours worked since draft accepted for publication 17 Jan 2024.,True,"Viking Penguin Inc, USA",False,"1745 Broadway, New York, NY 10019",Publishing,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6321
