ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,AroseOn,EndDate,DonorName,Description,MiscellaneousInterestType,Link,Updated_2,Updated_3,Updated_4,Updated_5
7370,"County Councillor, Town Ward, Monmouth. This is an unpaid role.",,2024-07-25,2024-07-26,2024-11-24,Miscellaneous,5291,Catherine Fookes,,2024-10-24,,"County Councillor, Town Ward, Monmouth. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7370,,,,
7547,Member of the National Executive Council of the trade union UNISON.,,2024-07-26,2024-07-26,,Miscellaneous,5309,Katrina Murray,,2024-08-04,,Member of the National Executive Council of the trade union UNISON.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7547,,,,
7439,Advisory Board Member of Software Sustainability Institute. This is an unpaid role.,,2024-07-25,2024-07-26,,Miscellaneous,5172,Dan Aldridge,,,,Advisory Board Member of Software Sustainability Institute. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7439,,,,
6288,"School governor at Willowbrook Primary School, Exeter. This is an unpaid role.",,2024-07-26,2024-07-26,,Miscellaneous,5064,Steve Race,,,,"School governor at Willowbrook Primary School, Exeter. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6288,,,,
7614,Director of Monki Dog Care Ltd.,,2024-07-26,2024-07-26,,Miscellaneous,5266,Mike Tapp,,,,Director of Monki Dog Care Ltd.,Financial interest or material benefit,https://interests-api.parliament.uk/api/v1/Interests/7614,,,,
7538,Trustee of Dawn's New Horizon CIO. This is an unpaid role.,,2024-07-26,2024-07-26,,Miscellaneous,5133,Alice Macdonald,,,,Trustee of Dawn's New Horizon CIO. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7538,,,,
7580,Honorary Senior Research Fellow at Keele University. This is an unpaid role.,,2024-07-26,2024-07-26,,Miscellaneous,5334,Dr Allison Gardner,,,,Honorary Senior Research Fellow at Keele University. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7580,,,,
7642,Trustee of the Scouts in East Fife. This is an unpaid role.,,2024-07-26,2024-07-26,,Miscellaneous,4434,Stephen Gethins,,2024-09-30,,Trustee of the Scouts in East Fife. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7642,,,,
7424,"Governor of Burton Manor School, Stafford. This is an unpaid role.",,2024-07-25,2024-07-26,,Miscellaneous,5290,Leigh Ingham,2024-07-08,,,"Governor of Burton Manor School, Stafford. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7424,,,,
7549,Member of the Conference Arrangement Committee for the Annual Labour Party Conference.,,2024-07-26,2024-07-26,,Miscellaneous,5309,Katrina Murray,,,,Member of the Conference Arrangement Committee for the Annual Labour Party Conference.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7549,,,,
7577,Director of Women Leading in AI. This is an unpaid role.,,2024-07-26,2024-07-26,,Miscellaneous,5334,Dr Allison Gardner,,,,Director of Women Leading in AI. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7577,,,,
7523,I am admitted as a solicitor by the Law Society of Scotland.,,2024-07-25,2024-07-26,,Miscellaneous,5170,John Grady,,,,I am admitted as a solicitor by the Law Society of Scotland.,Other,https://interests-api.parliament.uk/api/v1/Interests/7523,,,,
7437,Trustee of Somewhere to Go charity in Weston-super-Mare. This is an unpaid role.,,2024-07-25,2024-07-26,,Miscellaneous,5172,Dan Aldridge,,,,Trustee of Somewhere to Go charity in Weston-super-Mare. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7437,,,,
7064,Leader of Council and Councillor in Redbridge Council. This is an unpaid role.,,2024-07-23,2024-07-26,,Miscellaneous,5227,Jas Athwal,,,,Leader of Council and Councillor in Redbridge Council. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7064,,,,
7130,"Councillor on South Gloucestershire Council. This was an unpaid role from 17 July 2024, as I declined my allowance. I stood down from the council on 15 October 2024.",,2024-07-24,2024-07-26,2024-10-16,Miscellaneous,5140,Claire Young,,2024-10-15,,"Councillor on South Gloucestershire Council. This was an unpaid role from 17 July 2024, as I declined my allowance. I stood down from the council on 15 October 2024.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7130,,,,
7460,Director of Lynton Commercial Holdings Limited. This is an unpaid role.,,2024-07-25,2024-07-26,,Miscellaneous,5312,Sadik Al-Hassan,,,,Director of Lynton Commercial Holdings Limited. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7460,,,,
7402,Personal License holder of a company that owns venue. This is an unpaid role.,,2024-07-25,2024-07-25,,Miscellaneous,5068,Shivani Raja,,,,Personal License holder of a company that owns venue. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7402,,,,
7399,Vice Chair of Labour North Regional Executive Committee.,,2024-07-25,2024-07-25,,Miscellaneous,5028,Lewis Atkinson,,,,Vice Chair of Labour North Regional Executive Committee.,Formal role with a party organisation,https://interests-api.parliament.uk/api/v1/Interests/7399,,,,
7531,Member of the Central Executive Council of the GMB Trade Union.,,2024-07-25,2024-07-25,,Miscellaneous,5230,Warinder Juss,,,,Member of the Central Executive Council of the GMB Trade Union.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7531,,,,
7371,"School Governor, Monmouth Comprehensive School. This is an unpaid role.",,2024-07-25,2024-07-25,,Miscellaneous,5291,Catherine Fookes,,,,"School Governor, Monmouth Comprehensive School. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7371,,,,
7533,GMB Trade Union Representative on Labour Party's National Policy Forum.,,2024-07-25,2024-07-25,,Miscellaneous,5230,Warinder Juss,,,,GMB Trade Union Representative on Labour Party's National Policy Forum.,Formal role with a party organisation,https://interests-api.parliament.uk/api/v1/Interests/7533,,,,
7136,Director and shareholder of Veterinary Voices LTD.,,2024-07-24,2024-07-24,,Miscellaneous,5304,Dr Danny Chambers,,,,Director and shareholder of Veterinary Voices LTD.,Financial interest or material benefit,https://interests-api.parliament.uk/api/v1/Interests/7136,,,,
7135,Trustee of the charity Vetlife. This is an unpaid role.,,2024-07-24,2024-07-24,,Miscellaneous,5304,Dr Danny Chambers,,,,Trustee of the charity Vetlife. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7135,,,,
7115,Final remuneration from Wychavon District Council in relation to my role as a district councillor which ended on 6 July 2024. The value is below the threshold for registration under Category 1.,,2024-07-24,2024-07-24,,Miscellaneous,5186,Bradley Thomas,2024-07-06,2024-07-06,,Final remuneration from Wychavon District Council in relation to my role as a district councillor which ended on 6 July 2024. The value is below the threshold for registration under Category 1.,Financial interest or material benefit,https://interests-api.parliament.uk/api/v1/Interests/7115,,,,
7063,Unpaid Director of NWSD Professional Services Ltd.,,2024-07-24,2024-07-24,,Miscellaneous,5074,Mr Paul Foster,2024-07-05,,,Unpaid Director of NWSD Professional Services Ltd.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7063,,,,
6960,"Non executive director of UK100, local government climate action network.",,2024-07-23,2024-07-24,,Miscellaneous,5123,Ms Polly Billington,,2024-07-08,,"Non executive director of UK100, local government climate action network.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6960,,,,
7275,"Trustee, Best for Britain. This is an unpaid role.",,2024-07-24,2024-07-24,,Miscellaneous,5099,Miatta Fahnbulleh,,2024-07-08,,"Trustee, Best for Britain. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7275,,,,
7144,"Member of the Charles Burrell Centre Ltd Board, a community benefit society. I served as the Chairman of the Board 11 July 2024. This is an unpaid role.",,2024-07-24,2024-07-24,,Miscellaneous,5338,Terry Jermy,,,,"Member of the Charles Burrell Centre Ltd Board, a community benefit society. I served as the Chairman of the Board 11 July 2024. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7144,,,,
7146,"Councillor to Thetford Town Council (Thetford Priory Ward). This is an unpaid role, with no allowance or benefits.",,2024-07-24,2024-07-24,,Miscellaneous,5338,Terry Jermy,,,,"Councillor to Thetford Town Council (Thetford Priory Ward). This is an unpaid role, with no allowance or benefits.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7146,,,,
7134,Council Member of the Royal College of Veterinary Surgeons (regulatory body for the Veterinary Profession). This is an unpaid role.,,2024-07-24,2024-07-24,,Miscellaneous,5304,Dr Danny Chambers,,,,Council Member of the Royal College of Veterinary Surgeons (regulatory body for the Veterinary Profession). This is an unpaid role.,Other,https://interests-api.parliament.uk/api/v1/Interests/7134,,,,
7133,"Senior Visiting Fellow, War Studies Department, King's College London. This is an unpaid role.",,2024-07-24,2024-07-24,,Miscellaneous,5219,Mike Martin,,,,"Senior Visiting Fellow, War Studies Department, King's College London. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7133,,,,
7060,Unpaid director of WT IP Ltd.,,2024-07-24,2024-07-24,,Miscellaneous,5074,Mr Paul Foster,2024-07-05,,,Unpaid director of WT IP Ltd.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7060,,,,
6498,Governor of Somerset NHS Foundation Trust. This is an unpaid role.,,2024-07-24,2024-07-24,,Miscellaneous,5191,Adam Dance,,,,Governor of Somerset NHS Foundation Trust. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6498,,,,
7256,"Unitary Authority Councillor for Keswick, on Cumberland Council. This was an unpaid role from the 5th July 2024.",,2024-07-24,2024-07-24,2024-11-06,Miscellaneous,5124,Markus Campbell-Savours,,2024-09-04,,"Unitary Authority Councillor for Keswick, on Cumberland Council. This was an unpaid role from the 5th July 2024.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7256,,,,
7090,"School Governor, New Marske Primary School. This is an unpaid role.",,2024-07-23,2024-07-23,,Miscellaneous,5147,Luke Myer,,,,"School Governor, New Marske Primary School. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7090,,,,
7071,A 10% shareholding in WT IP Ltd.  The shareholding is below the threshold for registration.,,2024-07-23,2024-07-23,,Miscellaneous,5074,Mr Paul Foster,,,,A 10% shareholding in WT IP Ltd.  The shareholding is below the threshold for registration.,Other,https://interests-api.parliament.uk/api/v1/Interests/7071,,,,
6948,Trustee of North Lincolnshire MIND. This is an unpaid role.,,2024-07-23,2024-07-23,,Miscellaneous,4056,Sir Nicholas Dakin,,,,Trustee of North Lincolnshire MIND. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6948,,,,
7012,Bradford on Avon Town Councillor. This is an unpaid role.,,2024-07-23,2024-07-23,,Miscellaneous,5239,Sarah Gibson,,,,Bradford on Avon Town Councillor. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7012,,,,
7051,County Councillor Ynys Mon Council. This is an unpaid role.,,2024-07-23,2024-07-23,,Miscellaneous,5085,Llinos Medi,,,,County Councillor Ynys Mon Council. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7051,,,,
7050,Mountain Rescue Team Member. This is an unpaid role.,,2024-07-23,2024-07-23,,Miscellaneous,5033,Josh MacAlister,2024-07-05,,,Mountain Rescue Team Member. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7050,,,,
7054,"Chair of Governors, Bodedern Secondary School. This is an unpaid role.",,2024-07-23,2024-07-23,,Miscellaneous,5085,Llinos Medi,,,,"Chair of Governors, Bodedern Secondary School. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7054,,,,
7055,"School Governor, Llanfechell Primary School. This is an unpaid role.",,2024-07-23,2024-07-23,,Miscellaneous,5085,Llinos Medi,,,,"School Governor, Llanfechell Primary School. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7055,,,,
6601,Board Member of Hull and Humber Chamber. This is an unpaid role.,,2024-07-23,2024-07-23,,Miscellaneous,4056,Sir Nicholas Dakin,,,,Board Member of Hull and Humber Chamber. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6601,,,,
6951,Trustee of Ability Access (dormant charity). This is an unpaid role.,,2024-07-23,2024-07-23,,Miscellaneous,5330,Mr Peter Bedford,,,,Trustee of Ability Access (dormant charity). This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6951,,,,
7058,Unpaid Directorship of Project Furnishings Management Ltd.,,2024-07-23,2024-07-23,,Miscellaneous,5074,Mr Paul Foster,,,,Unpaid Directorship of Project Furnishings Management Ltd.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7058,,,,
1447,"A director of the Lionel Cooke Memorial Fund, a fund that provides for political organisations to undertake activity such as encouraging wider political representation. This is an unpaid role.",,2023-03-14,2024-07-23,,Miscellaneous,4370,Jess Phillips,2015-10-21,2024-07-17,,"A director of the Lionel Cooke Memorial Fund, a fund that provides for political organisations to undertake activity such as encouraging wider political representation. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1447,,,,
7053,"Community Councillor, Llannerchymedd Community Council. This is an unpaid role.",,2024-07-23,2024-07-23,,Miscellaneous,5085,Llinos Medi,,,,"Community Councillor, Llannerchymedd Community Council. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7053,,,,
7083,Hatfield Town Councillor (Parish Council). This is an unpaid role.,,2024-07-23,2024-07-23,,Miscellaneous,5233,Lee Pitcher,,,,Hatfield Town Councillor (Parish Council). This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7083,,,,
7024,Non-executive Director at Denbighshire Leisure Limited.  This is an unpaid role.,,2024-07-23,2024-07-23,,Miscellaneous,5104,Gill German,,2024-07-15,,Non-executive Director at Denbighshire Leisure Limited.  This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7024,,,,
6600,"Trustee Of Lindsey Lodge, Scunthorpe. This is an unpaid role.",,2024-07-23,2024-07-23,,Miscellaneous,4056,Sir Nicholas Dakin,,,,"Trustee Of Lindsey Lodge, Scunthorpe. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6600,,,,
6929,"Unpaid Director, Blue WV Limited.",,2024-07-22,2024-07-22,,Miscellaneous,5303,Patrick Spencer,,,,"Unpaid Director, Blue WV Limited.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6929,,,,
6820,"Board Member, Inverclyde Integration Joint Board. This is an unpaid role.",,2024-07-22,2024-07-22,2024-09-04,Miscellaneous,5129,Martin McCluskey,,2024-09-04,,"Board Member, Inverclyde Integration Joint Board. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6820,,,,
6816,"Chair, Scottish Fabians and ex officio Executive Member, Fabian Society. This is an unpaid role.",,2024-07-22,2024-07-22,,Miscellaneous,5129,Martin McCluskey,2023-04-23,2024-07-21,,"Chair, Scottish Fabians and ex officio Executive Member, Fabian Society. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6816,,,,
6902,Co-chair and member of Llanarthne  Area Pylon Group. This is an unpaid role.,,2024-07-22,2024-07-22,,Miscellaneous,5177,Ann Davies,,,,Co-chair and member of Llanarthne  Area Pylon Group. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6902,,,,
6808,"Unpaid Director/Trustee of Belvedere Community Forum, a charitable company running a Community Centre and carrying out other community and charitable work within Belvedere in the London Borough of Bexley.",,2024-07-22,2024-07-22,,Miscellaneous,5184,Daniel Francis,,,,"Unpaid Director/Trustee of Belvedere Community Forum, a charitable company running a Community Centre and carrying out other community and charitable work within Belvedere in the London Borough of Bexley.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6808,,,,
6874,Owner and head instructor of 10th Planet Jiu Jitsu Swindon.,,2024-07-22,2024-07-22,,Miscellaneous,5035,Will Stone,,2024-07-08,,Owner and head instructor of 10th Planet Jiu Jitsu Swindon.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6874,,,,
6853,Local Government Association Mentor. This is an unpaid role.,,2024-07-22,2024-07-22,,Miscellaneous,5272,Margaret Mullane,,,,Local Government Association Mentor. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6853,,,,
6836,Trustee of the Carlie Tufnell Charitable Trust. This is an unpaid role.,,2024-07-22,2024-07-22,,Miscellaneous,5121,Henry Tufnell,,,,Trustee of the Carlie Tufnell Charitable Trust. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6836,,,,
6899,Chair of Governors at Ysgol  Llanddarog Wirfoddol yr Eglwys yng Nghymru. This is an unpaid role.,,2024-07-22,2024-07-22,,Miscellaneous,5177,Ann Davies,,,,Chair of Governors at Ysgol  Llanddarog Wirfoddol yr Eglwys yng Nghymru. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6899,,,,
6863,Unpaid Director of PFPM Preston Ltd,,2024-07-22,2024-07-22,,Miscellaneous,5074,Mr Paul Foster,,,,Unpaid Director of PFPM Preston Ltd,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6863,,,,
6931,"Unpaid Director, Suffolk Ventures Limited.",,2024-07-22,2024-07-22,,Miscellaneous,5303,Patrick Spencer,,,,"Unpaid Director, Suffolk Ventures Limited.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6931,,,,
6815,"Member, Advisor Board, Our Scottish Future (a think tank). This is an unpaid role.",,2024-07-22,2024-07-22,2024-09-04,Miscellaneous,5129,Martin McCluskey,,2024-08-01,,"Member, Advisor Board, Our Scottish Future (a think tank). This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6815,,,,
6900,Member of Nantgaredig Governors. This is an unpaid role.,,2024-07-22,2024-07-22,,Miscellaneous,5177,Ann Davies,,,,Member of Nantgaredig Governors. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6900,,,,
6901,Member of the Llanarthne New Village Hall and Community Hub. This is an unpaid role.,,2024-07-22,2024-07-22,,Miscellaneous,5177,Ann Davies,,,,Member of the Llanarthne New Village Hall and Community Hub. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6901,,,,
6817,"Trustee, Birkmyre Trust. This is an unpaid role.",,2024-09-04,2024-07-22,,Miscellaneous,5129,Martin McCluskey,,2024-09-04,,"Trustee, Birkmyre Trust. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6817,,,,
6796,PLP Representative on Labour Party National Executive Committee.,,2024-07-22,2024-07-22,,Miscellaneous,5112,Luke Akehurst,2024-07-17,,,PLP Representative on Labour Party National Executive Committee.,Formal role with a party organisation,https://interests-api.parliament.uk/api/v1/Interests/6796,,,,
6819,"Unpaid Director, IM Campaigns Ltd.",,2024-07-22,2024-07-22,2024-10-27,Miscellaneous,5129,Martin McCluskey,,2024-10-08,,"Unpaid Director, IM Campaigns Ltd.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6819,,,,
6435,Chair of Chesterfield Constituency Labour Party.,,2024-07-16,2024-07-19,,Miscellaneous,5256,Jonathan Davies,,2024-07-26,,Chair of Chesterfield Constituency Labour Party.,Formal role with a party organisation,https://interests-api.parliament.uk/api/v1/Interests/6435,,,,
6735,"Vice Chair, Labour Campaign for International Development. This is an unpaid role.",,2024-07-19,2024-07-19,,Miscellaneous,5348,David Taylor,,,,"Vice Chair, Labour Campaign for International Development. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6735,,,,
6726,"A Fellow of Radix, a think tank for the radical centre.",,2024-07-19,2024-07-19,,Miscellaneous,5306,Claire Hazelgrove,,,,"A Fellow of Radix, a think tank for the radical centre.",Other,https://interests-api.parliament.uk/api/v1/Interests/6726,,,,
6585,Deputy chair Fleetwood Beach wheelchairs.  This is an unpaid role.,,2024-07-18,2024-07-19,,Miscellaneous,5232,Lorraine Beavers,,,,Deputy chair Fleetwood Beach wheelchairs.  This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6585,,,,
6671,Trustee of Wollaston Village Hall. This is an unpaid role.,,2024-07-18,2024-07-19,,Miscellaneous,5293,Cat Eccles,,,,Trustee of Wollaston Village Hall. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6671,,,,
6725,Trustee of the Foundation for Active Community Engagement (FACE). This is an unpaid role.,,2024-07-19,2024-07-19,,Miscellaneous,5306,Claire Hazelgrove,,,,Trustee of the Foundation for Active Community Engagement (FACE). This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6725,,,,
6419,Director of Plumtree Hotels (Dragon) Ltd. This is an unpaid role.,,2024-07-16,2024-07-19,,Miscellaneous,5046,Andrew Ranger,,,,Director of Plumtree Hotels (Dragon) Ltd. This is an unpaid role.,Other,https://interests-api.parliament.uk/api/v1/Interests/6419,,,,
6413,"Councillor, Offa Community Council. This is an unpaid role.",,2024-07-16,2024-07-19,,Miscellaneous,5046,Andrew Ranger,,,,"Councillor, Offa Community Council. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6413,,,,
6723,Trustee of Girlguiding Bristol and South Gloucestershire. This is an unpaid role.,,2024-07-19,2024-07-19,,Miscellaneous,5306,Claire Hazelgrove,,,,Trustee of Girlguiding Bristol and South Gloucestershire. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6723,,,,
6738,"Unpaid Director of BigByte Digital Ltd, a software company.",,2024-07-19,2024-07-19,,Miscellaneous,5347,David Reed,,,,"Unpaid Director of BigByte Digital Ltd, a software company.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6738,,,,
6582,Unpaid director of Threshed Thought Ltd,,2024-07-18,2024-07-19,,Miscellaneous,5219,Mike Martin,,,,Unpaid director of Threshed Thought Ltd,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6582,,,,
2010,Vice President (unpaid) of the Local Government Association.,,2020-12-02,2024-07-19,2022-05-12,Miscellaneous,4243,Dan Jarvis,2020-11-02,2024-07-05,,Vice President (unpaid) of the Local Government Association.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/2010,2024-07-19,,,
6434,"Councillor, Chesterfield Borough Council.",,2024-07-16,2024-07-19,,Miscellaneous,5256,Jonathan Davies,,,,"Councillor, Chesterfield Borough Council.",Financial interest or material benefit,https://interests-api.parliament.uk/api/v1/Interests/6434,,,,
6769,Councillor for Cinderford Town Council. This is an unpaid role.,,2024-07-19,2024-07-19,,Miscellaneous,5323,Matt Bishop,,,,Councillor for Cinderford Town Council. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6769,,,,
6293,Chair of Ealing Central and Acton Labour Party. This is an unpaid role.,,2024-07-18,2024-07-19,,Miscellaneous,5165,Peter Swallow,,2024-07-25,,Chair of Ealing Central and Acton Labour Party. This is an unpaid role.,Formal role with a party organisation,https://interests-api.parliament.uk/api/v1/Interests/6293,,,,
6612,Unpaid Director of Erewash Partnership.,,2024-07-18,2024-07-19,,Miscellaneous,5044,Adam Thompson,2024-07-05,,,Unpaid Director of Erewash Partnership.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6612,,,,
6742,Previously a Deputy Headteacher working for Central Learning Partnership Trust.,,2024-07-19,2024-07-19,2024-11-05,Miscellaneous,5152,Mrs Sureena Brackenridge,,2024-07-07,,Previously a Deputy Headteacher working for Central Learning Partnership Trust.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6742,,,,
6611,Board member of Long Eaton Town Deal Board. This is an unpaid role.,,2024-07-18,2024-07-19,,Miscellaneous,5044,Adam Thompson,2024-07-05,,,Board member of Long Eaton Town Deal Board. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6611,,,,
6666,"Honorary President, Farmers’ Choir Northern Ireland. This is an unpaid role.",,2024-07-18,2024-07-18,,Miscellaneous,5319,Robin Swann,,,,"Honorary President, Farmers’ Choir Northern Ireland. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6666,,,,
6604,Unpaid Unitary Councillor on Shropshire Council.,,2024-07-18,2024-07-18,,Miscellaneous,5171,Julia Buckley,,,,Unpaid Unitary Councillor on Shropshire Council.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6604,,,,
6605,Elected Labour Group leader on Shropshire Council (opposition). This was an unpaid role since my election.,,2024-07-18,2024-07-18,,Miscellaneous,5171,Julia Buckley,,2024-07-08,,Elected Labour Group leader on Shropshire Council (opposition). This was an unpaid role since my election.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6605,,,,
6566,"Unpaid Director, Restitute CIC.",,2024-07-17,2024-07-18,,Miscellaneous,5141,Alex Mayer,,,,"Unpaid Director, Restitute CIC.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6566,,,,
6649,Trustee of Mortimer Terrace Nature Reserve. This is an unpaid role.,,2024-07-18,2024-07-18,,Miscellaneous,5314,Siân Berry,,,,Trustee of Mortimer Terrace Nature Reserve. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6649,,,,
6606,Non Executive Director of Shropshire Towns & Rural (STAR) housing association. This is an unpaid role.,,2024-07-18,2024-07-18,,Miscellaneous,5171,Julia Buckley,,,,Non Executive Director of Shropshire Towns & Rural (STAR) housing association. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6606,,,,
6537,Chairman of Age Concern Barnstaple and North Devon. This is an unpaid role.,,2024-07-17,2024-07-18,2024-10-04,Miscellaneous,5138,Ian Roome,,2024-10-01,,Chairman of Age Concern Barnstaple and North Devon. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6537,,,,
6370,Fellow of the Royal Society of the Arts. This is an unpaid role.,,2024-07-18,2024-07-18,,Miscellaneous,5360,David Pinto-Duschinsky,,,,Fellow of the Royal Society of the Arts. This is an unpaid role.,Other,https://interests-api.parliament.uk/api/v1/Interests/6370,,,,
6369,Governor of Sunnyfields Primary School. This is an unpaid role.,,2024-07-18,2024-07-18,,Miscellaneous,5360,David Pinto-Duschinsky,,,,Governor of Sunnyfields Primary School. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6369,,,,
6364,Housing and Communities Spokesperson for the Green Party of England and Wales,,2024-07-16,2024-07-17,,Miscellaneous,5249,Ellie Chowns,,,,Housing and Communities Spokesperson for the Green Party of England and Wales,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6364,,,,
6562,Unpaid Director with Bee Herd Media Ltd.,,2024-07-17,2024-07-17,,Miscellaneous,5155,Chris Kane,,,,Unpaid Director with Bee Herd Media Ltd.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6562,,,,
6495,South Petherton Parish Councilor. This is an unpaid role.,,2024-07-17,2024-07-17,,Miscellaneous,5191,Adam Dance,,,,South Petherton Parish Councilor. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6495,,,,
6066,"Trustee of the Lucy Lund Fund, a charity for people who require rest or a holiday and who are in need of financial assistance. This is an unpaid role.",,2024-07-17,2024-07-17,,Miscellaneous,5294,Amanda Martin,,,,"Trustee of the Lucy Lund Fund, a charity for people who require rest or a holiday and who are in need of financial assistance. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6066,,,,
