ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,VisitLocations,VisitLocations_1_Country,VisitLocations_1_Destination,Purpose,StartDate,EndDate,Appg,Donors,Donors_1_Name,Donors_1_IsPrivateIndividual,Donors_1_PublicAddress,Donors_1_PaymentType,Donors_1_PaymentDescription,Donors_1_Value,Donors_1_IsSoleBeneficiary,Donors_2_Name,Donors_2_IsPrivateIndividual,Donors_2_PublicAddress,Donors_2_PaymentType,Donors_2_PaymentDescription,Donors_2_Value,Donors_2_IsSoleBeneficiary,Donors_3_Name,Donors_3_IsPrivateIndividual,Donors_3_PublicAddress,Donors_3_PaymentType,Donors_3_PaymentDescription,Donors_3_Value,Donors_3_IsSoleBeneficiary,Donors_4_Name,Donors_4_IsPrivateIndividual,Donors_4_PublicAddress,Donors_4_PaymentType,Donors_4_PaymentDescription,Donors_4_Value,Donors_4_IsSoleBeneficiary,Donors_5_Name,Donors_5_IsPrivateIndividual,Donors_5_PublicAddress,Donors_5_PaymentType,Donors_5_PaymentDescription,Donors_5_Value,Donors_5_IsSoleBeneficiary,VisitLocations_2_Country,VisitLocations_2_Destination
3398,,International visit to Cyprus between 03 January 2024 and 06 January 2024,30/01/2024,17/12/2023,,Visits outside the UK,Sammy Wilson,1593,,Cyprus,Turkish Republic of Northern Cyprus,"Parliamentary fact-finding delegation to learn about the country's political system, history, culture, and economy.",03/01/2024,06/01/2024,,,The Turkish Cypriot Chamber of Commerce,FALSE,"90 Bedrettin Demirel Caddesi Yenişehir, Lefkoşa, Cyprus",In kind,Subsistence,180,TRUE,Cyprus Premier,FALSE,"239-241 Kennington Lane, London SE11 5QU",In kind,Flights,690,TRUE,The Arkin Group,FALSE,"PO Box 309 Girne- Kıbrıs, 99300, Cyprus",In kind,"Accommodation, food, drink and other subsistence",370,TRUE,,,,,,,,,,,,,,,,
1252,,International visit between 24 September 2023 and 28 September 2023,18/10/2023,17/12/2023,,Visits outside the UK,John Finucane,4823,,United States,Boston,"To brief the Irish Diaspora on political developments in Ireland and to speak at the Edward Kennedy Institute event, marking the 25th Anniversary of the Good Friday Agreement.",24/09/2023,28/09/2023,,,Friends of Sinn Féin USA,FALSE,"5th Floor, 1212 Avenue of the Americas, New York, NY 10036, USA",In kind,"Flights (£988.32), accommodation and subsistence (£872.03)",1868.35,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,,International visit between 02 October 2023 and 03 October 2023,23/10/2023,17/12/2023,,Visits outside the UK,Jeremy Corbyn,185,,Belgium,Brussels,Keynote speaker at  the Statutory Congress of BTB - Brussels.,02/10/2023,03/10/2023,,,BTB-ABVV (Belgische Transportbond),FALSE,Paardenmarkt 66 – 2000 Antwerpen (Belgium),In kind,Train Travel (£550.81) and accommodation for one night (£301.34),852.15,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2128,,International visit between 06 August 2023 and 11 August 2023,25/08/2023,17/12/2023,,Visits outside the UK,Rushanara Ali,4138,,Somalia,,"To see the Halo Trust’s work in removing landmines and unexploded ordnance, and gain a better understanding of the UK's role supporting NGOs like the Halo Trust to deliver greater resilience and recovery from conflict.",06/08/2023,11/08/2023,,,The HALO Trust,FALSE,"Carronfoot, Thornhill, Dumfries DG3 5BF",In kind,"Flights, Accommodation, transport food and visa",2710.5,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethiopia,
3198,,International visit to Kosovo between 19 October 2023 and 22 October 2023,08/12/2023,17/12/2023,,Visits outside the UK,Alicia Kearns,4805,,Kosovo,,"Meetings with Kosovan Government, Parliament, civil society, NATO and police.",19/10/2023,22/10/2023,,,Government of Kosovo,FALSE,"Government Building, Nëna Terezë Square, 10000 Prishtinë, The Republic of Kosovo",In kind,Transport and accommodation for me and a member of staff,1548.59,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3235,,International visit to United States between 29 December 2023 and 02 January 2024,17/01/2024,17/12/2023,,Visits outside the UK,Angela Rayner,4356,,United States,New York,Personal holiday.,29/12/2023,02/01/2024,,,Waheed Ali,TRUE,,In kind,The use of a flat as accommodation for five nights.,1250,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3440,,International visit to Falkland Islands between 20 November 2023 and 25 November 2023,18/12/2023,17/12/2023,,Visits outside the UK,Stephen Morgan,4653,,Falkland Islands,,Delegation to Falkland Islands with The Falkland Islands Legislative Assembly as part of their annual MPs and Peers visits.,20/11/2023,25/11/2023,,,The Falkland Islands Legislative Assembly,FALSE,"Gilbert House, Ross Road, Stanley, Falkland Islands FIQQ 1ZZ",In kind,"Flights (£1,566), accommodation (£756), hospitality and meals (£166.67), transport (£180), gifts and sundries (£137.61)",2806.28,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3654,,International visit to Qatar between 09 December 2023 and 12 December 2023,20/12/2023,17/12/2023,,Visits outside the UK,Dr Rupa Huq,4511,,Qatar,Doha,"To participate in the Doha Forum 2023 with a focus on geopolitics, the impact of AI, economic development, defence, cyber and food security; and climate change and sustainability.",09/12/2023,12/12/2023,,,Doha Forum,FALSE,"Ministry of Foreign Affairs, Almirqab Tower, West Bay, Doha, Qatar",In kind,"Flights, accommodation, meal and transportation",5900,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3142,,International visit to Finland between 02 November 2023 and 04 November 2023,07/11/2023,17/12/2023,,Visits outside the UK,Charlotte Nichols,4799,,Finland,Helsinki and Rauma,"To visit the Olkiluoto 3 Nuclear Power Plant, Onkalo Geological Disposal Facility and Radiation and Nuclear Safety Authority (STUK) as part of a Nuclear Energy APPG Visit.",02/11/2023,04/11/2023,Nuclear Energy,,Nuclear Industry Association,FALSE,"5th Floor, Tower House, 10 Southampton Street, London W2E 7HA",In kind,"Flights, accommodation, meals and transport",839.68,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3151,,International visit to Belgium between 24 October 2023 and 25 October 2023,21/11/2023,17/12/2023,,Visits outside the UK,Wes Streeting,4504,,Belgium,Brussels,"Visiting to attend a short programme, discussing science and tech policy.",24/10/2023,25/10/2023,,,TBI,FALSE,"One Bartholomew Close, London EC1A 7BL",In kind,"Return Eurostar ticket, food and accommodation (value is estimated)",1436,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4278,,International visit to France between 25 January 2024 and 27 January 2024,20/02/2024,17/12/2023,,Visits outside the UK,Yvette Cooper,420,,France,Paris,Attending and speaking at the Franco-British Colloque 2024 in my capacity as Shadow Home Secretary.,25/01/2024,27/01/2024,,,Franco-British Colloque Ltd,FALSE,"Station House, Station Approach, East Horsley KT24 6QX",In kind,"Accommodation, transport and food",1011,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3649,,International visit to Brazil between 01 February 2024 and 02 February 2024,14/02/2024,17/12/2023,,Visits outside the UK,Claire Hanna,4827,,Brazil,,Attending St Brigid's Day event on Good Friday Agreement and reconciliation.,01/02/2024,02/02/2024,,,"Embassy of Ireland, Brazil (Irish Department of Foreign Affairs,)",FALSE,"Brazil SHIS QL 2 conjunto 05 casa 09, Lago Sul, Brasília, DFCEP 71630-255, Brazil",In kind,"International and internal flights, accommodation",900,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3143,,International visit to United States between 29 September 2023 and 02 October 2023,09/11/2023,17/12/2023,,Visits outside the UK,Brendan O'Hara,4371,,United States,"Salt Lake City, Utah","As chair of the APPG for International Law, Justice and Accountability, to speak in the plenary session in ICLRS Law and Religious Symposium.",29/09/2023,02/10/2023,"International Law, Justice and Accountability",,International Centre for Law and Religious Studies (ICLRS),FALSE,"J Reuben Clarke Centre, 341 E Campus Dr, Provo, UT 84602, USA",In kind,"Accommodation including food (£740.20) and flights (£1,304.75)",2044.95,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3393,,International visit to Japan between 30 January 2024 and 05 February 2024,09/02/2024,17/12/2023,,Visits outside the UK,Catherine West,4523,,Japan,,To meet the Japanese Prime Minister and to attend the UK-Japan 21st Century Group 2024 Conference.,30/01/2024,05/02/2024,,,UK Japan 21st Century Group,FALSE,"The Japan Society, 13/14 Cornwall Terrace, London NW1 4QP",In kind,"Return flights to Tokyo (£1,839), hotels and hospitality (£1,136.45) and travel within country (£98.71)",3074.16,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3144,,International visit to Palestine between 25 September 2023 and 29 September 2023,01/11/2023,17/12/2023,,Visits outside the UK,Kate Osamor,4515,,Palestine,Occupied Palestinian Territory,Fact finding visit organised by the Council for Arab-British Understanding and Medical Aid for Palestinians.,25/09/2023,29/09/2023,,,Medical Aid for Palestine,FALSE,"33A Islington Park Street, London N1 1QB",In kind,"Flights, accommodation, food and transport.",1695,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Israel,
2043,,International visit between 14 August 2023 and 18 August 2023,06/09/2023,17/12/2023,,Visits outside the UK,Mr David Lammy,206,,Brazil,,Bilateral meetings and visit to Amazon region.,14/08/2023,18/08/2023,,,Conservation International do Brasil,FALSE,"Avenida Rio Branco n. 131, 8th floor, Rio De Janeiro",In kind,"For me and a member of staff, flights, accommodation, food, transport, translator, life insurance and medical support",24739.36,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,,International visit between 30 July 2023 and 06 August 2023,24/08/2023,17/12/2023,,Visits outside the UK,Sir Gavin Williamson,4108,,Somalia,Somaliland,"Trade and political visit to discuss environmental issues and deepening relations between educational institutions, including meetings with Somaliland government leaders, business community leaders and the UK Somaliland diaspora.",30/07/2023,06/08/2023,,,"Somaliland Chamber of Commerce, Industry and Agriculture",FALSE,"Hargeisa, Somaliland",In kind,"Flights, accommodation, meals and miscellaneous costs",3100,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,,International visit between 29 September 2023 and 01 October 2023,23/10/2023,17/12/2023,,Visits outside the UK,Naz Shah,4409,,Pakistan,Jaranwala,Visiting Christian minority communities that were persecuted to provide aid and support to them.,29/09/2023,01/10/2023,,,Islamic Relief Worldwide,FALSE,"19 Rea Street South, Birmingham B5 6LB",In kind,Hotel accommodation and transport,600,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2131,,International visit between 25 September 2023 and 29 September 2023,04/10/2023,17/12/2023,,Visits outside the UK,Fleur Anderson,4788,,Palestine,Occupied Palestinian Territory,Fact finding visit organised by the Council for Arab-British Understanding and Medical Aid for Palestinians.,25/09/2023,29/09/2023,,,Medical Aid for Palestinians,FALSE,"33A Islington park Street, London N1 1QB",In kind,"Flights, accommodation, food and transport",1695,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Israel,
2160,,International visit between 19 September 2023 and 24 September 2023,20/10/2023,17/12/2023,,Visits outside the UK,Dan Carden,4651,,Thailand,Bangkok,"As President of the Forum of Young Parliamentarians at the Inter Parliamentary Union, to attend meetings at the House of Representatives of Thailand and other political, cultural and social events.",19/09/2023,24/09/2023,,,"Mrs. Pikulkeaw Krairiksh, Member of the Senate of Thailand",TRUE,,In kind,"Accommodation, food and transport in Bangkok (value is estimated)",443,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3437,,International visit to United Arab Emirates between 30 November 2023 and 05 December 2023,22/12/2023,17/12/2023,,Visits outside the UK,Ed Miliband,1510,,United Arab Emirates,,Attending COP28 as part of my frontbench role.,30/11/2023,05/12/2023,,,COP28 Presidency Office,FALSE,"Capital Plaza, Abu Dhabi, United Arab Emirates",In kind,Airport transfer and daily travel by car during COP28 (value is approximate),1358,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3625,,International visit to France between 25 January 2024 and 27 January 2024,02/02/2024,17/12/2023,,Visits outside the UK,Rushanara Ali,4138,,France,Paris,Attendance at the Franco British Colloque.,25/01/2024,27/01/2024,,,Franco-British Colloque Ltd,FALSE,"Station House, Station Approach, East Horsley KT24 6QX",In kind,Accommodation and food,853.3,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3646,,International visit to United States between 27 November 2023 and 29 November 2023,14/12/2023,17/12/2023,,Visits outside the UK,Mr Mark Francois,1444,,United States,Washington DC,To attend meetings with Republican members of Congress concerning support for Ukraine.,27/11/2023,29/11/2023,,,Conservative Friends of Ukraine,FALSE,"One Barthomolew Close, London EC1A 7BL",In kind,"Flights (£2,961) and accommodation (£419.94)",3380.95,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3244,,International visit to Qatar between 26 November 2023 and 30 November 2023,21/12/2023,17/12/2023,,Visits outside the UK,Naz Shah,4409,,Qatar,Doha,To participate at the WISE Summit 2023 focusing on the future of education in light of emerging technologies such as Artificial Intelligence and meet senior Qatari foreign policy and education officials on the margins of the Summit.,26/11/2023,30/11/2023,,,Ministry of Foreign Affairs of the State of Qatar,FALSE,"Almirqab Tower, West Bay, Doha, Qatar",In kind,"Flights, accommodation and food",5650,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130,,International visit to India between 14 October 2023 and 21 October 2023,10/11/2023,17/12/2023,,Visits outside the UK,Jeremy Corbyn,185,,India,Mumbai,To address an audience at International Transport Federation (ITF) Young Transport Workers Conference and attend an ITF Executive Board meeting.,14/10/2023,21/10/2023,,,International Transport Workers' Federation,FALSE,"ITF House, 49-60 Borough Road, London SE1 1DR",In kind,"Flights, accommodation, meals, internal transport and incidentals",3162.11,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3134,,International visit to South Africa between 13 October 2023 and 20 October 2023,08/11/2023,17/12/2023,,Visits outside the UK,Chris Hazzard,4636,,South Africa,Johannesburg,To present an update on the political situation in Ireland and Britain at the Dilemmas of Humanity Conference and participate in workshops and discussions involving political representatives and social activists.,13/10/2023,20/10/2023,,,Pan Africa Today,FALSE,"87 De Korte Street, Braamfontein, Johannesburg, South Africa",In kind,"Flights (£1,104) and accommodation (£380)",1484,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,,International visit to Israel between 03 September 2023 and 07 September 2023,14/09/2023,17/12/2023,,Visits outside the UK,Mrs Sharon Hodgson,1521,,Israel,,"Fact-finding visit. Meeting with Israeli and Palestinian politicians, academics, activists and diplomats.",03/09/2023,07/09/2023,,,Labour Friends of Israel,FALSE,"BM LFI, London WC1N 3XX",In kind,"Flights, accommodation and meals",2200,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palestine,
2998,,International visit to Jordan between 23 October 2023 and 27 October 2023,21/11/2023,17/12/2023,,Visits outside the UK,Dan Carden,4651,,Jordan,Amman,"Delegation to Amman, Jordan including meetings with the Speaker of the House of Representatives, King Abdullah II of Jordan, Ministers and parliamentarians and a visit to Za'atri Refugee Camp.",23/10/2023,27/10/2023,,,Jordanian Embassy in London,FALSE,"6 Upper Phillimore Gardens, London W8 7HA",In kind,"Flights (£833), accommodation, meals and transport (£1,000)",1833,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4283,,International visit to United States between 02 February 2024 and 14 February 2024,26/02/2024,17/12/2023,,Visits outside the UK,Peter Kyle,4505,,United States,,"Meetings with political counterparts in Washington, as well as tech and digital firms on the West Coast. Visiting San Francisco for meetings with tech and digital firms.",02/02/2024,14/02/2024,,,Lord David Sainsbury,TRUE,,Monetary,"received on 21 February as reimbursement for flights, travel and accommodation",10906.62,TRUE,Hakluyt and Company,FALSE,"34 Upper Brook Street, London W1K 7QS",In kind,Driver hire in San Francisco between meetings,2758.95,TRUE,,,,,,,,,,,,,,,,,,,,,,,
3392,,International visit to Israel between 09 January 2024 and 11 January 2024,06/02/2024,17/12/2023,,Visits outside the UK,Christian Wakeford,4871,,Israel,,"Fact-finding visit. Meetings with Israeli politicians, academics, activists and diplomats.",09/01/2024,11/01/2024,,,Labour Friends of Israel,FALSE,"BM LFI, London WC1N 3XX",In kind,"Flights, accommodation and meals",2500,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396,,International visit to Ireland between 03 February 2024 and 05 February 2024,12/02/2024,17/12/2023,,Visits outside the UK,Sir John Whittingdale,39,,Ireland,Dublin,To attend the Dublin Racing Festival.,03/02/2024,05/02/2024,,,Betting and Gaming Council,FALSE,"1 Bedford Row, London WC1R 4BU",In kind,"Two tickets to the Dublin Racing Festival, including flights and accommodation",1290,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,,International visit to Gibraltar between 08 September 2023 and 11 September 2023,18/09/2023,17/12/2023,,Visits outside the UK,Stephen Morgan,4653,,Gibraltar,,National Day visit to Gibraltar as a guest of HM Government of Gibraltar.,08/09/2023,11/09/2023,,,HM Government of Gibraltar,FALSE,"Gibraltar House, 150 The Strand, London WC2R 1JA",In kind,"Flights and travel (£866), accommodation for three nights (£570) and dinners/hospitality (£200)",1636,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3148,,International visit to Belgium between 23 October 2023 and 25 October 2023,21/11/2023,17/12/2023,,Visits outside the UK,Peter Kyle,4505,,Belgium,Brussels,"To attend a short programme, discussing science and tech policy.",23/10/2023,25/10/2023,,,TBI,FALSE,"One Bartholomew Close, London EC1A 7BL",In kind,"Eurostar return train travel, food and accommodation",1694,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005,,International visit to Jordan between 23 October 2023 and 27 October 2023,16/11/2023,17/12/2023,,Visits outside the UK,Neil Coyle,4368,,Jordan,,"Meetings with high-level Jordanian Government ministers, ambassadors and Jordanian royal family members, visits to refugee camps and military regions to foster links between the UK and Jordan and understand the challenges and issues that Jordan is facing.",23/10/2023,27/10/2023,,,Government of Jordan,FALSE,"Abdali, King Hussein Street - Building No. 205, P.O. Box 72, 11181 Amman",In kind,"Flights (£833), accommodation and meals (£500) and sundries (£417)",1750,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,,International visit between 14 September 2023 and 16 September 2023,09/10/2023,17/12/2023,,Visits outside the UK,Seema Malhotra,4253,,Germany,Neuhardenberg,To take part in the Konigswinter conference on German-British relations.,14/09/2023,16/09/2023,,,Deutsch-Britische Gesellschaft e.V,FALSE,"Pariser Platz 6, 10117 Berlin",In kind,"Accommodation, food and conference administration fee",441.93,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,,International visit between 12 October 2023 and 16 October 2023,30/10/2023,17/12/2023,,Visits outside the UK,Afzal Khan,4671,,Spain,,Attend the Annual Concordia Retreat hosted by the Concordia Forum.,12/10/2023,16/10/2023,,,The Concordia Network,FALSE,"1 St Mark Street, London E1 8DA",In kind,"International flights (£593.21); accommodation, ground transportation in Spain, food and programme activities (£2,442.58)",3035.79,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129,,International visit to Czechia between 31 August 2023 and 02 September 2023,08/09/2023,17/12/2023,,Visits outside the UK,Rushanara Ali,4138,,Czechia,Prague,To participate in the Inter-Parliamentary Alliance on China Prague Summit.,31/08/2023,02/09/2023,,,Inter-Parliamentary Alliance on China (supported by the National Democratic Institute and Open Society foundations),FALSE,"27 Old Gloucester St, London WC1N 3AX",In kind,"Flights, accommodation, transport and food",901,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2161,,International visit between 27 September 2023 and 03 October 2023,30/10/2023,17/12/2023,,Visits outside the UK,Dan Carden,4651,,United Arab Emirates,Abu Dhabi and Dubai,"As President of the Forum of Young Parliamentarians at the Inter Parliamentary Union, to attend Climate Future Week events, meet with members of the Federal National Council, and develop plans for the engagement of young parliamentarians at COP28 UAE.",27/09/2023,03/10/2023,,,"United Arab Emirates, Federal National Council",FALSE,"Abu Dhabi, P.O. Box 836, UAE",In kind,"Flights to and from the UAE, hotel accommodation, food and in-country transport (value is estimated)",6220,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3205,,International visit to Turkey between 02 November 2023 and 07 November 2023,05/12/2023,17/12/2023,,Visits outside the UK,Naz Shah,4409,,Turkey,Istanbul,Training and supporting charitable efforts.,02/11/2023,07/11/2023,,,Mercy Mission UK,FALSE,"203 Westgate, Bradford BD1 3AD",In kind,"Flights, transport and hotel accommodation",757.64,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3439,,International visit to France between 25 January 2024 and 27 January 2024,31/01/2024,17/12/2023,,Visits outside the UK,Layla Moran,4656,,France,Paris,International conference to meet and exchange ideas with key European stakeholders.,25/01/2024,27/01/2024,,,Franco-British Colloque,FALSE,"Station House, Station Approach, East Horsley KT24 6QX",In kind,Two nights' accommodation including meals,855.29,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3441,,International visit to France between 25 January 2024 and 27 January 2024,16/02/2024,17/12/2023,,Visits outside the UK,Jesse Norman,3991,,France,Versailles,To attend the Franco-British Colloque conference.,25/01/2024,27/01/2024,,,Franco-British Colloque Ltd,FALSE,"Station house, Station Approach, East Horsley KT24 6QX",In kind,Hotel Room and food for two nights and a taxi transfer,1009.66,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3350,,International visit to Bahrain between 16 November 2023 and 19 November 2023,13/12/2023,17/12/2023,,Visits outside the UK,Dame Caroline Dinenage,4008,,Bahrain,Manama,"To attend the annual Manama Dialogue: a forum for policymakers and experts to debate and discuss the Middle East’s most pressing foreign policy, defence and security challenges.",16/11/2023,19/11/2023,,,Government of Bahrain,FALSE,"Bahrain Embassy, 30 Belgrave Square, London SW1X 8QB",In kind,Flights and hotel accommodation (value is approximate),1464,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4281,,International visit to Cyprus between 13 February 2024 and 16 February 2024,27/02/2024,17/12/2023,,Visits outside the UK,Paulette Hamilton,4938,,Cyprus,,"Trip with the APPG for Cyprus to understand the political and economic situation in Cyprus, meet members of parliament and government, and visit key historical sites.",13/02/2024,16/02/2024,APPG For Cyprus,,House of Representatives of the Republic of Cyprus,FALSE,"1102 Nicosia, Cyprus",In kind,"Transport, accommodation and meals",752,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,,International visit to Greece between 15 September 2023 and 19 September 2023,25/09/2023,17/12/2023,,Visits outside the UK,Caroline Nokes,4048,,Greece,Thessaloniki,"Speaker at the Women on Top 6th Inclusivity Lounge, within the Thessaloniki International Fair.",15/09/2023,19/09/2023,,,Women on Top,FALSE,"Viktoros Ougko 15, Athina, 10437 Greece",In kind,"Flights (£628.07), accommodation (£317.94) and food (£21.72)",967.68,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3245,,International visit to Qatar between 07 December 2023 and 12 December 2023,21/12/2023,17/12/2023,,Visits outside the UK,Naz Shah,4409,,Qatar,Doha,"To participate in the Doha Forum 2023 with a focus on geopolitics, the impact of AI, economic development, defence, cyber and food security; and climate change and sustainability.",07/12/2023,12/12/2023,,,Doha Forum,FALSE,"Ministry of Foreign Affairs, Almirqab Tower, West Bay, Doha, Qatar",In kind,"Flights, accommodation and food",7798,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,,International visit to Germany between 29 September 2023 and 02 October 2023,19/10/2023,17/12/2023,,Visits outside the UK,Zarah Sultana,4786,,Germany,Berlin,To participate in the Jacobin Transform Conference.,29/09/2023,02/10/2023,,,Jacobin Magazine,FALSE,"388 Atlantic Avenue, Brooklyn, NY 11217, USA",In kind,"Flights (£151), accommodation (£187)",338,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,,International visit to Czechia between 04 October 2023 and 08 October 2023,30/10/2023,17/12/2023,,Visits outside the UK,Chris Hazzard,4636,,Czechia,Prague,"To present an update at the Rosa Luxemburg European Summer School on the political situation in Ireland and Britain. Participate in workshops and discussions involving political representatives, social activists and commentators on current political developments in Europe.",04/10/2023,08/10/2023,,,"Rosa Luxemburg Stiftung, London",FALSE,"Pelican House, 144 Cambridge Heath Road, London E1 5QJ",In kind,"Flights (£343,38) and accommodation (£400)",743.38,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3648,,International visit to Bahrain between 17 November 2023 and 20 November 2023,19/12/2023,17/12/2023,,Visits outside the UK,Fabian Hamilton,415,,Bahrain,Manama,Attendance at the International Institute of Strategic Studies (IISS) Manama Dialogue 2023.,17/11/2023,20/11/2023,,,"Shura Council, Kingdom of Bahrain",FALSE,"PO Box 10105, Kingdom of Bahrain",In kind,"Flights, accommodation and meals",1463.51,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,,International visit between 21 July 2023 and 25 July 2023,17/08/2023,17/12/2023,,Visits outside the UK,Stephen Doughty,4264,,Germany,Berlin,"Due to my role as the Shadow Minister for Europe and North America, my Senior Parliamentary Researcher was invited to attend the Young Königswinter Conference in Berlin.",21/07/2023,25/07/2023,,,Deutsch-Britische Gesellschaft,FALSE,"Pariser Platz 6, 10117 Berlin",In kind,"Accommodation (£199.38), flights (£167.20), transfers (£23.09), hospitality (£238.43) and conference costs (£498.78) for a member of my staff",1126.88,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,,International visit between 09 September 2023 and 11 September 2023,20/09/2023,17/12/2023,,Visits outside the UK,Jeremy Corbyn,185,,Belgium,Ostend,To make a speech/address an audience at “Manifiesta 2023” – Festival of Solidarity.,09/09/2023,11/09/2023,,,ManiFiesta vzw,FALSE,"Lemonnierlaan 171, 1000 Brussels, Belgium",In kind,"Train travel (£273.29), accommodation (£169.31), meals, transport and incidentals (£42.97)",485.57,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,,International visit between 30 August 2022 and 03 September 2022,13/09/2023,17/12/2023,,Visits outside the UK,Alicia Kearns,4805,,Finland,,"Study trip undertaken by a member of my staff to learn about Finland's foreign, defence and security policy ahead of their accession to NATO.",30/08/2022,03/09/2022,,,Embassy of Finland in London,FALSE,"38 Chesham Place, London SW1X 8HW",In kind,"Travel, accommodation and hospitality for a member of my staff",1500,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,,International visit between 06 August 2023 and 11 August 2023,06/09/2023,17/12/2023,,Visits outside the UK,Alicia Kearns,4805,,Ethiopia,,"To see the Halo Trust’s work in removing landmines and unexploded ordnance, and gain a better understanding of the UK's role supporting NGOs like the Halo Trust to deliver greater resilience and recovery from conflict.",06/08/2023,11/08/2023,,,The HALO Trust,FALSE,"Carronfoot, Thornhill, Dumfries DG3 5BF",In kind,"Flights (£1,716.48), accommodation (£708.47), transport (£73.50), food (£147.65), and visa (£64.40)",2710.5,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somalia,Somaliland
1377,,International visit between 30 June 2023 and 01 July 2023,30/08/2023,17/12/2023,,Visits outside the UK,Bob Blackman,4005,,France,Paris,To speak at the Free Iran conference in my capacity as Co-President of the British Committee for Iran Freedom,30/06/2023,01/07/2023,,,Alliance for Public Awareness,FALSE,"Union House, 111 New Union Street, Coventry CV1 2NT",In kind,"Travel £276, accommodation and food £85",361,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3131,,International visit between 22 October 2023 and 26 November 2023,07/11/2023,17/12/2023,,Visits outside the UK,Barry Gardiner,146,,United States,Washington DC,"Participate in four events with ICCF’s network of parliamentarians, plastic debris, food security, stewardship of natural areas, illegal, unreported and unenforced fishing and participation in ICCFs International Conservation Leadership Awards.",22/10/2023,26/11/2023,,,International Conservation Caucus Foundation,FALSE,"71-75 Shelton Street, Covent Garden, London WC2H 9JQ",In kind,Travel and hospitality.,2155,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
