ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,VisitLocations,VisitLocations_1_Country,VisitLocations_1_Destination,Purpose,StartDate,EndDate,Appg,Donors,Donors_1_Name,Donors_1_IsPrivateIndividual,Donors_1_PublicAddress,Donors_1_PaymentType,Donors_1_PaymentDescription,Donors_1_Value,Donors_1_IsSoleBeneficiary,Donors_2_Name,Donors_2_IsPrivateIndividual,Donors_2_PublicAddress,Donors_2_PaymentType,Donors_2_PaymentDescription,Donors_2_Value,Donors_2_IsSoleBeneficiary,Donors_3_Name,Donors_3_IsPrivateIndividual,Donors_3_PublicAddress,Donors_3_PaymentType,Donors_3_PaymentDescription,Donors_3_Value,Donors_3_IsSoleBeneficiary,Donors_4_Name,Donors_4_IsPrivateIndividual,Donors_4_PublicAddress,Donors_4_PaymentType,Donors_4_PaymentDescription,Donors_4_Value,Donors_4_IsSoleBeneficiary,Donors_5_Name,Donors_5_IsPrivateIndividual,Donors_5_PublicAddress,Donors_5_PaymentType,Donors_5_PaymentDescription,Donors_5_Value,Donors_5_IsSoleBeneficiary,VisitLocations_2_Country,VisitLocations_2_Destination
4748,,International visit to Israel between 14 February 2024 and 18 February 2024,05/03/2024,18/03/2024,,Visits outside the UK,Layla Moran,4656,,Israel,and Occupied Palestinian Territories,To meet victims of violence in Israel and the West Bank and a range of individuals and organisations to understand the steps needed to achieve a two state solution and respond to the humanitarian situation in Gaza.,14/02/2024,18/02/2024,,,Yachad,FALSE,"Star House 104-108 Grafton Road, London NW5 4BA",In kind,"Flights, accommodation, food, speakers fees and conflict area insurance",2440,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4103,,International visit to India between 04 February 2024 and 08 February 2024,20/02/2024,18/03/2024,,Visits outside the UK,Jonathan Reynolds,4119,,India,Delhi and Mumbai,Bilateral meetings with Indian government ministers and business leaders.,04/02/2024,08/02/2024,,,Federation of Indian Chambers of Commerce and Industry,FALSE,"FICCI, Federation House, Tansen Marg, New Delhi 110001",In kind,Local transport in Delhi and Mumbai,324.2,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4667,,International visit to United States between 15 February 2024 and 17 February 2024,14/03/2024,18/03/2024,,Visits outside the UK,Barry Gardiner,146,,United States,Washington DC,Speaking at the USDA Forward Outlook Conference Washington DC.,15/02/2024,17/02/2024,,,United States Embassy,FALSE,"33 Nine Elms Road, Nine Elms, London SW11 7US",In kind,Flights and accommodation,1807.04,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4747,,International visit to India between 18 February 2024 and 25 February 2024,14/03/2024,18/03/2024,,Visits outside the UK,Navendu Mishra,4811,,India,,"A Labour delegation to several cities in the Republic of India to meet business, political and faith groups.",18/02/2024,25/02/2024,,,Federation of Indian Chambers and Commerce and Industry,FALSE,"FICCI Federation House, Tansen Marg, New Delhi, 110001",In kind,"Travel, accommodation and food",11304.5,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3896,,International visit to Israel between 14 February 2024 and 18 February 2024,23/02/2024,18/03/2024,,Visits outside the UK,Kit Malthouse,4495,,Israel,and the Occupied Palestinian Territories,To meet victims of violence in Israel and the West Bank and a range of individuals and organisations to understand the steps needed to achieve a two state solution and respond to the humanitarian situation in Gaza.,14/02/2024,18/02/2024,,,Yachad,FALSE,Star House 104-108 Grafton Road NW5 4BA,In kind,"Flights, accommodation, hospitality",2438,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3876,,International visit to India between 05 February 2024 and 07 February 2024,26/02/2024,17/03/2024,,Visits outside the UK,Mr David Lammy,206,,India,Delhi & Mumbai,To develop bilateral relations with the Indian government.,05/02/2024,07/02/2024,,,Federation of Indian Chambers of Commerce and Industry,FALSE,"Federation House, Tansen Marg, New Delhi 110001",In kind,Local transport in Delhi and Mumbai for me and one member of staff,648.4,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4096,,International visit to Cyprus between 13 February 2024 and 16 February 2024,23/02/2024,13/03/2024,,Visits outside the UK,Caroline Nokes,4048,,Cyprus,,APPG for Cyprus delegation to strengthen inter-parliamentary connections between the Republic of Cyprus and UK and to discuss latest developments on efforts to restart negotiations to reunite Cyprus,13/02/2024,16/02/2024,APPG For Cyprus,,House of Representatives of the Republic of Cyprus,FALSE,"1102 Nicosia, Cyprus",In kind,"Accommodation (£461.08), transport (£183.58) and meals (£106.73)",751.39,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4127,,International visit to Israel between 14 February 2024 and 18 February 2024,29/02/2024,12/03/2024,,Visits outside the UK,Alex Sobel,4658,,Israel,and Occupied Palestinian Territories,To meet victims of violence in Israel and the West Bank and a range of individuals and organisations to understand the steps needed to achieve a two state solution and respond to the humanitarian situation in Gaza,14/02/2024,18/02/2024,,,Yachad,FALSE,"Star House, 104-108 Grafton Road, London NW5 4BA",In kind,"Flights, accommodation, food, speakers fees and conflict area insurance.",2440,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3192,,International visit to United States between 13 November 2023 and 16 November 2023,30/11/2023,08/02/2024,,Visits outside the UK,Stephen Doughty,4264,,United States,Washington DC,"To take part in a cross party delegation convened by CGP's 1946 Caucus, in my capacity as Shadow Minister for Europe and North America, including discussions with US policymakers, officials and policy professionals to consider joint UK-US foreign policy challenges.",13/11/2023,16/11/2023,,,Coalition for Global Prosperity (CGP) (funded by the Eleanor Crook Foundation),FALSE,"1 Horse Guards Avenue, London SW1A 2HU",In kind,"Airport transfers and other car services (£486.30); hotel accommodation, including breakfasts £1,575.60; economy flights (£2,227.90); and food (£473.54) (value is estimated)",4763.34,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3212,,International visit between 17 November 2023 and 19 November 2023,05/12/2023,08/02/2024,,Visits outside the UK,David Davis,373,,Bahrain,,Attending International Institute for Strategic Studies Manama Dialogue 2023 as part of a Conservative Middle East Council delegation.,17/11/2023,19/11/2023,,,Bahrain Ministry of Foreign Affairs,FALSE,"PO Box 547, Government Road, Manama, Kingdom of Bahrain",In kind,"Transportation (£701.01), accommodation (£540) and dinners/hospitality (£163)",1404.01,TRUE,"International Institute for Strategic Studies, Middle East",FALSE,"14th Floor, GFH Tower, Bahrain Financial Harbour, Building 1411, Road 4625, Manama 346, Kingdom of Bahrain",In kind,Transportation (£25) and hospitality (£24.50),59.5,TRUE,,,,,,,,,,,,,,,,,,,,,,,
3193,,International visit between 26 November 2023 and 29 November 2023,07/12/2023,08/02/2024,,Visits outside the UK,Sir Iain Duncan Smith,152,,United States,Washington DC,To attend meetings with Republican members of Congress concerning support for Ukraine.,26/11/2023,29/11/2023,,,Conservative Friends of Ukraine,FALSE,"One Bartholomew Close, London EC1A 7BL",In kind,"Flights (£10,080.21) and accommodation (£629.91)",10710.12,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3191,,International visit to United States between 13 November 2023 and 16 November 2023,29/11/2023,08/02/2024,,Visits outside the UK,Alex Davies-Jones,4849,,United States,Washington DC,"Delegation of Conservative and Labour MPs convened by CGP's 1946 Caucus, including discussions with US policymakers, officials and policy professionals to consider joint UK-US foreign policy challenges.",13/11/2023,16/11/2023,,,Coalition for Global Prosperity (CGP) (funded by the Eleanor Crook Foundation),FALSE,"1 Horse Guards Avenue, London SW1A 2HU",In kind,"Airport transfers and other car services (£458.90); hotel accommodation, including breakfasts (£1,575.60); economy flights (£2,227.90); and food (£441.80)",4704.2,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3194,,International visit between 24 September 2023 and 27 September 2023,11/12/2023,08/02/2024,,Visits outside the UK,Colum Eastwood,4846,,United States,"Boston, MA",Discussion about the Good Friday Agreement Anniversary.,24/09/2023,27/09/2023,,,Edward M. Kennedy Institute,FALSE,"210 Morrissey Boulevard, Boston, MA. 02125",In kind,"Flights (approx. £1,100.62) and hotel (approx. £673.40)",1774.02,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2279,,International visit between 26 June 2023 and 28 June 2023,30/06/2024,23/12/2023,,Visits outside the UK,Kirsty Blackman,4357,,Belgium,Brussels,Delegation of MPs with the APPG Against Antisemitism to visit Brussels for a conference of the Inter-Parliamentary Taskforce to Combat Antisemitism Online.,26/06/2023,28/06/2023,APPG Against Antisemitism,,The Antisemitism Policy Trust,FALSE,"BM 5369, London WC1N 3XX",In kind,"Eurostar (£393), taxis (£5), accommodation (£591) and ground costs (£50)",1039,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2314,,International visit between 29 September 2023 and 07 October 2023,12/10/2023,23/12/2023,,Visits outside the UK,Afzal Khan,4671,,Pakistan,,"Production of tourism documentary, undertaken as Chair of the APPG on Britain-Pakistan Trade and Tourism.",29/09/2023,07/10/2023,APPG on Britain-Pakistan Trade and Tourism,,Esplanade Vale Media Limited (trading as British Muslim TV),FALSE,"Victoria Chambers, 40 Wood Street, Wakefield WF1 2HB",In kind,Domestic flights and transportation (£741.13); hotels and entry fees (£258.95); and food (£38),1038.08,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2349,,International visit between 07 September 2023 and 11 September 2023,14/09/2023,23/12/2023,,Visits outside the UK,Martin Vickers,3957,,Gibraltar,,"Gibraltar APPG delegation to meet with ministers, business and union leaders and attend the National Day celebrations.",07/09/2023,11/09/2023,APPG on Gibraltar,,HM Government of Gibraltar,FALSE,"Gibraltar House, 150 Strand, London WC2R 1JA",In kind,"For me and my wife/staff member, flights (£1,302), accommodation for four nights (£800) and general hospitality (£400)",2502,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2362,,International visit between 19 July 2023 and 22 July 2023,16/08/2023,23/12/2023,,Visits outside the UK,Bambos Charalambous,4610,,Greece,Athens,To attend the World Hellenic Inter-Parliamentary Association Conference in Athens.,19/07/2023,22/07/2023,,,World Hellenic Inter-Parliamentary Association,FALSE,"22-24 Amalias Avenue, 105 57 Athens, Greece",Monetary,received on 19 July 2023 as reimbursement for flights (£708.41) plus hotel accommodation for three nights (£400.11),1108.52,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2303,,International visit between 15 September 2023 and 21 September 2023,16/10/2023,23/12/2023,,Visits outside the UK,Emma Hardy,4645,,Thailand,Bangkok,"APPG for Thailand delegation arranged by the Thai and British Embassies. Meetings were held with the Deputy Prime Minister, Speaker of the Parliament, Thailand/Britain Friendship Group and Thai Chamber of Commerce.",15/09/2023,21/09/2023,APPG for Thailand,,"Royal Thai Embassy, London",FALSE,"29-30 Queen's Gate, South Kensington, London SW7 5JB",In kind,Flights and accommodation,2201.69,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2305,,International visit to Panama between 16 September 2023 and 23 September 2023,05/10/2023,23/12/2023,,Visits outside the UK,Dr Rupa Huq,4511,,Panama,,"APPG on Population, Development and Reproductive Health study tour with parliamentarians from across Europe to learn more about sexual and reproductive rights in El Salvador and Panama.",16/09/2023,23/09/2023,"APPG on Population, Development and Reproductive Health",,European Parliamentary Forum for Sexual & Reproductive Rights,FALSE,"23 Rue Montover, 1000 Brussels, Belgium",In kind,"Travel, accommodation, food and drink",2186.2,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Salvador,
2294,,International visit between 23 July 2023 and 29 July 2023,23/08/2023,23/12/2023,,Visits outside the UK,Mr Tanmanjeet Singh Dhesi,4638,,Malawi,,"As Vice-Chair of the All-Party Parliamentary Group on Malaria and Neglected Tropical Diseases, to see the impact of malaria and neglected tropical diseases, and the challenges faced by government, NGOs, academic and research institutions, and local communities in tackling these diseases.",23/07/2023,29/07/2023,APPG on Malaria and Neglected Tropical Diseases,,All-Party Parliamentary Group on Malaria and Neglected Tropical Diseases,FALSE,"c/o Malaria No More UK, Room 202, 2nd Floor, 30 Millbank, London SW1P 4QP",In kind,"Flights (£1,600); accommodation (£620); travel medication (£30); parking (£140); food, in-country transport and other expenses (£180)",2570,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2361,,International visit between 13 July 2023 and 20 July 2023,17/08/2023,23/12/2023,23/08/2023,Visits outside the UK,Dan Carden,4651,,United States,New York and Washington,"As President of the Forum of Young Parliamentarians at the Inter-Parliamentary Union, to attend the United Nations High Level Political Forum and to meet with Members of the United States Senate and Congress.",13/07/2023,20/07/2023,,,FIA Foundation,FALSE,"60 Trafalgar Square, London WC2N 5DS",Monetary,"as reimbursement, received £3,108.31 on 23 June 2023 for flights, and £1,138.52 received on 11 August 2023 for five nights' hotel accommodation (13-18 July 2023) in New York",4246.83,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2285,,International visit between 07 September 2023 and 11 September 2023,14/09/2023,23/12/2023,,Visits outside the UK,Sarah Champion,4267,,Gibraltar,,All Party Parliamentary visit to Gibraltar for National Day.,07/09/2023,11/09/2023,APPG on Gibraltar,,HM Government of Gibraltar,FALSE,"Gibraltar House, 150 Strand, London WC2R 1JA",In kind,"Flight (£642), hotel for four nights (£760) and general hospitality (£200)",1602,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2288,,International visit between 27 August 2023 and 31 August 2023,12/09/2023,23/12/2023,,Visits outside the UK,Sir Geoffrey Clifton-Brown,249,,Georgia,,APPG for Georgia visit to build on closer parliamentary relations.,27/08/2023,31/08/2023,APPG on Georgia,,Parliament of Georgia,FALSE,"8 Rustaveli Avenue, 0118 Tbilisi, Georgia",In kind,"Hotel accommodation (27-31 August, estimated value £500), local transportation and hospitality (estimated value £250)",750,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2333,,International visit between 29 September 2023 and 04 October 2023,09/10/2023,23/12/2023,,Visits outside the UK,Jim Shannon,4131,,United States,"Salt Lake City, Utah","As chair of the APPG for the Freedom of Religious Belief, to lead a delegation to Salt Lake City to speak in the plenary session in ICLRS Law and Religious Symposium.",29/09/2023,04/10/2023,APPG for International Freedom of Religion or Belief,,International Centre for Law and Religious Studies (ICLRS),FALSE,"J Reuben Clarke Centre, 341 E Campus Dr, Provo, UT 84602, USA",In kind,"Estimate of the probable value (or amount of any donation): Accommodation with meals (£1,233.67) and flights (£1,304.75)",2538.42,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357,,International visit to Qatar between 19 September 2023 and 23 September 2023,16/10/2023,23/12/2023,,Visits outside the UK,Mohammad Yasin,4598,,Qatar,Doha,"Qatar APPG visit to meet with ministers, the Shura Council and senior local and international stakeholders in international development to explore ways of enhancing UK-Qatar cooperation on global development and aid.",19/09/2023,23/09/2023,APPG on Qatar,,Ministry of Foreign Affairs of the State of Qatar,FALSE,"Ministry of Foreign Affairs, Almirqab Tower, West Bay, Doha, Qatar",In kind,"Return flights, accommodation and food (value is estimated)",6872,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2273,,International visit to Georgia between 28 August 2023 and 03 September 2023,11/09/2023,23/12/2023,,Visits outside the UK,Dame Harriett Baldwin,4107,,Georgia,,APPG for Georgia visit to build on closer parliamentary relations.,28/08/2023,03/09/2023,APPG on Georgia,,Parliament of Georgia,FALSE,"8 Rustaveli Avenue, 0118 Tbilisi, Georgia",In kind,"Hotel accommodation (28-30 August and 2 September), estimated value £500; local transportation and hospitality, estimated value £250",750,TRUE,Ministry of Foreign Affairs of Georgia,FALSE,"8 Giorgi Leonidze Street, 0118 Tbilisi, Georgia",In kind,"Hotel accommodation (31 August - 1 September), estimated value £180; local transportation and hospitality, estimated value £150",330,TRUE,,,,,,,,,,,,,,,,,,,,,,,
2289,,International visit between 15 September 2023 and 20 September 2023,16/10/2023,23/12/2023,,Visits outside the UK,Judith Cummins,4391,,Thailand,,"APPG for Thailand delegation arranged by the Thai and British Embassies. Meetings were held with the Deputy Prime Minister, Speaker of the Parliament, Thailand/Britain Friendship Group and Thai Chamber of Commerce.",15/09/2023,20/09/2023,APPG for Thailand,,"Thailand Embassy, United Kingdom",FALSE,"29-30 Queen's Gate, South Kensington, London SW7 5JB",In kind,"Flights (£1,574.31) and accommodation (£627.38)",2201.69,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2309,,International visit between 05 September 2023 and 08 September 2023,02/10/2023,23/12/2023,,Visits outside the UK,Ruth Jones,4716,,Taiwan,Taipei,"As an officer of the APPG for the Freedom of Religious Beliefs, to lead a delegation to the Taiwan International Religious Freedom Summit and be the keynote speaker at the plenary session.",05/09/2023,08/09/2023,APPG for International Freedom of Religion or Belief,,ChinaAid,FALSE,"1300 Pennsylvania Ave. NW, Suite 700 Washington, DC 20004",In kind,"Accommodation (£304), economy class flights (£2,157.11) and other travel (£15)",2466.11,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,,International visit between 02 October 2023 and 04 October 2023,24/10/2023,17/12/2023,,Visits outside the UK,Stephen Doughty,4264,,Poland,Warsaw,Attending and contributing to the Warsaw Security Forum in my role as Labour’s Shadow Minister for Europe and North America.,02/10/2023,04/10/2023,,,The Casimir Pulaski Foundation,FALSE,"6 Oleandrow, 00-629 Warsaw, Poland",In kind,"Flights and transfers (£169.33), accommodation (£187.77), conference entry and hospitality (£201.67)",558.77,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,,International visit between 02 October 2023 and 04 October 2023,23/10/2023,17/12/2023,,Visits outside the UK,Luke Pollard,4682,,Poland,Warsaw,"Attending and speaking on a panel at the Warsaw Security Forum, involving participation in conference, seminars and expert discussion with Ministers, MPs, officials and third sector representatives.",02/10/2023,04/10/2023,,,Casimir Pulaski Foundation,FALSE,"6 Oleandrow, 00-629 Warsaw, Poland",In kind,"Flights and transfers (£183.57), accommodation (£187.80) and the average cost of the conference per person (£201.10)",572.47,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,,International visit between 29 August 2023 and 02 September 2023,13/09/2023,17/12/2023,,Visits outside the UK,Alicia Kearns,4805,,Finland,,"Study trip undertaken by a member of my staff to learn about comprehensive security, Finnish foreign and security policy, and Finland's accession to into NATO.",29/08/2023,02/09/2023,,,Embassy of Finland in London,FALSE,"38 Chesham Place, London SW1X 8HW",In kind,"Travel, accommodation and hospitality for a member of my staff",1500,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,,International visit between 15 September 2023 and 17 September 2023,03/10/2023,17/12/2023,,Visits outside the UK,Mr David Lammy,206,,Canada,Montreal,Attend and speak at Global Progress Summit.,15/09/2023,17/09/2023,,,Canada 20/20 Corporation,FALSE,"35 O'Connor Street, Suite 302, Ottawa, Ontario K1P 4MS",In kind,"Flights, transfers and hotel",965.46,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2098,,International visit between 04 August 2023 and 06 August 2023,04/09/2023,17/12/2023,,Visits outside the UK,Justin Madders,4418,,Germany,Reutlingen,To spend time with the Reutlingen Friendship Group as part of an on-going sharing of knowledge and ideas which has taken place over many years. Reutlingen is the Twin Town of Ellesmere Port in my constituency.,04/08/2023,06/08/2023,,,Stadt Reutlingen,FALSE,"Marktpl. 22, 72764 Reutlingen, Germany",In kind,"Two nights' hotel accommodation (£182), taxi from Stuttgart Airport to Reutlingen and return (£120), plus meals (£120)",422,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,,International visit between 08 September 2023 and 10 September 2023,22/09/2023,17/12/2023,,Visits outside the UK,Stephen Doughty,4264,,Ukraine,Kyiv,To attend the Yalta European Strategy Conference 2023.,08/09/2023,10/09/2023,,,Yalta European Strategy Ltd,FALSE,"Third Floor, 95 The Promenade, Cheltenham GL50 1HH",In kind,Transportation (£82.11) and conference entry (£298.37),380.48,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,,International visit between 31 August 2023 and 02 September 2023,07/09/2023,17/12/2023,,Visits outside the UK,Sir Iain Duncan Smith,152,,Czechia,Prague,To participate in the Inter-parliamentary on China (IPAC) Prague Summit.,31/08/2023,02/09/2023,,,IPAC Global Ltd (supported by National Democratic Institute and Open Society foundations),FALSE,"c/o Connected Accounting, 2 Victoria Square, Victoria Street, St Albans AL1 3TF",In kind,"Flights, transportation and accommodation",909.65,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,,International visit between 17 September 2023 and 20 September 2023,27/09/2023,17/12/2023,,Visits outside the UK,Lisa Nandy,4082,,United States,New York,"To attend meetings and events hosted as part of the UN General Assembly, including events on SDGs, climate and high level meetings on health.",17/09/2023,20/09/2023,,,WaterAid UK,FALSE,"6th floor, Canada Square, London E14 5NN",In kind,"Flights, accommodation and meals for me and a member of staff",3602.34,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,,International visit between 16 July 2023 and 20 July 2023,01/09/2023,17/12/2023,,Visits outside the UK,Bridget Phillipson,4046,,Israel,,For a member of parliamentary staff to attend a Labour Party staff and researchers study tour.,16/07/2023,20/07/2023,,,ELNET UK,FALSE,"Churchill House, 120 Bunns Lane, London NW7 2AS",In kind,"For a member of parliamentary staff: transport, accommodation and meals (value is approximate)",3000,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palestine,
1949,,International visit between 02 October 2023 and 06 October 2023,24/10/2023,17/12/2023,,Visits outside the UK,Dame Nia Griffith,1541,,Oman,,Fact finding visit to find out more about the important relationship between Oman and the UK.,02/10/2023,06/10/2023,,,Sariya Al Hadi & Ali Al Rashdi & Co. Advocates & Legal Consultants,FALSE,"4th Floor,  Bait Al Reem, Thaqafah St, Al Khuwair, P.O Box 2746,  PC 130 Athaibah, Muscat, Oman",In kind,"Accommodation (£974.95) and travel (£5,640.84)",6615.79,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,,"International visit to Saint Helena, Ascension and Tristan da Cunha between 02 August 2023 and 14 August 2023",24/08/2023,17/12/2023,,Visits outside the UK,Andrew Gwynne,1506,,"Saint Helena, Ascension and Tristan da Cunha",,A delegation to the British Overseas Territory of Saint Helena to learn about the opportunities and challenges facing the island.,02/08/2023,14/08/2023,,,Friends of the British Overseas Territories,FALSE,"PO Box 2635, Ilford IG1 8UA",In kind,Flights and accommodation,2360.05,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,,International visit between 04 July 2023 and 06 July 2023,08/08/2023,17/12/2023,,Visits outside the UK,Martin Vickers,3957,,Isle of Man,,"Visit to Tynwald Day, Isle of Man as guest of Lt. Governor, President of Tynwald and Speaker of the House of Keys.",04/07/2023,06/07/2023,,,Tynwald,FALSE,"Legislative Buildings, Finch Road, Douglas, Isle of Man IM1 3PW",In kind,"Accommodation (£300), subsistence (£220) and transport (£210) for me and my spouse",730,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,,International visit to Pakistan between 19 September 2023 and 28 September 2023,27/10/2023,17/12/2023,03/11/2023,Visits outside the UK,Naz Shah,4409,,Pakistan,"Islamabad, Mirpur, Muzaffarabad and other locations in Azad Jammu and Kashmir",Part of a delegation invited by the Government of Azad Jammu and Kashmir.,19/09/2023,28/09/2023,,,Azad Government of the State of Jammu & Kashmir Services & General and Administration Department,FALSE,"6 New Secretariat, Muzaffarabad, Azad Kashmir",In kind,"Return flights and airport transfers for me and a family member and accommodation for me, a family member and a member of staff",2300,FALSE,Jawad Sohrabs,TRUE,,In kind,Accommodation for myself and two members of staff in Islamabad,750,FALSE,,,,,,,,,,,,,,,,,,,,,,,
3202,,International visit between 17 November 2023 and 20 November 2023,30/11/2023,17/12/2023,,Visits outside the UK,Layla Moran,4656,,Bahrain,Manama,Participation at the IISS Manama Dialogue (Regional Security Summit).,17/11/2023,20/11/2023,,,The International Institute for Strategic Studies,FALSE,"Arundel House, 6 Temple Place, London WC2R 2PG",In kind,Flights and accommodation,3423.74,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3434,,International visit to United Arab Emirates between 08 December 2023 and 11 December 2023,05/01/2024,17/12/2023,,Visits outside the UK,Kerry McCarthy,1491,,United Arab Emirates,Dubai,Attendance at COP28 to learn about the COP negotiation process and the role of legislators to achieve the targets set for the global climate and decarbonisation agenda.,08/12/2023,11/12/2023,,,Energy & Climate Intelligence Unit,FALSE,"180 Borough High Street, London SE1 1LB",In kind,"Accommodation (£759.65), flight (£660) and subsistence (maximum value £100)",1519.65,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3320,,International visit to Netherlands between 10 January 2024 and 11 January 2024,18/01/2024,17/12/2023,,Visits outside the UK,Jeremy Corbyn,185,,Netherlands,The Hague,To be present at the South African submission accusing Israel of Genocide to the International Court of Justice.,10/01/2024,11/01/2024,,,Progressive International,FALSE,"71-75 Shelton Street, London WC2H 9JQ",In kind,Travel (£258) and accommodation for one night (£179.02),437.02,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3323,,International visit to Bangladesh between 26 January 2024 and 31 January 2024,19/02/2024,17/12/2023,,Visits outside the UK,Neil Coyle,4368,,Bangladesh,,"Promoting UK-Bangladesh Trade and Investment, cross cultural relations and to understand the Rohingya Crisis.",26/01/2024,31/01/2024,,,"Commonwealth Enterprise and Investment Council, Bangladesh",FALSE,"Plot 44, Progoti Shoroni, Main Block-J, Baridhara, Dhaka - 1212, Bangladesh",In kind,"International travel, accommodation and meals (value is approximate)",3200,TRUE,RRM Group,FALSE,"Plot 44, Main Road, Block J, Baridhara, Dhaka - 1212, Bangladesh",In kind,Domestic transport,500,TRUE,,,,,,,,,,,,,,,,,,,,,,,
3623,,International visit to Qatar between 24 November 2023 and 03 December 2023,21/12/2023,17/12/2023,,Visits outside the UK,Rushanara Ali,4138,,Qatar,Doha,To participate at the WISE Summit 2023 focusing on the future of education in light of emerging technologies such as Artificial Intelligence and meet senior Qatari foreign policy and education officials on the margins of the Summit.,24/11/2023,03/12/2023,,,Ministry of Foreign Affairs of the State of Qatar,FALSE,"Ministry of Foreign Affairs, Almirqab Tower, West Bay, Doha, Qatar",In kind,"Flights, accommodation and food",6550,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3626,,International visit to United Arab Emirates between 08 December 2023 and 10 December 2023,08/01/2024,17/12/2023,,Visits outside the UK,Fleur Anderson,4788,,United Arab Emirates,Dubai,Attendance at COP28 to learn about the COP negotiation process and the role of legislators to achieve the targets set for the global climate and decarbonisation agenda.,08/12/2023,10/12/2023,,,Energy & Climate Intelligence Unit,FALSE,"180 Borough High Street, London SE1 1LB",In kind,"Accommodation (£506.44), flight (£660) and subsistence (maximum value £100)",1266.44,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4280,,International visit to France between 12 February 2024 and 14 February 2024,22/02/2024,17/12/2023,,Visits outside the UK,Louise Haigh,4473,,France,Paris,To see a public transport operator in Paris to see what they deliver and how it works.,12/02/2024,14/02/2024,,,Keolis (UK) Limited,FALSE,"19-21 Hatton Garden, London EC1N 8BA",In kind,"For me and a member of staff, return travel via Eurostar, two nights' accommodation and internal travel",1690.52,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
