ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,VisitLocations_Country_1,VisitLocations_Destination_1,Purpose,StartDate,EndDate,Appg,Donors_Name_1,Donors_IsPrivateIndividual_1,Donors_PublicAddress_1,Donors_PaymentType_1,Donors_PaymentDescription_1,Donors_Value_1,Donors_IsSoleBeneficiary_1,Link,Donors_Name_2,Donors_IsPrivateIndividual_2,Donors_PublicAddress_2,Donors_PaymentType_2,Donors_PaymentDescription_2,Donors_Value_2,Donors_IsSoleBeneficiary_2,Donors_Name_3,Donors_IsPrivateIndividual_3,Donors_PublicAddress_3,Donors_PaymentType_3,Donors_PaymentDescription_3,Donors_Value_3,Donors_IsSoleBeneficiary_3,VisitLocations_Country_2,VisitLocations_Destination_2,VisitLocations_Country_3,VisitLocations_Destination_3,Donors_Name_4,Donors_IsPrivateIndividual_4,Donors_PublicAddress_4,Donors_PaymentType_4,Donors_PaymentDescription_4,Donors_Value_4,Donors_IsSoleBeneficiary_4,Donors_Name_5,Donors_IsPrivateIndividual_5,Donors_PublicAddress_5,Donors_PaymentType_5,Donors_PaymentDescription_5,Donors_Value_5,Donors_IsSoleBeneficiary_5
10754,International visit to Armenia between 25 August 2024 and 29 August 2024,,2024-09-19,2024-09-19,,Visits outside the UK,4434,Stephen Gethins,Armenia,,To conduct interviews for new Fellows for the John Smith Trust,2024-08-25,2024-08-29,,John Smith Trust,False,"3rd Floor Suite, 207 Regent Street, London, England, W1B 3HH",In kind,"Flights, accommodation, meals and car parking at Edinburgh airport",2798.34,True,https://interests-api.parliament.uk/api/v1/Interests/10754,,,,,,,,,,,,,,,Azerbaijan,,Georgia,Tbilisi airport (transfer),,,,,,,,,,,,,,
10759,International visit to Gibraltar between 08 September 2024 and 10 September 2024,,2024-09-19,2024-09-19,,Visits outside the UK,1521,Mrs Sharon Hodgson,Gibraltar,,"Gibraltar National Day, as well as associated meetings and briefings",2024-09-08,2024-09-10,,HM Government of Gibraltar,False,"Gibraltar House, 150 Strand, London WC2R 1JA",In kind,"Flights (£1411.48), accommodation (£800) and meals (£500) for me and a staff member",2711.48,False,https://interests-api.parliament.uk/api/v1/Interests/10759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10742,International visit to France between 07 September 2024 and 09 September 2024,,2024-09-18,2024-09-18,,Visits outside the UK,5222,Tom Rutland,France,Paris,Attending the Paris 2024 Paralympic Games,2024-09-07,2024-09-09,,Channel 4,False,"Channel 4, 124 Horseferry Road, London SW1P 2TX",In kind,"Accommodation (£840), meal (£25), two para table tennis tickets (£70), two wheelchair basketball tickets (£200), two para canoe tickets (£80) two Paralympics closing ceremony tickets (£1000)",2215,False,https://interests-api.parliament.uk/api/v1/Interests/10742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10721,International visit to United States between 19 August 2024 and 22 August 2024,,2024-09-16,2024-09-16,,Visits outside the UK,5333,Lucy Rigby,United States,Chicago,To attend the Democratic National Congress,2024-08-19,2024-08-22,,Progressive Policy Institute,False,"Progressive Policy Institute, 1919 M Street NW, Ste 300, Washington, DC 20036 USA",In kind,"Flights, accommodation, some meals, entry to Democratic National Congress",2934.89,True,https://interests-api.parliament.uk/api/v1/Interests/10721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10422,International visit to Taiwan between 27 July 2024 and 31 July 2024,,2024-08-13,2024-09-02,,Visits outside the UK,4267,Sarah Champion,Taiwan,,Inter-Parliamentary Alliance on China Taipei Summit,2024-07-27,2024-07-31,,MOFA Taiwan,False,"50 Grosvenor Gardens, London SW1W 0EB",In kind,"Flights (£5,530), hotel (approx. £551),  local transportation (approx £31) and food (approx. £246)",6358,True,https://interests-api.parliament.uk/api/v1/Interests/10422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10426,International visit to Taiwan between 27 July 2024 and 31 July 2024,,2024-08-13,2024-09-02,,Visits outside the UK,152,Sir Iain Duncan Smith,Taiwan,Taipei,"To attend the annual summit of the Inter-Parliamentary Alliance on China from 28 to 31 of July, to discuss the importance of peace and stability in the Indo-Pacific to domestic prosperity.",2024-07-27,2024-07-31,,"Ministry of Foreign Affairs, Taiwan",False,"No. 2, Ketagalan Blvd, Zhongzheng District, Taipei City, Taiwan",In kind,"Flights, hotel, meals and local transportation",6357.69,True,https://interests-api.parliament.uk/api/v1/Interests/10426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10447,International visit to Taiwan between 24 July 2024 and 31 July 2024,,2024-08-14,2024-09-02,,Visits outside the UK,4403,Chris Law,Taiwan,,"To attended the annual summit of the Inter-Parliamentary Alliance on China from 28 to 31 of July, to discuss the importance of peace and stability in the Indo-Pacific to domestic prosperity. The visit included a day organised by the Ministry of Foreign Affairs, Taiwan, who met flight, accommodation, meal and transportation costs",2024-07-24,2024-07-31,,"Ministry of Foreign Affairs, Taiwan",False,"No 2, Ketagalan Blvd, Zhongzheng District, Taipei City, Taiwan",In kind,"Flights: (TWD 226,700/£5462.65), accommodation: (TWD 7623 per night, TWD 22,869 in total/ £551.06), meals: (TWD 10,200/£245.78) and local transportation: (TWD 1,280/£30.84)
Grand Total: TWD 261,049 / GBP 6290.34 (Rate 1 GBP = 41.5 TWD)",6290.34,True,https://interests-api.parliament.uk/api/v1/Interests/10447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9892,International visit to United States between 14 January 2024 and 19 January 2024,,2024-08-03,2024-08-04,,Visits outside the UK,5039,Kanishka Narayan,United States,,Comparative policy analysis between the UK and US,2024-01-14,2024-01-19,,Progressive Policy Institute,False,"1919 M Street, Northwest Suite 300, Washington DC 20036, United States of America",In kind,"flights, accommodation and meals",7856,True,https://interests-api.parliament.uk/api/v1/Interests/9892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9305,International visit to United States between 14 January 2024 and 19 January 2024,,2024-08-02,2024-08-04,,Visits outside the UK,5333,Lucy Rigby,United States,,Comparative policy analysis between the UK and the US,2024-01-14,2024-01-19,,Progressive Policy Institute,False,"1919 M Street NW, Suite 300, Washington DC 20036 USA",In kind,"flights, accommodation and meals",7856,True,https://interests-api.parliament.uk/api/v1/Interests/9305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8931,International visit to Belgium between 16 April 2024 and 17 April 2024,,2024-08-04,2024-08-04,,Visits outside the UK,5091,Nigel Farage,Belgium,,To speak at a conference,2024-04-16,2024-04-17,,George Cottrell,True,,In kind,Return travel and accommodation for Mr Farage and one staffer and security provision,9253.6,False,https://interests-api.parliament.uk/api/v1/Interests/8931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9159,International visit to United States between 14 January 2024 and 19 January 2024,,2024-08-01,2024-08-04,,Visits outside the UK,5114,Kirsty McNeill,United States,,"Comparative policy analysis between the UK and US, co-organised by Progressive Britain",2024-01-14,2024-01-19,,Progressive Policy Institute,False,"1919 M Street Northwest, Suite 300 Washington DC, 20036 USA",In kind,"Flights, accommodation and meals",7856,True,https://interests-api.parliament.uk/api/v1/Interests/9159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10176,International visit to United States between 14 January 2024 and 19 January 2024,,2024-08-04,2024-08-04,,Visits outside the UK,5213,Dr Zubir Ahmed,United States,,Comparative policy analysis between the UK and USA.,2024-01-14,2024-01-19,,Progressive Policy Institute,False,"1919 M Street Northwest, Suite 300, Washington DC 20036 United States",In kind,"Flights, accommodation and meals",7856,True,https://interests-api.parliament.uk/api/v1/Interests/10176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9438,International visit to France between 11 March 2024 and 14 March 2024,,2024-08-02,2024-08-04,,Visits outside the UK,5271,Satvir Kaur,France,,Attended in my role as Chair of LGA City Regions Board.,2024-03-11,2024-03-14,,MIPIM (RX Global),False,"125 London Wall, Barbican, London EC2Y 5AJ",In kind,conference pass and accommodation,2050,True,https://interests-api.parliament.uk/api/v1/Interests/9438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9331,International visit to Germany between 23 July 2024 and 25 July 2024,,2024-08-02,2024-08-04,,Visits outside the UK,1512,David Mundell,Germany,,Attending AIDS 2024 Conference,2024-07-23,2024-07-25,,StopAids,False,"167-169 Great Portland Street, 5th Floor, London W1W 5PF",In kind,Day Pass to AIDS 2024 Conference (USD 595),467.11,True,https://interests-api.parliament.uk/api/v1/Interests/9331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10168,International visit to United States between 17 July 2024 and 19 July 2024,,2024-08-04,2024-08-04,,Visits outside the UK,5091,Nigel Farage,United States,,To support a friend who was almost killed and to represent Clacton on the world stage.,2024-07-17,2024-07-19,,Mr Christopher Harborne,True,,In kind,Flights and accommodation for me and one staffer,32836,False,https://interests-api.parliament.uk/api/v1/Interests/10168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9473,International visit to Israel between 12 February 2024 and 15 February 2024,,2024-08-02,2024-08-04,,Visits outside the UK,5285,Katie Lam,Israel,,Fact finding political delegation,2024-02-12,2024-02-15,,Conservative Friends of Israel Ltd (CFI Ltd),False,"CFI Ltd, PO Box 72288, London SW1P 9LB",In kind,"flights, accommodation and hospitality",2650,True,https://interests-api.parliament.uk/api/v1/Interests/9473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8856,International visit to Ireland between 09 February 2024 and 12 February 2024,,2024-08-01,2024-08-04,,Visits outside the UK,5318,Olly Glover,Ireland,"Ballyportry Castle, near Ennis",Holiday,2024-02-09,2024-02-12,,Tom Howat,True,,In kind,Accommodation (£376.50),376.5,True,https://interests-api.parliament.uk/api/v1/Interests/8856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9427,International visit to United States between 14 January 2024 and 21 January 2024,,2024-08-02,2024-08-04,,Visits outside the UK,5271,Satvir Kaur,United States,,Comparative policy analysis between the UK and US,2024-01-14,2024-01-21,,Progressive Policy Institute,False,"1919 M Street, Northwest Suite, 300 Washington DC 20036, United States",In kind,"flights, accommodation and meals",7856,True,https://interests-api.parliament.uk/api/v1/Interests/9427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9496,International visit to Cyprus between 08 February 2024 and 11 February 2024,,2024-08-02,2024-08-04,,Visits outside the UK,5347,David Reed,Cyprus,Northern Cyprus,"Parliamentary fact-finding delegation to learn about the political system, history, culture, and economy in Northern Cyprus.",2024-02-08,2024-02-11,,The Turkish Cypriot Chamber of Commerce,False,"90 Bedrettin Demirel Caddesi Yenişehir, Lefkoşa",In kind,"Flights: £500 (Cyprus Premier)
Accommodation (for three nights): £300 (The Arkin Group)
Subsistence (across three days): £350 (The Turkish Cypriot Chamber of Commerce, the British Residents Society, Turkish Airlines).
Total: £1,150",1150,True,https://interests-api.parliament.uk/api/v1/Interests/9496,Cyprus Premier,False,"239-241 Kennington Ln, London SE11 5QU",In kind,"Flights: £500 (Cyprus Premier)
Accommodation (for three nights): £300 (The Arkin Group)
Subsistence (across three days): £350 (The Turkish Cypriot Chamber of Commerce, the British Residents Society, Turkish Airlines).
Total: £1,150",1150,True,The Arkin Group,False,"P.O. Box : 309 Girne- Kıbrıs, 99300",In kind,"Flights: £500 (Cyprus Premier)
Accommodation (for three nights): £300 (The Arkin Group)
Subsistence (across three days): £350 (The Turkish Cypriot Chamber of Commerce, the British Residents Society, Turkish Airlines).
Total: £1,150",1150,True,,,,,The British Residents Society,False,"Mustafa Cagatay Avenue, Girne",In kind,"Flights: £500 (Cyprus Premier)
Accommodation (for three nights): £300 (The Arkin Group)
Subsistence (across three days): £350 (The Turkish Cypriot Chamber of Commerce, the British Residents Society, Turkish Airlines).
Total: £1,150",1150,True,Turkish Airlines,False,"Istanbul Atatürk Airport, Yeşilköy, Bakırköy, Istanbul, Türkiye",In kind,"Flights: £500 (Cyprus Premier)
Accommodation (for three nights): £300 (The Arkin Group)
Subsistence (across three days): £350 (The Turkish Cypriot Chamber of Commerce, the British Residents Society, Turkish Airlines).
Total: £1,150",1150,True
9826,International visit to Germany between 09 May 2024 and 12 May 2024,,2024-08-04,2024-08-04,,Visits outside the UK,5161,Richard Tice,Germany,,Speak and research,2024-05-09,2024-05-12,,Le Cercle,False,"85 Gt Portland St
London W1W 7LT",In kind,"Flights (£300), accommodation (£300) and meals (£200)",800,True,https://interests-api.parliament.uk/api/v1/Interests/9826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8852,International visit to Croatia between 08 September 2023 and 13 September 2023,,2024-08-01,2024-08-04,,Visits outside the UK,5318,Olly Glover,Croatia,Split,Holiday with friends. The dates are for this specific aspect which was funded by another person. It was part of a wider holiday and I covered remaining costs.,2023-09-08,2023-09-13,,Tom Howat,True,,In kind,"Accommodation, meals and a boat trip",442.54,True,https://interests-api.parliament.uk/api/v1/Interests/8852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8516,International visit to China between 19 March 2024 and 23 March 2024,,2024-07-31,2024-08-04,,Visits outside the UK,249,Sir Geoffrey Clifton-Brown,China,Beijing,Engagements with British business and other connected meetings,2024-03-19,2024-03-23,As part of a cross party delegation of MPs attending 12th Senior Leader's Forum,All Party Parliamentary China Group,True,,In kind,"flights (£3,064), hotel (£423) and meals (£63)",3855,False,https://interests-api.parliament.uk/api/v1/Interests/8516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9886,International visit to United States between 14 January 2024 and 19 January 2024,,2024-08-03,2024-08-04,,Visits outside the UK,5148,Mr Hamish Falconer,United States,,Comparative policy analysis between the UK and US,2024-01-14,2024-01-19,,Progressive Policy Institute,False,"1919 M St NW, Washington, DC 20036, United States",In kind,"Flight, accommodation, meals",7856,True,https://interests-api.parliament.uk/api/v1/Interests/9886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9928,International visit to Iraq between 16 April 2024 and 21 April 2024,,2024-08-03,2024-08-04,,Visits outside the UK,5148,Mr Hamish Falconer,Iraq,,To deepen my understanding of the circumstances in Iraqi Kurdistan and the role of Iraqi Kurds in trans-national challenges facing the UK,2024-04-16,2024-04-21,,Labour Middle East Council,False,"62 Seymour Grove Old Traffford, Manchester, United Kingdom, M16 0LN",In kind,"Flights, accommodation and meals",1200,True,https://interests-api.parliament.uk/api/v1/Interests/9928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9148,International visit to Jordan between 23 July 2023 and 27 July 2023,,2024-08-02,2024-08-02,,Visits outside the UK,5174,Fred Thomas,Jordan,,"To demonstrate the impact UK Aid has in communities in Jordan and its security role within the region, especially through its refugee programme.",2023-07-23,2023-07-27,,The Gates Foundation,False,"B323, 62 Buckingham Gate, London SW1E 6QW",In kind,"Flight (£1080.41), accommodation (£706.50), meals (£342.17), DBS and Visa (£67.78)",2196.86,True,https://interests-api.parliament.uk/api/v1/Interests/9148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9321,International visit to United States between 14 January 2024 and 19 January 2024,,2024-08-02,2024-08-02,,Visits outside the UK,5266,Mike Tapp,United States,,Policy analysis meetings and comparisons between the UK and US.,2024-01-14,2024-01-19,,Progressive Policy Institute,False,"1919 M Street Northwest, Suite 300, Washington DC, 20036 United States",In kind,"Flights, accommodation and meals",7856,True,https://interests-api.parliament.uk/api/v1/Interests/9321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9015,International visit to Jordan between 23 July 2023 and 27 July 2024,,2024-08-01,2024-08-01,,Visits outside the UK,5192,Helena Dollimore,Jordan,Amman and Zaatari refugee camp,"Visit to Jordan hosted by Gates Foundation via the Coalition for Global Prosperity to demonstrate the impact UK Aid has in communities in Jordan and its security role within the region, especially through its refugee programme.",2023-07-23,2024-07-27,,Gates Foundation via the Coalition for Global Prosperity,False,"B323, 62 Buckingham Gate, London SW1E 6QW",In kind,"Hotel, flights and meals",2196.86,True,https://interests-api.parliament.uk/api/v1/Interests/9015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8704,International visit to Sri Lanka between 04 March 2024 and 09 March 2024,,2024-07-31,2024-07-31,,Visits outside the UK,5108,Sam Rushworth,Sri Lanka,Colombo and Jafna,Visits to UK Aid funded projects (including British Council and Halo Trust's de-landmine operations) and meetings with political leaders from multiple parties.,2024-03-04,2024-03-09,,Coalition for Global Prosperity,False,"Coalition for Global Prosperity, 1 Horse Guards Ave, London SW1A 2HU",In kind,"Flights & Transport (£2054.01), Accommodation (£1028.05), Meals and Subsistence (£241.02)",3323.48,True,https://interests-api.parliament.uk/api/v1/Interests/8704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8569,International visit to Israel between 03 September 2023 and 07 September 2023,,2024-07-31,2024-07-31,,Visits outside the UK,5339,Danny Beales,Israel,,"Fact-finding visit to meet with Israeli and Palestinian politicians, academics, activists, charity workers and diplomats.",2023-09-03,2023-09-07,,Labour Friends of Israel,False,"BM LFI, London WC1N 3XX",In kind,"Flights, accommodation, transport and meals",2200,True,https://interests-api.parliament.uk/api/v1/Interests/8569,,,,,,,,,,,,,,,Palestine,,,,,,,,,,,,,,,,,
8138,International visit to Israel between 09 July 2023 and 13 July 2023,,2024-07-30,2024-07-30,,Visits outside the UK,5202,Jessica Toale,Israel,,"Fact-finding visit to Israel and the Occupied Palestinian Territories. Meetings with Israeli and Palestinian politicians, academics, activists and diplomats.",2023-07-09,2023-07-13,,Labour Friends of Israel,False,"BM LFI, London, WC1N 3XX",In kind,"Flights, accommodation and meals",1950,True,https://interests-api.parliament.uk/api/v1/Interests/8138,,,,,,,,,,,,,,,Palestine,,,,,,,,,,,,,,,,,
7565,International visit to Kenya between 10 February 2024 and 15 February 2024,,2024-07-26,2024-07-30,,Visits outside the UK,5064,Steve Race,Kenya,,"To see the impact of UK overseas development in treating and preventing malnutrition, and the work of national and regional government, civil society, health workers, local businesses and communities in tackling malnutrition.",2024-02-10,2024-02-15,,United Against Malnutrition and Hunger,False,"8 St Thomas Street, London SE1 9RS",In kind,"Flights (£950)
Accommodation (£800)
Travel medication (£300)
Food, visa, transport, and in-country expenses (£125)",2175,True,https://interests-api.parliament.uk/api/v1/Interests/7565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8265,International visit to United States between 07 July 2024 and 10 July 2024,,2024-07-30,2024-07-30,,Visits outside the UK,4475,Suella Braverman,United States,Washington DC,Give a speech,2024-07-07,2024-07-10,,Edmund Burke Foundation Inc,False,"600 Pennsylvania Avenue, SE STE 220, Washington, DC 20003-4375",In kind,"Return flights (£5661.79), accommodation (£485.50), transfers (£259.12) and meals (approx £100)",6506.41,True,https://interests-api.parliament.uk/api/v1/Interests/8265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7188,International visit to Kenya between 10 February 2024 and 15 February 2024,,2024-07-29,2024-07-30,,Visits outside the UK,5299,Monica Harding,Kenya,,"To see first hand the impact of UK overseas development assistance in treating and preventing malnutrition, and the work of national and regional government, civil society, health workers, local businesses and local communities in tackling malnutrition, including UNICEF.",2024-02-10,2024-02-15,,United Against Malnutrition and Hunger,False,"8 St Thomas Street, London SE1 9RS",In kind,"Flights £950
Accommodation £800
Travel medication £300
Food, visa, transport and in-country expenses £125",2175,True,https://interests-api.parliament.uk/api/v1/Interests/7188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7365,International visit to Israel between 09 July 2023 and 13 July 2023,,2024-07-29,2024-07-30,,Visits outside the UK,5051,Kevin Bonavia,Israel,,To get a better understanding of the political situation in Israel and Palestine,2023-07-09,2023-07-13,,Labour Friends of Israel,False,"BM LFI, London WC1N 3XX",In kind,"Flights, accommodation and meals",1950,True,https://interests-api.parliament.uk/api/v1/Interests/7365,,,,,,,,,,,,,,,Palestine,,,,,,,,,,,,,,,,,
7220,International visit to Italy between 16 April 2024 and 18 April 2024,,2024-07-29,2024-07-29,,Visits outside the UK,632,Mr Douglas Alexander,Italy,,Conference,2024-04-16,2024-04-18,,Global Leaders in Law,False,"10 Queen Street Place, London EC4R 1AG",Monetary,"Travel allowance (£500.00) and hotel accommodation, estimate of probable value (£2000).",2500,True,https://interests-api.parliament.uk/api/v1/Interests/7220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7351,International visit to Palestine between 09 July 2023 and 13 July 2023,,2024-07-24,2024-07-24,,Visits outside the UK,5266,Mike Tapp,Palestine,,"Fact finding visit to Israel and Palestine. Meeting with Israeli and Palestinian politicians, academics, activists and diplomats.",2023-07-09,2023-07-13,,Labour Friends of Israel,False,"BM LFI, London WC1N 3XX",In kind,"Flights, accommodation and meals",1950,True,https://interests-api.parliament.uk/api/v1/Interests/7351,,,,,,,,,,,,,,,Israel,,,,,,,,,,,,,,,,,
7149,International visit to Israel between 12 February 2024 and 16 February 2024,,2024-07-24,2024-07-24,,Visits outside the UK,5089,Ben Obese-Jecty,Israel,,Fact finding political delegation,2024-02-12,2024-02-16,,Conservative Friends of Israel Ltd (CFI Ltd),False,"CFI Ltd, PO Box 72288, London SW1P 9LB",In kind,"Air travel, accommodation and hospitality",2650,True,https://interests-api.parliament.uk/api/v1/Interests/7149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7219,International visit to Israel between 03 September 2023 and 07 September 2023,,2024-07-24,2024-07-24,,Visits outside the UK,4673,Jo Platt,Israel,Palestine,"Fact finding visit. Meeting with Israeli and Palestinian politicians, academics, activists and diplomats",2023-09-03,2023-09-07,,Labour Friends of Israel,False,"BM LFI, London WC1N 3XX",In kind,"Flights, accommodation and meals",2200,True,https://interests-api.parliament.uk/api/v1/Interests/7219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6578,International visit to Israel between 03 September 2023 and 07 September 2023,,2024-07-18,2024-07-19,,Visits outside the UK,5275,Graeme Downie,Israel,,"Fact-finding visit. Meeting with Israeli and Palestinian politicians, academics, activists and diplomats.",2023-09-03,2023-09-07,,Labour Friends of Israel,False,"BM LFI, London WC1N 3XX",In kind,"Flights, accommodation and meals",2200,True,https://interests-api.parliament.uk/api/v1/Interests/6578,,,,,,,,,,,,,,,Palestine,,,,,,,,,,,,,,,,,
6692,International visit to Israel between 09 July 2023 and 13 July 2023,,2024-07-19,2024-07-19,,Visits outside the UK,5115,Jon Pearce,Israel,,"Fact finding visit to Israel and the Palestinian territories. Meetings with Israeli and Palestinian politicians, academics, activists and diplomats.",2023-07-09,2023-07-13,,Labour Friends of Israel,False,BM LFI London WC1N 3XX,In kind,"Flights, accommodation and meals",1950,True,https://interests-api.parliament.uk/api/v1/Interests/6692,,,,,,,,,,,,,,,Palestine,,,,,,,,,,,,,,,,,
6575,International visit to Israel between 03 September 2023 and 07 September 2023,,2024-07-17,2024-07-18,,Visits outside the UK,4464,Melanie Onn,Israel,,"Fact finding visit. Meeting with Israeli and Palestinian politicians, academics, activists and diplomats.",2023-09-03,2023-09-07,,Labour Friends of Israel,False,"BM LFI, London WC1N 3XX",In kind,"Flights, hotel and meals",2200,True,https://interests-api.parliament.uk/api/v1/Interests/6575,,,,,,,,,,,,,,,Palestine,,,,,,,,,,,,,,,,,
6524,International visit to Taiwan between 07 May 2024 and 17 July 2024,,2024-07-17,2024-07-17,,Visits outside the UK,4267,Sarah Champion,Taiwan,,Inauguration of the President,2024-05-07,2024-07-17,,MOFA Taiwan,False,"50 Grosvenor Gardens, London SW1W 0EB",In kind,"Flights (£4,210), Hotel (approx. £850)
Local transportation (high speed railway only) (approx. £70) and food (approx. £340)",5470,True,https://interests-api.parliament.uk/api/v1/Interests/6524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6514,International visit to Israel between 24 March 2024 and 28 March 2024,,2024-07-17,2024-07-17,,Visits outside the UK,5316,Mike Reader,Israel,Israel and Palestine,"Fact finding visit including meetings with Palestinian authorities, Opposition parties, Journalists and NGOs.",2024-03-24,2024-03-28,,Labour Friends of Israel,False,"BM LFI, London WC1N 3XX",In kind,"Flights, accommodation and meals",2400,True,https://interests-api.parliament.uk/api/v1/Interests/6514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6475,International visit to Israel between 12 February 2024 and 16 February 2024,,2024-07-16,2024-07-17,,Visits outside the UK,5186,Bradley Thomas,Israel,,Fact finding political delegation,2024-02-12,2024-02-16,,Conservative Friends of Israel (CFI Ltd),False,"CFI Ltd, PO Box 72288, London SW1P 9LB",In kind,"Air travel, accommodation and hospitality",2650,True,https://interests-api.parliament.uk/api/v1/Interests/6475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6521,International visit to Israel between 03 September 2023 and 07 September 2023,,2024-07-17,2024-07-17,,Visits outside the UK,5082,Jake Richards,Israel,,"Fact-finding visit. Meeting with Israeli and Palestinian politicians, activists, academics, and diplomats.",2023-09-03,2023-09-07,,Labour Friends of Israel,False,"BM LFI, London WC1N 3XX",In kind,"Flights, accommodation, and meals",2200,True,https://interests-api.parliament.uk/api/v1/Interests/6521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6473,International visit to Israel between 03 September 2023 and 07 September 2023,,2024-07-16,2024-07-17,,Visits outside the UK,5282,Dan Tomlinson,Israel,,"Meeting with Israeli and Palestinian politicians, academics, activists and diplomats.",2023-09-03,2023-09-07,,Labour Friends of Israel,False,"BM LFI, London, WC1N 3XX",In kind,"Flights, accommodation, meals",2200,True,https://interests-api.parliament.uk/api/v1/Interests/6473,,,,,,,,,,,,,,,Palestine,,,,,,,,,,,,,,,,,
6257,International visit to Israel between 24 March 2024 and 28 March 2024,,2024-07-15,2024-07-16,,Visits outside the UK,5162,Matthew Patrick,Israel,,"Fact-finding visit. Meeting with Israeli and Palestinian politicians, academics, activists and diplomats.",2024-03-24,2024-03-28,,Labour Friends of Israel,False,"BM LFI, London WC1N 3XX",In kind,"Flights, accommodation and meals",2400,True,https://interests-api.parliament.uk/api/v1/Interests/6257,,,,,,,,,,,,,,,Palestine,,,,,,,,,,,,,,,,,
6119,International visit to Singapore between 06 May 2024 and 10 May 2024,,2024-07-11,2024-07-11,,Visits outside the UK,4631,Sarah Jones,Singapore,,"To inform my work as Shadow Industry Minister to meet with political counterparts, officials and skills and industry leaders.",2024-05-06,2024-05-10,,Lord David Sainsbury,True,,In kind,"Estimate of flights (£3,644.78), accommodation (£1,144.90), transport and additional travel expenses (£508.49) for both Member and staff",5298.17,False,https://interests-api.parliament.uk/api/v1/Interests/6119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5968,International visit to Ethiopia between 12 May 2024 and 16 May 2024,,2024-07-09,2024-07-11,,Visits outside the UK,4638,Mr Tanmanjeet Singh Dhesi,Ethiopia,,"To visit Ethiopia as Vice-Chair of the All-Party Parliamentary Group on Malaria and Neglected Tropical Diseases, to see first-hand the impact of malaria and neglected tropical diseases on local communities and the work of governments, civil society, health workers, academic and research institutions, and local communities in tackling these diseases.",2024-05-12,2024-05-16,All-Party Parliamentary Group on Malaria and Neglected Tropical Diseases,All-Party Parliamentary Group on Malaria and Neglected Tropical Diseases,False,"All-Party Parliamentary Group on Malaria and Neglected Tropical Diseases c/o Malaria No More UK, Millbank Tower, 21-24 Millbank, London SW1P 4QP",In kind,"Flights (£890), Visa (£60), Accommodation (£405), Travel medication (£65), Parking – (£175), Food and in-country expenses (£245)",1840,True,https://interests-api.parliament.uk/api/v1/Interests/5968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
