ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,JobTitle,StartDate,EndDate,IsUntilFurtherNotice,PayerName,PayerIsPrivateIndividual,IsPaidAsDirectorOfPayer,PayerNatureOfBusiness,PayerPublicAddress,HasSoughtAcobaAdvice,Link_1
7333,,Senior Parliamentary Assistant - John Spellar MP - IPSA,2024-08-02,2024-08-02,,Employment and earnings,Mike Tapp,5266,Senior Parliamentary Assistant - John Spellar MP,,05/07/2024,True,IPSA,False,False,,"85 Strand, Marylebone WC2R 0DW",,https://interests-api.parliament.uk/api/v1/Interests/7333
7633,,Local Authority Councillor - Derby City Council,2024-08-02,2024-08-02,,Employment and earnings,Baggy Shanker,5176,Local Authority Councillor,04/05/2008,,False,Derby City Council,False,False,Local Authority,"Council House, Corporation Street, Derby DE1 2FS",,https://interests-api.parliament.uk/api/v1/Interests/7633
7629,,Project Manager - Rolls-Royce Civil Aerospace,2024-08-02,2024-08-02,,Employment and earnings,Baggy Shanker,5176,Project Manager,,30/06/2024,True,Rolls-Royce Civil Aerospace,False,False,,"Victory Road, Derby DE24 9HX",,https://interests-api.parliament.uk/api/v1/Interests/7629
8008,,Project manager - The Zone Initiative Limited,2024-08-02,2024-08-02,,Employment and earnings,Elaine Stewart,5206,Project manager,,05/07/2024,True,The Zone Initiative Limited,False,False,Local charity for children and young people,"12 High Main Street, Dalmellington KA67QN",,https://interests-api.parliament.uk/api/v1/Interests/8008
6378,,Solicitor - DAC Beachcroft LLP,2024-08-02,2024-08-02,,Employment and earnings,Alex McIntyre,5349,Solicitor,,04/07/2024,True,DAC Beachcroft LLP,False,False,Solicitors Firm,"The Walbrook Building, 25 Walbrook, London EC4N 8AF",,https://interests-api.parliament.uk/api/v1/Interests/6378
6764,,Elected county councillor - Oxfordshire County Council,2024-08-02,2024-08-02,,Employment and earnings,Calum Miller,5346,Elected county councillor,,,False,Oxfordshire County Council,False,False,,"New Road, Oxford OX1 1ND",,https://interests-api.parliament.uk/api/v1/Interests/6764
6030,,Councillor - Stockport Metropolitan Borough Council,2024-08-01,2024-08-01,,Employment and earnings,Lisa Smart,5070,Councillor,,,False,Stockport Metropolitan Borough Council,False,False,,"Edward Street, Stockport SK1 3UR",,https://interests-api.parliament.uk/api/v1/Interests/6030
6848,,District Councillor - West Oxfordshire District Council,2024-08-01,2024-08-01,,Employment and earnings,Charlie Maynard,5325,District Councillor,,,False,West Oxfordshire District Council,False,False,District Council,"Wood Green, Witney, Oxon, OX28 1NB",,https://interests-api.parliament.uk/api/v1/Interests/6848
6258,,Director - Gisborne Ltd,2024-08-01,2024-08-01,,Employment and earnings,Alison Griffiths,5203,Director,,,False,Gisborne Ltd,True,True,"Strategy and Marketing Consulting, Technology Sector",,,https://interests-api.parliament.uk/api/v1/Interests/6258
6152,,Councillor - Mid Sussex District Council,2024-08-01,2024-08-01,,Employment and earnings,Alison Bennett,5283,Councillor,,,False,Mid Sussex District Council,False,False,,"Oaklands Rd, Haywards Heath RH16 1SS",,https://interests-api.parliament.uk/api/v1/Interests/6152
6584,,District Councillor - Stratford-on-Avon District Council,2024-08-01,2024-08-01,,Employment and earnings,Manuela Perteghella,5122,District Councillor,,,False,Stratford-on-Avon District Council,False,False,local authority,Elizabeth House Church Street Stratford upon Avon CV37 6HX,,https://interests-api.parliament.uk/api/v1/Interests/6584
6167,,Councillor - East Sussex County Council,2024-08-01,2024-08-01,,Employment and earnings,James MacCleary,5265,Councillor,,01/05/2025,True,East Sussex County Council,False,False,,"County Hall, Lewes, BN7 1UE",,https://interests-api.parliament.uk/api/v1/Interests/6167
8176,,Councillor - Colchester City Council,2024-07-30,2024-08-01,,Employment and earnings,Pam Cox,5042,Councillor,,,False,Colchester City Council,False,False,Local Authority,"Rowan House, Sheepen Road, Colchester CO3 3WG",,https://interests-api.parliament.uk/api/v1/Interests/8176
7413,,Executive Director - International Rescue Committee UK,2024-08-01,2024-08-01,,Employment and earnings,Laura Kyrke-Smith,5341,Executive Director,,05/07/2024,True,International Rescue Committee UK,False,True,,"100 Wood Street, London EC2V 7AN",,https://interests-api.parliament.uk/api/v1/Interests/7413
8577,,"Vice Chair, London Councils Transport & Environment Committee - London Councils",2024-08-01,2024-08-01,,Employment and earnings,Deirdre Costigan,5075,"Vice Chair, London Councils Transport & Environment Committee",,18/07/2024,True,London Councils,False,False,,"59½ Southwark Street, London, SE1 0AL",,https://interests-api.parliament.uk/api/v1/Interests/8577
6581,,Associate Lecturer - The Open University,2024-08-01,2024-08-01,,Employment and earnings,Manuela Perteghella,5122,Associate Lecturer,,23/08/2024,True,The Open University,False,False,"University, higher education institution","Walton Hall, Milton Keynes MK7 6AA",,https://interests-api.parliament.uk/api/v1/Interests/6581
6655,,Principal Consultant - AtkinsRéalis,2024-08-01,2024-08-01,,Employment and earnings,Olly Glover,5318,Principal Consultant,,25/07/2024,True,AtkinsRéalis,False,False,"Multi-national engineering, services, and consultancy firm","Woodcote Grove, Ashley Road, Epsom, Surrey KT18 5BW",,https://interests-api.parliament.uk/api/v1/Interests/6655
7072,,Governance Advisor - Dementia UK,2024-08-01,2024-08-01,,Employment and earnings,Joe Robertson,5255,Governance Advisor,,05/07/2024,True,Dementia UK,False,False,UK Charity,"1 Aldgate, London EC3N 1RE",,https://interests-api.parliament.uk/api/v1/Interests/7072
6588,,Director and employee - Environmental Policy Consulting,2024-08-01,2024-08-01,,Employment and earnings,Manuela Perteghella,5122,Director and employee,,08/07/2024,True,Environmental Policy Consulting,False,True,consultancy on environmental policy,"29 Wood Street, Stratford-Upon-Avon, Warwickshire CV37 6JG",,https://interests-api.parliament.uk/api/v1/Interests/6588
8956,,Councillor allowance - Medway Council,2024-08-01,2024-08-01,,Employment and earnings,Lauren Edwards,5298,Councillor allowance,,,False,Medway Council,False,False,Unitary Local Authority,"Gun Wharf, Dock Road, Chatham, ME4 4TR",,https://interests-api.parliament.uk/api/v1/Interests/8956
6428,,Local Authority Councillor - Glasgow City Council,2024-08-01,2024-08-01,,Employment and earnings,Patricia Ferguson,5190,Local Authority Councillor,,,False,Glasgow City Council,False,False,,"City Chamber, George Square, Glasgow G2 1DU",,https://interests-api.parliament.uk/api/v1/Interests/6428
6994,,Columnist - Daily Telegraph,2024-08-01,2024-08-01,,Employment and earnings,Nick Timothy,5062,Columnist,,,False,Daily Telegraph,False,False,National newspaper,111 Buckingham Palace Road SW1W 0DT,,https://interests-api.parliament.uk/api/v1/Interests/6994
9025,,Senior Manager at Tech Firm - McKenzie Intelligence Services,2024-08-01,2024-08-01,,Employment and earnings,Louise Jones,5258,Senior Manager at Tech Firm,,30/06/2024,True,McKenzie Intelligence Services,False,False,Insurtech analysing the impact of natural disasters,"29 Throgmorton Street, London EC2N 2AT",,https://interests-api.parliament.uk/api/v1/Interests/9025
6275,,Company Director - Smart Vet Ltd (trading as Pet People),2024-07-31,2024-07-31,,Employment and earnings,Aphra Brandreth,5241,Company Director,,,False,Smart Vet Ltd (trading as Pet People),False,True,Veterinary Clinics,"Central House, 124 High Street, Hampton Hill TW12 1NS",,https://interests-api.parliament.uk/api/v1/Interests/6275
6012,,Employment - Joseph Rowntree Foundation,2024-07-31,2024-07-31,,Employment and earnings,Dan Tomlinson,5282,Employment,,06/07/2024,True,Joseph Rowntree Foundation,False,False,,"40 Water End, York YO30 6WP",,https://interests-api.parliament.uk/api/v1/Interests/6012
8300,,Director - Sask Optics Ltd,2024-07-31,2024-07-31,,Employment and earnings,Shockat Adam,5120,Director,,,False,Sask Optics Ltd,False,True,Chain of Optometry Practices,"T03 The Atkins Building, Lower Bond Street, Hinckley, Leicestershire LE10 1QU",,https://interests-api.parliament.uk/api/v1/Interests/8300
6468,,Compliance Officer - London Stock Exchange Group,2024-07-31,2024-07-31,,Employment and earnings,Blake Stephenson,5100,Compliance Officer,,05/07/2024,True,London Stock Exchange Group,False,False,,"10 Paternoster Square, London EC4M 7LS",,https://interests-api.parliament.uk/api/v1/Interests/6468
6736,,Provost and Councillor - West Dunbartonshire,2024-07-31,2024-07-31,,Employment and earnings,Douglas McAllister,5057,Provost and Councillor,,,False,West Dunbartonshire,False,False,,"Church St, Dumbarton G82 1QL",,https://interests-api.parliament.uk/api/v1/Interests/6736
7897,,Councillor - Chelmsford City Council,2024-07-31,2024-07-31,,Employment and earnings,Marie Goldman,5073,Councillor,,,False,Chelmsford City Council,False,False,Chelmsford City Council,"Civic Centre, Duke Street, Chelmsford CM1 1JE",,https://interests-api.parliament.uk/api/v1/Interests/7897
7173,,Project Manager - Hertfordshire County Council,2024-07-31,2024-07-31,,Employment and earnings,Matt Turmaine,5130,Project Manager,,31/07/2024,True,Hertfordshire County Council,False,False,,"County Hall, Pegs Lane, Hertford, Hertfordshire SG13 8DF",False,https://interests-api.parliament.uk/api/v1/Interests/7173
6359,,"Ward Councillor, Herefordshire Council - Herefordshire Council",2024-07-31,2024-07-31,,Employment and earnings,Ellie Chowns,5249,"Ward Councillor, Herefordshire Council",,,False,Herefordshire Council,False,False,,"Plough Lane, Hereford HR4 0LE",,https://interests-api.parliament.uk/api/v1/Interests/6359
8187,,Central Bedfordshire Councillor - Central Bedfordshire Council,2024-07-31,2024-07-31,,Employment and earnings,Blake Stephenson,5100,Central Bedfordshire Councillor,,,False,Central Bedfordshire Council,False,False,Local Authority,"Priory House, Monks Walk, Chicksands, Bedfordshire SG17 5TQ",,https://interests-api.parliament.uk/api/v1/Interests/8187
3869,,Speaking engagements - Coulthwaite Group Pte Ltd (trading as CWG Speakers),,2024-07-31,2024-05-02,Employment and earnings,Suella Braverman,4475,Speaking engagements,,,False,Coulthwaite Group Pte Ltd (trading as CWG Speakers),False,False,,"21 Woodlands Close, #08- 44, Primz Bizhub Singapore 737854",True,https://interests-api.parliament.uk/api/v1/Interests/3869
8149,,Deputy CEO - Open Government Partnership,2024-07-31,2024-07-31,,Employment and earnings,Joe Powell,5229,Deputy CEO,,04/07/2024,True,Open Government Partnership,False,False,Registered Charity,"1 Horse Guards Avenue, London SW1A 2ER",False,https://interests-api.parliament.uk/api/v1/Interests/8149
6539,,Head of Charity Fundraising - Royal Devon University Healthcare NHS Foundation Trust,2024-07-31,2024-07-31,,Employment and earnings,Ian Roome,5138,Head of Charity Fundraising,,12/07/2024,True,Royal Devon University Healthcare NHS Foundation Trust,False,False,NHS Trust,"Wonford, Barrack Road, Exeter EX2 5DW",,https://interests-api.parliament.uk/api/v1/Interests/6539
6289,,Councillor at Gravesham Borough Council - Gravesham Borough Council,2024-07-31,2024-07-31,,Employment and earnings,Dr Lauren Sullivan,5269,Councillor at Gravesham Borough Council,,,False,Gravesham Borough Council,False,False,,"Civic Centre, Gravesend, Kent DA12 1AU",,https://interests-api.parliament.uk/api/v1/Interests/6289
6662,,Board Member - Loch Lomond and the Trossachs National Park,2024-07-30,2024-07-30,2024-09-14,Employment and earnings,Chris Kane,5155,Board Member,,21/08/2024,True,Loch Lomond and the Trossachs National Park,False,True,,"Carrochan Road, Balloch G63 8EG",,https://interests-api.parliament.uk/api/v1/Interests/6662
6453,,"Political Officer - Union of Shop, Distributive and Allied Workers",2024-07-30,2024-07-30,,Employment and earnings,Michael Wheeler,5242,Political Officer,,08/07/2024,True,"Union of Shop, Distributive and Allied Workers",False,False,Trade Union,"Voyager Building, 2 Furness Quay, Salford Quays M50 3XZ",,https://interests-api.parliament.uk/api/v1/Interests/6453
7935,,Leader of the Labour Group (LGA) - Local Government Association,2024-07-29,2024-07-30,,Employment and earnings,Nesil Caliskan,5180,Leader of the Labour Group (LGA),,04/07/2024,True,Local Government Association,False,True,,"18 Smith Square, Westminster, London SW1P 3HZ",,https://interests-api.parliament.uk/api/v1/Interests/7935
8196,,Trade Union Official - GMB Union,2024-07-30,2024-07-30,,Employment and earnings,Laurence Turner,5234,Trade Union Official,,05/07/2024,True,GMB Union,False,False,,"22 Stephenson Way, London NW1 2HD",,https://interests-api.parliament.uk/api/v1/Interests/8196
8268,,Councillor - Perth and Kinross Council,2024-07-30,2024-07-30,,Employment and earnings,Brian Leishman,5196,Councillor,,,False,Perth and Kinross Council,False,False,Local Government.,"Pullar House, Kinnoull Street, Perth PH1 5GD",,https://interests-api.parliament.uk/api/v1/Interests/8268
8290,,Director of Labour Together - Labour Together,2024-07-30,2024-07-30,,Employment and earnings,Josh Simons,5060,Director of Labour Together,01/10/2022,05/07/2024,True,Labour Together,False,False,a political think tank,"Langley House, Park Road, East Finchley, London N2 8EY",,https://interests-api.parliament.uk/api/v1/Interests/8290
6567,,Partner - Public First,2024-07-30,2024-07-30,,Employment and earnings,Olivia Bailey,5337,Partner,,05/07/2024,True,Public First,False,False,,"20 Victoria Street, London SW1H 0NB",,https://interests-api.parliament.uk/api/v1/Interests/6567
7931,,"Head of Research, Policy and External Relations - Community trade union",2024-07-30,2024-07-30,,Employment and earnings,Kate Dearden,5224,"Head of Research, Policy and External Relations",,05/07/2024,True,Community trade union,False,False,,"465c Caledonian Road, London N7 9GX",,https://interests-api.parliament.uk/api/v1/Interests/7931
6464,,"Senior Researcher - Union of Shop, Distributive and Allied Workers (Usdaw)",2024-07-30,2024-07-30,,Employment and earnings,Mr Connor Rand,5159,Senior Researcher,,08/07/2024,True,"Union of Shop, Distributive and Allied Workers (Usdaw)",False,False,,"Quays, Voyager Building, 2 Furness Quay, Salford M503XZ",False,https://interests-api.parliament.uk/api/v1/Interests/6464
7946,,London Councils Executive Committee Member - London Council,2024-07-29,2024-07-30,,Employment and earnings,Nesil Caliskan,5180,London Councils Executive Committee Member,,04/07/2024,True,London Council,False,False,,"59½ Southwark Street, London SE1 0AL",,https://interests-api.parliament.uk/api/v1/Interests/7946
7158,,Elected Member of East Dunbartonshire Council - East Dunbartonshire Council,2024-07-30,2024-07-30,,Employment and earnings,Susan Murray,5157,Elected Member of East Dunbartonshire Council,,,False,East Dunbartonshire Council,False,False,,"Southbank Marina, 12 Strathkelvin Place, Kirkintilloch, Glasgow, G66 1TJ",,https://interests-api.parliament.uk/api/v1/Interests/7158
8078,,Metro Mayor of the West of England - West of England Mayoral Combined Authority,2024-07-30,2024-07-30,,Employment and earnings,Dan Norris,221,Metro Mayor of the West of England,,,False,West of England Mayoral Combined Authority,False,False,Regional Government,"Rivergate House, 70 Redcliff Street, Redcliff Bristol BS1 6AL",,https://interests-api.parliament.uk/api/v1/Interests/8078
6299,,Employee - Chief Executive - Scottish Fair Trade Forum,2024-07-30,2024-07-30,,Employment and earnings,Martin Rhodes,5251,Employee - Chief Executive,,25/07/2024,True,Scottish Fair Trade Forum,False,False,Registered charity and company limited by guarantee promoting Fair Trade,"Robertson House, 152 Bath Street, Glasgow G2 4TB",,https://interests-api.parliament.uk/api/v1/Interests/6299
7644,,Director - Bank View Solicitors Limited,2024-07-30,2024-07-30,,Employment and earnings,Mr Adnan Hussain,5231,Director,,,False,Bank View Solicitors Limited,False,True,,"Bank View House, 55 Preston New Road, Blackburn",,https://interests-api.parliament.uk/api/v1/Interests/7644
7404,,Professor - University of Essex,2024-07-30,2024-07-30,,Employment and earnings,Pam Cox,5042,Professor,,15/09/2024,True,University of Essex,False,False,,"Wivenhoe Park, Colchester CO4 3SQ",,https://interests-api.parliament.uk/api/v1/Interests/7404
6285,,Post-doctoral researcher - Durham University,2024-07-30,2024-07-30,,Employment and earnings,Peter Swallow,5165,Post-doctoral researcher,,05/07/2024,True,Durham University,False,False,University,"The Palatine Centre, University, Stockton Rd, Durham DH1 3LE",,https://interests-api.parliament.uk/api/v1/Interests/6285
6887,,"County Councillor (and until 29 July 2024, Cabinet Member) - Carmarthenshire County Council",2024-07-30,2024-07-30,,Employment and earnings,Ann Davies,5177,"County Councillor (and until 29 July 2024, Cabinet Member)",,,False,Carmarthenshire County Council,False,False,,"County Hall, Carmarthen SA31 1JP",,https://interests-api.parliament.uk/api/v1/Interests/6887
7521,,City Councillor - Stoke-on-Trent City Council,2024-07-30,2024-07-30,,Employment and earnings,David Williams,5151,City Councillor,,,False,Stoke-on-Trent City Council,False,False,,"Civic Centre, Glebe Street, ST4 1HH",,https://interests-api.parliament.uk/api/v1/Interests/7521
6292,,Senior Associate - Standard Chartered Bank,2024-07-30,2024-07-30,,Employment and earnings,James McMurdock,5361,Senior Associate,,08/07/2024,True,Standard Chartered Bank,False,False,Bank,"1 Basinghall Avenue, London, EC2V 5DD",,https://interests-api.parliament.uk/api/v1/Interests/6292
8060,,Finance Director - Access-The Foundation for Social Investment,2024-07-30,2024-07-30,,Employment and earnings,Chris Coghlan,5198,Finance Director,,04/07/2024,True,Access-The Foundation for Social Investment,False,False,UK registered charity,"8-10 New Fetter Lane, London EC4A 1AZ",,https://interests-api.parliament.uk/api/v1/Interests/8060
6886,,Senior Public Affairs Officer - Prospect trade union,2024-07-30,2024-07-30,,Employment and earnings,Tom Rutland,5222,Senior Public Affairs Officer,,05/07/2024,True,Prospect trade union,False,False,,"100 Rochester Row, London SW1P 1JP",,https://interests-api.parliament.uk/api/v1/Interests/6886
6644,,Humanities Teacher - Endeavour Multi-Academy Trust,2024-07-30,2024-07-30,,Employment and earnings,Tristan Osborne,5220,Humanities Teacher,,09/07/2024,True,Endeavour Multi-Academy Trust,False,False,Education,"Parsons Lane, Wilmington, Kent DA2 7BB",,https://interests-api.parliament.uk/api/v1/Interests/6644
6884,,Member - Berkshire Fire Authority,2024-07-29,2024-07-29,2024-09-02,Employment and earnings,Mr Joshua Reynolds,5343,Member,,23/08/2024,True,Berkshire Fire Authority,False,False,,"Pincents Kiln Industrial Park, Newsham Court, Calcot, Reading RG31 7SD",,https://interests-api.parliament.uk/api/v1/Interests/6884
7883,,Councillor - Cambridge City Council,2024-07-29,2024-07-29,,Employment and earnings,Sam Carling,5308,Councillor,,,False,Cambridge City Council,False,False,,"The Guildhall, Market Square, Cambridge CB2 3QJ",,https://interests-api.parliament.uk/api/v1/Interests/7883
6552,,Local Authority Councillor and Council Leader - Stirling Council,2024-07-29,2024-07-29,,Employment and earnings,Chris Kane,5155,Local Authority Councillor and Council Leader,,,False,Stirling Council,False,False,local authority,"Pitt Terrace, Stirling FK82EJ",,https://interests-api.parliament.uk/api/v1/Interests/6552
6622,,Self employed consultant - Family Rights Group,2024-07-29,2024-07-29,,Employment and earnings,Ms Julie Minns,5094,Self employed consultant,,22/05/2024,True,Family Rights Group,False,False,Charity,"101 Pentonville Road, London N1 9LG",,https://interests-api.parliament.uk/api/v1/Interests/6622
7095,,Head of Adviceline - National Education Union,2024-07-29,2024-07-29,,Employment and earnings,Natalie Fleet,5053,Head of Adviceline,,31/07/2024,True,National Education Union,False,False,,"Hamilton House, Mabledon Place, London WC1H 9BD",,https://interests-api.parliament.uk/api/v1/Interests/7095
6759,,Borough Councillor - Eastleigh Borough Council,2024-07-29,2024-07-29,,Employment and earnings,Liz Jarvis,5040,Borough Councillor,,,False,Eastleigh Borough Council,False,False,Borough Council,"Eastleigh House, Upper Market Street SO50 9YN",,https://interests-api.parliament.uk/api/v1/Interests/6759
6576,,Councillor - North Lanarkshire Council,2024-07-29,2024-07-29,2024-08-31,Employment and earnings,Frank McNally,5183,Councillor,06/08/2024,,False,North Lanarkshire Council,False,False,,"Civic Centre, Windmillhill Street, Motherwell, ML1 1AB",,https://interests-api.parliament.uk/api/v1/Interests/6576
6678,,County Councillor - Oxfordshire County Council,2024-07-29,2024-07-29,,Employment and earnings,Freddie van Mierlo,5296,County Councillor,,,False,Oxfordshire County Council,False,False,,"County Hall, New Road, Oxford OX1 1ND",,https://interests-api.parliament.uk/api/v1/Interests/6678
5991,,Public Affairs Director - Hanbury Strategy,2024-07-29,2024-07-29,,Employment and earnings,Chris Ward,5276,Public Affairs Director,,30/05/2024,True,Hanbury Strategy,False,False,Public Affairs,"2 London Bridge, London SE1 9RA",,https://interests-api.parliament.uk/api/v1/Interests/5991
7732,,District Councillor - Bassetlaw District Council,2024-07-29,2024-07-29,,Employment and earnings,Jo White,5105,District Councillor,,05/07/2024,True,Bassetlaw District Council,False,False,,"Queen's Buildings, Potter Street, Worksop S80 1PH",,https://interests-api.parliament.uk/api/v1/Interests/7732
7748,,Work as a solicitor. - Thompsons Solicitors LLP,2024-07-29,2024-07-29,,Employment and earnings,Warinder Juss,5230,Work as a solicitor.,,,False,Thompsons Solicitors LLP,False,False,,"Congress House, Great Russell Street, London WC1B 3LW",,https://interests-api.parliament.uk/api/v1/Interests/7748
7719,,Partner in law firm - Hausfeld & Co LLP,2024-07-29,2024-07-29,,Employment and earnings,Lucy Rigby,5333,Partner in law firm,,05/07/2024,True,Hausfeld & Co LLP,False,False,Law firm,"12 Gough Square, London EC4A 3DW",,https://interests-api.parliament.uk/api/v1/Interests/7719
7745,,Energy markets transaction advisory. - Pexapark (UK) Limited,2024-07-29,2024-07-29,,Employment and earnings,Jack Rankin,5340,Energy markets transaction advisory.,,,False,Pexapark (UK) Limited,False,False,Renewable energy advisory and software company.,"c/o BDO LLP, 55 Baker Street, London W1U 7EU",,https://interests-api.parliament.uk/api/v1/Interests/7745
7725,,"Councillor, West Lothian Council - West Lothian Council",2024-07-29,2024-07-29,,Employment and earnings,Kirsteen Sullivan,5179,"Councillor, West Lothian Council",,,False,West Lothian Council,False,False,Local government,"Civic Centre, Howden South Rd, Livingston EH54 6FF",,https://interests-api.parliament.uk/api/v1/Interests/7725
8014,,Partner in communications agency - Headland Consultancy,2024-07-29,2024-07-29,,Employment and earnings,Gregor Poynton,5167,Partner in communications agency,,05/07/2024,True,Headland Consultancy,False,False,"Agency supporting clients' financial and corporate communications, public affairs and campaigning.","Cannon Green, 27 Bush Lane, London EC4R 0AA",,https://interests-api.parliament.uk/api/v1/Interests/8014
7653,,Public Affairs Director - Portland,2024-07-29,2024-07-29,,Employment and earnings,Jade Botterill,5236,Public Affairs Director,,05/07/2024,True,Portland,False,False,Communications agency,"Bankside 3, 90 - 100 Southwark Street, London SE1 0SW",,https://interests-api.parliament.uk/api/v1/Interests/7653
7509,,Trade Union Organiser - GMB Union,2024-07-29,2024-07-29,,Employment and earnings,Lola McEvoy,5037,Trade Union Organiser,,05/07/2024,True,GMB Union,False,False,,"St James Business Park, 81 Linwood Road, Paisley PA3 3BB",,https://interests-api.parliament.uk/api/v1/Interests/7509
6849,,Elected Councillor - London Borough of Barking and Dagenham,2024-07-29,2024-07-29,,Employment and earnings,Margaret Mullane,5272,Elected Councillor,,15/07/2024,True,London Borough of Barking and Dagenham,False,False,Barking and Dagenham Council,"Town Hall, Barking, Essex",,https://interests-api.parliament.uk/api/v1/Interests/6849
6019,,Trade Union Official - UNISON,2024-07-29,2024-07-29,,Employment and earnings,Neil Duncan-Jordan,5359,Trade Union Official,,05/07/2024,True,UNISON,False,False,,"130 Euston Road, London NW1 2AY",False,https://interests-api.parliament.uk/api/v1/Interests/6019
7921,,Council Leader - London Borough of Enfield,2024-07-29,2024-07-29,,Employment and earnings,Nesil Caliskan,5180,Council Leader,,31/07/2024,True,London Borough of Enfield,False,False,,"Civic Centre Silver Street, London EN1 3XA, United Kingdom",,https://interests-api.parliament.uk/api/v1/Interests/7921
6635,,Assistant General Secretary - Co-operative Party,2024-07-29,2024-07-29,,Employment and earnings,Emma Foody,5029,Assistant General Secretary,,05/07/2024,True,Co-operative Party,False,False,Political Party,"U13, 83 Crampton Street, London SE17 3BQ",,https://interests-api.parliament.uk/api/v1/Interests/6635
7768,,Co-leader of the Green Party of England and Wales - The Green Party of England and Wales,2024-07-29,2024-07-29,,Employment and earnings,Carla Denyer,5102,Co-leader of the Green Party of England and Wales,01/10/2021,04/07/2024,True,The Green Party of England and Wales,False,False,Political party,"PO Box 78066, London, SE16 9GQ",,https://interests-api.parliament.uk/api/v1/Interests/7768
7955,,Teacher - Coventry City Council,2024-07-29,2024-07-29,,Employment and earnings,Jodie Gosling,5036,Teacher,,04/07/2024,True,Coventry City Council,False,False,Primary school,"Joseph Cash Primary School, Owenford Rd, Coventry CV63FS",,https://interests-api.parliament.uk/api/v1/Interests/7955
6579,,Parliamentary Aide - Mark Griffin MSP,2024-07-29,2024-07-29,,Employment and earnings,Frank McNally,5183,Parliamentary Aide,,08/07/2024,True,Mark Griffin MSP,False,False,,"The Scottish Parliament, The Royal Mile, Edinburgh EH99 1SP",,https://interests-api.parliament.uk/api/v1/Interests/6579
8046,,Strategic Advisor to the Cannabinoid Research and Development Group (CRDG) at the Centre for Medicinal Cannabis (CMC). - The Centre for Medicinal Cannabis (CMC).,2024-07-29,2024-07-29,,Employment and earnings,George Freeman,4020,Strategic Advisor to the Cannabinoid Research and Development Group (CRDG) at the Centre for Medicinal Cannabis (CMC).,05/04/2024,,False,The Centre for Medicinal Cannabis (CMC).,False,False,"CMC is a not for profit industry membership organisation focused on clinical research and development of cannabinoid medicines. The Centre has three platforms with the following trading names: The Association for the Cannabinoid Industry (ACI), which relates to cannabinoids as a food ingredient; The Medical Cannabis Alliance (MCA), which is for Cannabis Based Medical Products; and Cannabinoid Research and Development Group (CRDG).","10 Queen Street Place, London, England, EC4R 1BE.",True,https://interests-api.parliament.uk/api/v1/Interests/8046
7589,,Adviser to Henham Strategy on UK Science & Technology Investment - Henham Strategy LTD,2024-07-26,2024-07-26,2024-09-11,Employment and earnings,George Freeman,4020,Adviser to Henham Strategy on UK Science & Technology Investment,23/05/2024,,False,Henham Strategy LTD,False,False,"Henham Strategy is a specialist private sector consultancy with a growing client base in UK science and technology investment, in particular helping UK sectors, clusters and companies looking to attract inward investment.","35-37 Ludgate Hill, London, England, EC4M 7JN",True,https://interests-api.parliament.uk/api/v1/Interests/7589
7603,,Chairman of Advisory Board at Nodenza Venture Partners - Nodenza Venture Partners,2024-07-26,2024-07-26,,Employment and earnings,George Freeman,4020,Chairman of Advisory Board at Nodenza Venture Partners,20/05/2024,,False,Nodenza Venture Partners,False,False,"Nodenza Venture Partners is a venture capital firm specialising in biotechnology and medical device invest-ments. The firm is a commercial organisation. It operates in the biotechnology, research & development, and medical device sectors.","228 Park Avenue South, PMB 67135, New York, NY, 10003-1502, United States",True,https://interests-api.parliament.uk/api/v1/Interests/7603
7576,,Chief Executive - Resolution Foundation,2024-07-26,2024-07-26,,Employment and earnings,Torsten Bell,5069,Chief Executive,,04/07/2024,True,Resolution Foundation,False,False,Charity,"2 Queen Anne's Gate, London SW1H 9AA",,https://interests-api.parliament.uk/api/v1/Interests/7576
6001,,Product Owner Hydrogen UK - Bosch Thermotechnology Ltd,2024-07-26,2024-07-26,,Employment and earnings,Tom Collins,5087,Product Owner Hydrogen UK,,05/07/2024,True,Bosch Thermotechnology Ltd,False,False,"Worcester Bosch, manufacturer of domestic, commercial and industrial HVAC equipment.","Cotswold Way, Worcester WR4 9SW",,https://interests-api.parliament.uk/api/v1/Interests/6001
6467,,Communications Officer - Nottinghamshire and City of Nottingham Fire Authority,2024-07-26,2024-07-26,,Employment and earnings,Jacob Collier,5077,Communications Officer,,07/07/2024,True,Nottinghamshire and City of Nottingham Fire Authority,False,False,Fire and rescue service,"Nottinghamshire Fire and Rescue Fire Service, Joint Headquarters, Sherwood Lodge, Arnold, Nottingham NG5 8PP",,https://interests-api.parliament.uk/api/v1/Interests/6467
6957,,Head of nursing - Kent and Medway NHS trust,2024-07-26,2024-07-26,,Employment and earnings,Sojan Joseph,5247,Head of nursing,,05/07/2024,True,Kent and Medway NHS trust,False,False,,"Eastern and Costal area offices, Littlebourne Road, Canterbury CT1 1AZ",,https://interests-api.parliament.uk/api/v1/Interests/6957
