ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,VisitLocations_Country_1,VisitLocations_Destination_1,Purpose,StartDate,EndDate,Appg,Donors_Name_1,Donors_IsPrivateIndividual_1,Donors_PublicAddress_1,Donors_PaymentType_1,Donors_PaymentDescription_1,Donors_Value_1,Donors_IsSoleBeneficiary_1,Link,Donors_Name_2,Donors_IsPrivateIndividual_2,Donors_PublicAddress_2,Donors_PaymentType_2,Donors_PaymentDescription_2,Donors_Value_2,Donors_IsSoleBeneficiary_2,VisitLocations_Country_2,VisitLocations_Destination_2,Donors_Name_3,Donors_IsPrivateIndividual_3,Donors_PublicAddress_3,Donors_PaymentType_3,Donors_PaymentDescription_3,Donors_Value_3,Donors_IsSoleBeneficiary_3,Donors_Name_4,Donors_IsPrivateIndividual_4,Donors_PublicAddress_4,Donors_PaymentType_4,Donors_PaymentDescription_4,Donors_Value_4,Donors_IsSoleBeneficiary_4,Donors_Name_5,Donors_IsPrivateIndividual_5,Donors_PublicAddress_5,Donors_PaymentType_5,Donors_PaymentDescription_5,Donors_Value_5,Donors_IsSoleBeneficiary_5,VisitLocations_Country_3,VisitLocations_Destination_3
15447,International visit to Estonia between 13 May 2026 and 16 May 2026,,2026-06-13,2026-06-15,,Visits outside the UK,4462,Tom Tugendhat,Estonia,Tallinn,Speaking at the Lennart Meri Conference.,2026-05-13,2026-05-16,,Sihtasutus Rahvusvaheline Kaitseuuringute Keskus (International Centre for Defence and Security),False,"Narva mnt 63/4, Tallinn 10120, Estonia",In kind,"Flights (£1.323.54), accommodation (£554.70), car from airport (£18)",1896.24,True,https://interests-api.parliament.uk/api/v1/Interests/15447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15452,International visit to Seychelles between 27 May 2026 and 31 May 2026,,2026-06-15,2026-06-15,,Visits outside the UK,146,Barry Gardiner,Seychelles,,Participate in a Climate Parliament Conference on the renewable energy transition in the Seychelles.,2026-05-27,2026-05-31,,Climate Parliament,False,"167 - 169 Great Portland Street, 5th Floor, London W1W 5PF",In kind,Flights and accommodation,1757.38,True,https://interests-api.parliament.uk/api/v1/Interests/15452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15454,International visit to China between 24 May 2026 and 29 May 2026,,2026-06-15,2026-06-15,,Visits outside the UK,5185,Alan Gemmell,China,,To attend the 14th Senior Leadership Forum with the Great Britain China Centre.,2026-05-24,2026-05-29,,Great Britain China Centre,False,"Kings Building, 16 Smith Square, London SW1P 3HQ",In kind,"Hotel, flight, food and transport",4763.00,True,https://interests-api.parliament.uk/api/v1/Interests/15454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15457,International visit to Germany between 09 June 2026 and 11 June 2026,,2026-06-15,2026-06-15,,Visits outside the UK,4850,Gareth Davies,Germany,,Attending an international conference at their invitation to discuss how investment can be increased in the United Kingdom.,2026-06-09,2026-06-11,,Informa Plc,False,"5 Howick Place, London SW1P 1WG",In kind,Conference admission fee (which was waived),6662.81,True,https://interests-api.parliament.uk/api/v1/Interests/15457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15459,International visit to Kenya between 24 May 2026 and 29 May 2026,,2026-06-15,2026-06-15,,Visits outside the UK,4788,Fleur Anderson,Kenya,,"Cross-party visit to Kenya to engage with political, business and civil society stakeholders on shared UK-Kenya priorities.",2026-05-24,2026-05-29,,The Coalition for Global Prosperity (CGP),False,"1 Horse Guards Avenue, London SW1A 2HU",In kind,"Flights (£1965.40), accomodation (£850.17), local transport (£1246.14), food, refreshments and misc. (£383.34)",4445.05,True,https://interests-api.parliament.uk/api/v1/Interests/15459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15432,International visit to Italy between 24 May 2026 and 31 May 2026,,2026-06-11,2026-06-11,,Visits outside the UK,5064,Steve Race,Italy,Rome,"Travelled as Member of the APPG on Nutrition for Development to attend Rome Nutrition Week and meet with leaders, institutions, and civil society partners working to tackle malnutrition and hunger.",2026-05-24,2026-05-31,Nutrition for Development,United Against Malnutrition & Hunger,False,"71-75 Shelton Street, Covent Garden, London WC2H 9JQ",In kind,"Flights (£715), accommodation (£575), in country expenses (£140)",1430.00,True,https://interests-api.parliament.uk/api/v1/Interests/15432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15433,International visit to India between 25 May 2026 and 30 May 2026,,2026-06-11,2026-06-11,,Visits outside the UK,1491,Kerry McCarthy,India,,"To meet with Tibetan officials, including the Dalai Lama, to discuss how we can support the cause of Tibetan independence.",2026-05-25,2026-05-30,APPG for Tibet,Tibetan Central Administration,False,"Tibet House, 1 Culworth Street NW8 7AF",In kind,"International return flight London to Delhi (£900), internal return flight Delhi to Dharamshala (£170), Delhi hotel accommodation (£150) and Dharamshala hotel accommodation (£450)",1670.00,True,https://interests-api.parliament.uk/api/v1/Interests/15433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15424,International visit to Belgium between 29 April 2025 and 30 April 2025,,2026-06-10,2026-06-10,,Visits outside the UK,5061,Andrew Lewin,Belgium,Brussels,Promotion of improved UK-EU relations and to attend meetings relating to my role as Chair of the UK Trade and Business Commission.,2025-04-29,2025-04-30,UK Trade and Business Commission,Best for Britain Ltd,False,"International House, 36-38 Cornhill, London EC3V 3NG",In kind,"Transport to and from Brussels, accommodation and meals while in Brussels for one night (estimated)",581.90,True,https://interests-api.parliament.uk/api/v1/Interests/15424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15393,International visit to Kenya between 24 May 2026 and 29 May 2026,,2026-06-08,2026-06-09,,Visits outside the UK,4813,Mr Richard Holden,Kenya,"Nairobi, Marsabit","Cross-party visit to Kenya to engage with political, business and civil society stakeholders on shared UK-Kenya priorities",2026-05-24,2026-05-29,,The Coalition for Global Prosperity (CGP),False,"1 Horse Guards Avenue, London SW1A 2HU",In kind,"Flights (Economy) (£1303.54), accomodation (£843.77), local transport (£1496.14), food & miscellaneous expenses (£434.79)",4078.24,True,https://interests-api.parliament.uk/api/v1/Interests/15393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15381,International visit to China between 24 May 2026 and 29 May 2026,,2026-06-09,2026-06-09,,Visits outside the UK,4074,Mark Garnier,China,"Beijing, Nanjing, Yangzhou",To enhance UK Sino relations,2026-05-24,2026-05-29,,Great Britain China Centre,False,"16 Smith Square, London SW1P 3HQ",In kind,"Flights, transfers  and accommodation",4763.00,True,https://interests-api.parliament.uk/api/v1/Interests/15381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15387,International visit to China between 24 May 2026 and 29 May 2026,,2026-06-09,2026-06-09,,Visits outside the UK,5206,Elaine Stewart,China,"Shanghi, Bejing and Nanjing",A part of the senior leadership forum the purpose was to build relationships,2026-05-24,2026-05-29,,Great Britain China Centre,False,"16 smith square, London SW1P3HQ",In kind,"Hotel, flights, food and transport",6421.00,True,https://interests-api.parliament.uk/api/v1/Interests/15387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15398,International visit to China between 24 May 2026 and 29 May 2026,,2026-06-09,2026-06-09,,Visits outside the UK,5067,Tony Vaughan,China,,"To engage directly with Chinese government counterparts, improve understanding and help manage a complex bilateral relationship in the UK’s national interest.",2026-05-24,2026-05-29,,Great Britain China Centre,False,"Kings Buildings, Smith Square, London SW1P 3HQ",In kind,"Hotels, flights, food and transport",4763.00,True,https://interests-api.parliament.uk/api/v1/Interests/15398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15411,International visit to Italy between 05 June 2026 and 06 June 2026,,2026-06-09,2026-06-09,,Visits outside the UK,5292,Dáire Hughes,Italy,Milan,To attend and speak at the European Left Alliance’s ‘Tax The Rich’ event.,2026-06-05,2026-06-06,,European Left Alliance,False,"Rue de l’Industrie 10, 1000, Brussels",In kind,Flights (£212.85) and accommodation (£253.97),466.82,True,https://interests-api.parliament.uk/api/v1/Interests/15411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15413,International visit to China between 24 May 2026 and 29 May 2026,,2026-06-09,2026-06-09,,Visits outside the UK,39,Sir John Whittingdale,China,"Yangzhou, Ninjang and Beijing",To attend the 14th UK-China Senior Leadership Forum in Yangzhou and to meet members of the National People's Congress and Chinese Government.,2026-05-24,2026-05-29,,Great Britain China Centre,False,"Kings Building, 16 Smith Square, London SW1P 3HQ",In kind,"Flights, accommodation and hospitality",6421.00,False,https://interests-api.parliament.uk/api/v1/Interests/15413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15403,International visit to China between 24 May 2026 and 30 May 2026,,2026-06-09,2026-06-09,,Visits outside the UK,1171,Liam Byrne,China,,To attend the 14th UK-China Senior Leadership Forum.,2026-05-24,2026-05-30,,Great Britain China Centre,False,"Kings Buildings, 16 Smith Square, London SW1P 3HQ",In kind,"Hotels, flights, food and transport",4738.00,True,https://interests-api.parliament.uk/api/v1/Interests/15403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15382,International visit to Brunei between 24 May 2026 and 29 May 2026,,2026-06-05,2026-06-08,,Visits outside the UK,5361,James McMurdock,Brunei,,Guest as part of the Armed Forces Parliamentary Scheme.,2026-05-24,2026-05-29,,Armed Forces Parliamentary Trust,False,"House of Commons, London SW1A 0AA",In kind,Return flights (economy class),865.00,True,https://interests-api.parliament.uk/api/v1/Interests/15382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15390,International visit to Brunei between 24 May 2026 and 29 May 2026,,2026-06-08,2026-06-08,,Visits outside the UK,5304,Dr Danny Chambers,Brunei,,Armed Forces Parliamentary Scheme visit to British Forces Brunei and Royal Gurkha Rifles.,2026-05-24,2026-05-29,,Armed Forces Parliamentary Trust,False,"House of Commons, Houses of Parliament, London SW1A 0AA",In kind,Return Flights to Brunei,864.39,True,https://interests-api.parliament.uk/api/v1/Interests/15390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12253,International visit to Falkland Islands between 16 February 2025 and 21 February 2025,,2026-06-08,2026-06-08,,Visits outside the UK,4612,Jamie Stone,Falkland Islands,,Strengthen relationship between Falkland Isles and UK,2025-02-16,2025-02-21,,Falkland Isles Government,False,"Falkland Isles Government, London Office, Falkland House, 14 Broadway, London SW1H 0BH",In kind,"Flights (£1,572.00), accommodation (£589.35), UK taxis (£310.80), FI transport (£218.68), meals (£235.28), wreaths (£28.08), insurance (£25.00), Wi-Fi (£56.00), gifts (£37.30) and museum (£5.00)",3077.49,True,https://interests-api.parliament.uk/api/v1/Interests/12253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15391,International visit to Finland between 27 October 2025 and 29 October 2025,,2026-06-08,2026-06-08,,Visits outside the UK,4612,Jamie Stone,Finland,Helsinki and Rauma,"To visit the Olkiluoto 3 Nuclear Power Plant, Onkalo Geological Disposal Facility and Radiation and Nuclear Safety Authority (STUK) as part of a Nuclear Energy APPG Visit.",2025-10-27,2025-10-29,Nuclear Energy APPG,Nuclear Industry Association,False,"4th Floor, York House, 23 Kingsway, London WC2B 6UJ",In kind,"Return flights to Helsinki, hotel accommodation, transport and meals",882.00,True,https://interests-api.parliament.uk/api/v1/Interests/15391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15392,International visit to Sweden between 14 May 2026 and 16 May 2026,,2026-06-08,2026-06-08,,Visits outside the UK,185,Jeremy Corbyn,Sweden,,To attend and speak at a conference of European left-wing groups.,2026-05-14,2026-05-16,,Zetkin Foundation,False,"Södra Förstadsgatan 66, 214 20 Malmö Sweden",In kind,Flights only,293.36,True,https://interests-api.parliament.uk/api/v1/Interests/15392,Rosa Luxemburg Stiftung,False,"Rosa Luxemburg Stiftung, Brussels office, Rue Saint-Ghislain 62, B-1000 Brussels Belgium.",In kind,Hotel accommodation only,150.34,True,,,,,,,,,,,,,,,,,,,,,,,,,
15373,International visit to Kenya between 24 May 2026 and 29 May 2026,,2026-06-05,2026-06-05,,Visits outside the UK,5330,Mr Peter Bedford,Kenya,Nairobi,"Cross-party visit to Kenya to engage with political, business and civil society stakeholders on shared UK-Kenya priorities.",2026-05-24,2026-05-29,,The Coalition for Global Prosperity (CGP),False,"1 Horse Guards Avenue, London SW1A 2HU",Monetary,"Flights (£1,303.54), accomodation (£843.77), local transport (£1,496.14), food, refreshments and misc. (£494.77)",4138.22,True,https://interests-api.parliament.uk/api/v1/Interests/15373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15374,International visit to Israel between 24 May 2026 and 28 May 2026,,2026-06-05,2026-06-05,,Visits outside the UK,4494,Simon Hoare,Israel,,"To meet with a wide range of individuals, public officials and organisations, as well as to visit locations where violence has taken place, to understand the steps needed to achieve a resolution to the Israel-Palestine conflict and to adequately respond to the humanitarian situation in Gaza.",2026-05-24,2026-05-28,,Yachad,False,"Star House, 104-108 Grafton Road NW5 4BA",In kind,"Flights, accommodation, hospitality and travel",2417.50,True,https://interests-api.parliament.uk/api/v1/Interests/15374,,,,,,,,Palestine,,,,,,,,,,,,,,,,,,,,,,,,
15375,International visit to Israel between 24 May 2026 and 28 May 2026,,2026-06-05,2026-06-05,,Visits outside the UK,5286,Anna Sabine,Israel,,"To meet with a wide range of individuals, public officials and organisations, as well as to visit locations where violence has taken place, to understand the steps needed to achieve a resolution to the Israel-Palestine conflict and to adequately respond to the humanitarian situation in Gaza.",2026-05-24,2026-05-28,,Yachad,False,"Star House 104-108, Grafton Road NW5 4BA",In kind,"Flights, accommodation, hospitality and travel",2169.00,True,https://interests-api.parliament.uk/api/v1/Interests/15375,,,,,,,,Palestine,,,,,,,,,,,,,,,,,,,,,,,,
15051,International visit to Indonesia between 26 March 2026 and 10 April 2026,,2026-06-05,2026-06-05,,Visits outside the UK,5352,Dr Roz Savage,Indonesia,,"ICCF (International Climate Conservation Fund) and several members of the International Conservation APPG went. The purpose was to learn about the issues surrounding deforestation in Indonesia through a 
collaborative field mission with a delegation of legislators and staff.",2026-03-26,2026-04-10,,BOS-UK Borneo Orangutan Survival UK,False,"Borneo Orangutan Survival UK, 483 Green Lanes, London N13 4BS",Monetary,"Return flights from London (£2,218.13), internal flight from Jakarta to Palangkaraya (£81.70), internal flight from Palangkaraya to Jakarta (£93.25), internal transport (£124.00), accommodation in Jakarta (£41.06), accommodation in Palangaraya (£205.23), medical tests (£340.00), e-Visa (£23.65) and buffet dinners (£25.84)",3152.85,True,https://interests-api.parliament.uk/api/v1/Interests/15051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15379,International visit to Israel between 24 May 2026 and 28 May 2026,,2026-06-05,2026-06-05,,Visits outside the UK,5123,Ms Polly Billington,Israel,,"To meet with a wide range of individuals, public officials and organisations, as well as to visit locations where violence has taken place, to understand the steps needed to achieve a resolution to the Israel-Palestine conflict and to adequately respond to the humanitarian situation in Gaza.",2026-05-24,2026-05-28,,Yachad,False,"Star House, 104-108 Grafton Road, London NW5 4BA",In kind,"Flights, accommodation, hospitality, travel",2169.00,True,https://interests-api.parliament.uk/api/v1/Interests/15379,,,,,,,,Palestine,Various including Ramallah and Hebron,,,,,,,,,,,,,,,,,,,,,,,
15380,International visit to China between 24 May 2026 and 29 May 2026,,2026-06-05,2026-06-05,,Visits outside the UK,4523,Catherine West,China,,"To take part in the 14th UK-China Senior Leadership Forum, as a member of the UK delegation.",2026-05-24,2026-05-29,,Great Britain China Centre,False,"16 Smith Square, London SW1P 3HQ",In kind,"Flights, hotels, food, and transport",4738.00,True,https://interests-api.parliament.uk/api/v1/Interests/15380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15366,International visit to Italy between 17 April 2026 and 19 April 2026,,2026-06-03,2026-06-04,,Visits outside the UK,4358,Wendy Morton,Italy,,British-German Parliamentary Dialogue with CDU and CSU Members of the German Bundestag.,2026-04-17,2026-04-19,,Konrad-Adenauer Stiftiung,False,"42 Essex Street, London WC2R 3JF",In kind,"Flights (£181.00), transfers (£79.65), accommodation (£310.89) and meals (£88.25)",659.79,True,https://interests-api.parliament.uk/api/v1/Interests/15366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15368,International visit to Brunei between 24 May 2026 and 29 May 2026,,2026-06-04,2026-06-04,,Visits outside the UK,5328,Sean Woodcock,Brunei,,I undertook this visit as part of my participation in the Armed Forces Parliamentary Scheme. Training and learning to understand more about the work of the UK Armed Forces in Brunei.,2026-05-24,2026-05-29,,Armed Forces Parliamentary Trust (AFPT),False,"Houses of Parliament, London SW1A 0AA",In kind,Return flights between London Heathrow and Badar Seri Bagawan,864.39,True,https://interests-api.parliament.uk/api/v1/Interests/15368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15354,International visit to Switzerland between 20 May 2026 and 22 May 2026,,2026-06-03,2026-06-03,,Visits outside the UK,4480,Carolyn Harris,Switzerland,Geneva,Speaking at the World Health Assembly on a menopause panel,2026-05-20,2026-05-22,,Women Political Leaders (WPL) AISBL,False,"Rue Archimede 69, 1000 Brussels, Belgium",In kind,"Flights (£197.66), accommodation (£466.62), other travel (£30.10), meals (£61.62)",756.00,True,https://interests-api.parliament.uk/api/v1/Interests/15354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15360,International visit to Brunei between 24 May 2026 and 29 May 2026,,2026-06-03,2026-06-03,,Visits outside the UK,5327,Vikki Slade,Brunei,,Armed Forces Parliamentary Scheme (Army) educational visit,2026-05-24,2026-05-29,,Armed Forces Parliamentary Trust,False,"Armed Forces Parliamentary Trust, c/o Houses of Parliament, London SW1A 1AA",In kind,Flight to Brunei as part of the AFPS programme,864.39,False,https://interests-api.parliament.uk/api/v1/Interests/15360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15328,International visit to United States between 03 May 2026 and 08 May 2026,,2026-05-30,2026-06-01,,Visits outside the UK,4462,Tom Tugendhat,United States,San Francisco,Attending meetings organised by Hudson Institute.,2026-05-03,2026-05-08,,Hudson Institute,False,"1201 Pennsylvania Avenue NW, Suite 400, Washington, DC 20004",In kind,"Flights (£10,729.80) and accommodation (£1,139.90)",11868.70,True,https://interests-api.parliament.uk/api/v1/Interests/15328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15326,International visit to Brunei between 24 May 2026 and 29 May 2026,,2026-05-29,2026-06-01,,Visits outside the UK,5077,Jacob Collier,Brunei,,AFPS visit to British Forces Brunei and Royal Gurkha Rifles.,2026-05-24,2026-05-29,,Armed Forces Parliamentary Trust,False,"House of Commons, Houses of Parliament, London SW1A 0AA",In kind,Return flights to Brunei,864.39,True,https://interests-api.parliament.uk/api/v1/Interests/15326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15329,International visit to France between 30 April 2026 and 04 May 2026,,2026-05-31,2026-06-01,,Visits outside the UK,5146,Michael Payne,France,,"Visit to Vandœuvre-lès-Nancy, France, to mark the 30th anniversary of the twinning partnership between Gedling and Vandœuvre-lès-Nancy, including meetings with local elected representatives, civic leaders, police officials, sports clubs and local government officials to discuss local government, community engagement, economic development, community safety and international cooperation between the two municipalities.",2026-04-30,2026-05-04,,Vandœuvre-lès-Nancy Council,False,"7 rue de Parme, BP 10110, 54503 Vandœuvre Cedex",In kind,Accommodation (£380 estimated value at £95 per night),380.00,False,https://interests-api.parliament.uk/api/v1/Interests/15329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15332,International visit to Brunei between 24 May 2026 and 28 May 2026,,2026-06-01,2026-06-01,,Visits outside the UK,5070,Lisa Smart,Brunei,,To undertake a visit as part of the Armed Forces Parliamentary Scheme visiting our forces overseas,2026-05-24,2026-05-28,,Armed Forces Parliamentary Trust,False,"Armed Forces Parliamentary Trust, House of Commons, London SW1A 0AA",In kind,Flights,864.39,True,https://interests-api.parliament.uk/api/v1/Interests/15332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15292,International visit to United States between 19 April 2026 and 27 April 2026,,2026-05-22,2026-05-26,,Visits outside the UK,4462,Tom Tugendhat,United States,,Attending meetings organised by Hudson Institute which is a think tank.,2026-04-19,2026-04-27,,Hudson Institute,False,"1201 Pennsylvania Avenue NW, Suite 400, Washington, DC 20004",In kind,"Flights (£5455.59)
Accommodation (£1335.22)
Transport (£197.99)",6988.80,True,https://interests-api.parliament.uk/api/v1/Interests/15292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14657,International visit to Cayman Islands between 12 February 2026 and 21 February 2026,,2026-05-26,2026-05-26,,Visits outside the UK,4267,Sarah Champion,Cayman Islands,,"I am Chair of the APPG Cayman and led a delegation to meet with Ministers, officials and visit environmental projects and sites.",2026-02-12,2026-02-21,Cayman Islands,Cayman Government,False,"c/o CICO-UK, 34 Dover Street, London W1S 4NG",In kind,"Flights (2129.62 ), accommodation (£2303.56), transport (£199.50), meals (£899.92).  I was accompanied by my partner who paid his own costs but joined me at formal dinners - food (£543.92)",6076.52,False,https://interests-api.parliament.uk/api/v1/Interests/14657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15281,International visit to Germany between 08 May 2026 and 11 May 2026,,2026-05-20,2026-05-21,,Visits outside the UK,5174,Fred Thomas,Germany,Berlin,Policy Mission Fellowship residency (Germany leg) bringing together cross-party parliamentarians from across Europe to collaborate on innovative policy solutions.,2026-05-08,2026-05-11,,APROPOS Group,False,Karl-Marx Allee 98 10243 Berlin,In kind,"Travel (£761.65), accommodation (£423.14) and meals (£213.97)",1398.76,True,https://interests-api.parliament.uk/api/v1/Interests/15281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15286,International visit to Indonesia between 26 March 2026 and 10 April 2026,,2026-05-21,2026-05-21,,Visits outside the UK,1491,Kerry McCarthy,Indonesia,,"Conservation visit with cross-party MPs to see work of the charity in action and impact of deforestation and palm oil supply chain on Borneo, hosted by international conservation organisation",2026-03-26,2026-04-10,International Conservation,Borneo Orangutan Survival Foundation UK,False,"483 Green Lanes, London N13 4BS",In kind,"Flights (£2073.55), medical screening tests (£340.00), accommodation (£360.94) and wider expenses (£237.56)",3012.04,True,https://interests-api.parliament.uk/api/v1/Interests/15286,,,,,,,,Malaysia,,,,,,,,,,,,,,,,,,,,,,,,
14685,International visit to Israel between 15 February 2026 and 19 February 2026,,2026-05-20,2026-05-20,,Visits outside the UK,1591,Tim Farron,Israel,,"Fact-finding visit to Israel and Ramallah. Meeting with Israeli and Palestinian co-existence campaigners, politicians, academics and diplomats.",2026-02-15,2026-02-19,,ELNET UK / Liberal Democrat Friends of Israel,False,"ELNET UK, 4th Floor, 6 Princes Street, London W1B2LG",In kind,"Accommodation (£915), flights (£936), food (£446)",2297.00,True,https://interests-api.parliament.uk/api/v1/Interests/14685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15270,International visit to Turkey between 23 April 2026 and 28 April 2026,,2026-05-19,2026-05-20,,Visits outside the UK,4409,Naz Shah,Turkey,istanbul,"To attend the Global Donors Forum conference, participate and speak in discussions on ethical leadership.",2026-04-23,2026-04-28,,Muslim Impact Forum,False,"203 Westgate, Bradford BD13AD",In kind,"Flights (£390),  accommodation (£825.87), event pass worth (£2000)",3215.87,True,https://interests-api.parliament.uk/api/v1/Interests/15270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15251,International visit to Italy between 17 April 2026 and 19 April 2026,,2026-05-18,2026-05-18,,Visits outside the UK,4813,Mr Richard Holden,Italy,,British-German Parliamentary Dialogue with CDU and CSU Members of the German Bundestag.,2026-04-17,2026-04-19,,Konrad-Adenauer-Stiftung,False,"42 Essex Street, London WC2R 3JF",In kind,"Flights (Economy £181), transfers (£79.65), accommodation (£310.89) and meals (£88.25)",659.79,True,https://interests-api.parliament.uk/api/v1/Interests/15251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15250,International visit to Zambia between 12 April 2026 and 17 April 2026,,2026-05-18,2026-05-18,,Visits outside the UK,4813,Mr Richard Holden,Zambia,,"Study focussing on sexual and reproductive health and rights (SRHR) in Zambia, especially in rural areas and poorer parts of cities, including looking at cooperation and innovation.",2026-04-12,2026-04-17,,European Parliamentary Forum,False,"Square de Meeus 18, 1050 Brussels, Belgium",In kind,"Flights (Economy, £606 and £678), transfers (£100), accommodation (£663) and meals (150)",2197.00,True,https://interests-api.parliament.uk/api/v1/Interests/15250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15095,International visit to Poland between 12 April 2026 and 16 April 2026,,2026-05-15,2026-05-18,,Visits outside the UK,5301,Rebecca Smith,Poland,,"Holocaust education visit to Poland. Visits to museums, historical sites and cultural centres, whilst attending the March of the Living 2026.",2026-04-12,2026-04-16,,March of the Living UK,False,"PO Box 80430, London NW9 1TA",In kind,"Accommodation, flights, meals and educational tour",2399.00,True,https://interests-api.parliament.uk/api/v1/Interests/15095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15247,International visit to United States between 12 April 2026 and 15 April 2026,,2026-05-15,2026-05-15,,Visits outside the UK,5353,Anna Gelderd,United States,Washington DC,"In my capacity as Chair of the Parliamentary Network on the World Bank and International Monetary Fund, to attend the organisations spring meetings.",2026-04-12,2026-04-15,,Parliamentary Network on the World Bank & IMF,False,"66 avenue d’Iéna, 75116 Paris, France",In kind,"Return Flights £1084.18 
Accommodation £1810.93",2895.11,True,https://interests-api.parliament.uk/api/v1/Interests/15247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15177,International visit to Italy between 17 April 2026 and 20 April 2026,,2026-05-14,2026-05-14,,Visits outside the UK,1211,Sir Andrew Mitchell,Italy,Venice,"To attend a meeting convened by the Konrad Adenauer Synergy Research Grant, which is funded by the Alfred-Landecker Foundation, together with the Centre for Advanced Studies in International History and Law at the University of Cologne, and Nuffield College, Oxford, to discuss ""Global Governance and Human Security in the 1990s"" (a new Konrad Adenauer Synergy Research Grant awarded by the Foundation)",2026-04-17,2026-04-20,,Peter Harf,True,,In kind,"For myself, accommodation (£3,599.13), local transport (£86.35) and meals and hospitality (£863.10). For an international development adviser, accommodation (£3,599.13), local transport (£86.35) and meals and hospitality (£863.10)",9097.16,False,https://interests-api.parliament.uk/api/v1/Interests/15177,"Konrad Adenauer Synergy Grant, “Human Security and Global Governance in the long 1990s”, Nuffield College, University of Oxford",False,"Konrad Adenauer Synergy Grant, “Human Security and Global Governance in the long 1990s”
Nuffield College, Oxford, OX1 1NF",Monetary,"For myself, return flights (£160.06). For an
international development adviser, return flights (£160.06)",320.12,False,,,,,,,,,,,,,,,,,,,,,,,,,
15183,International visit to South Korea between 13 April 2026 and 17 April 2026,,2026-05-07,2026-05-07,,Visits outside the UK,1171,Liam Byrne,South Korea,,To give keynote address at the fourth Annual Meeting of Asian Parliamentary Budget Officials.,2026-04-13,2026-04-17,,OECD,False,"2 rue André Pascal, 75116 Paris, France",In kind,"Flight (£5,100) and hotel (£335)",5435.00,True,https://interests-api.parliament.uk/api/v1/Interests/15183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15178,International visit to Spain between 14 April 2026 and 15 April 2026,,2026-05-06,2026-05-06,,Visits outside the UK,40,Sir Bernard Jenkin,Spain,Madrid,"Purpose of visit: Invited to speak at ""Wake Up Spain!"" Defence Conference in Madrid organised by El Espanol",2026-04-14,2026-04-15,,El Espaniol,False,"Avenida de Burgos 16, 28036 Comunidad de Madrid, Spain",In kind,"Flights - £1463
Hotel - £478.84
Transfer - £110.20
Lunch - £69.09",2122.14,True,https://interests-api.parliament.uk/api/v1/Interests/15178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
