ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,Appg,PaymentType,PaymentDescription,Value,ReceivedDate,AcceptedDate,ReceivedEndDate,IsSoleBeneficiary,DonorName,DonorPublicAddress,DonorStatus,DonorCompanyName,DonorCompanyUrl,DonorCompanyIdentifier,DonorCompanyIdentifierSource,DonorTrustDetails,DonorOtherDetails,Link,Updated_2
15400,England and Wales Cricket Board Ltd - £500.00,,2026-06-09,2026-06-09,,"Gifts, benefits and hospitality from UK sources",4407,Nigel Huddleston,,In kind,"Tickets and hospitality for myself and a guest at a Test Match at Lords, received in my capacity as Shadow Secretary of State for Culture, Media and Sport",500.00,2026-06-07,2026-06-07,,False,England and Wales Cricket Board Ltd,"Lords Ground
St Johns Wood
London
NW8 8QZ",Company,England and Wales Cricket Board Ltd,,03251364,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/15400,
15406,"The Ivors Academy - £1,314.00",,2026-06-09,2026-06-09,,"Gifts, benefits and hospitality from UK sources",4620,Ellie Reeves,,In kind,"One ticket, including hospitality, for the Ivor Novello Awards",1314.00,2026-05-21,2026-05-21,,True,The Ivors Academy,"Prager Metis LLP, 5A Bear Lane, Southwark, London SE1 0UH",Company,The Ivors Academy,,03643088,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/15406,
15408,"Built Environment Networking Limited - £1,416.00",,2026-06-09,2026-06-09,,"Gifts, benefits and hospitality from UK sources",5118,Chris Curtis,,In kind,Tickets and hotel for UKREiiF. The estimated value of the ticket is  (£714),1416.00,2026-05-18,2026-05-18,2026-05-21,True,Built Environment Networking Limited,"4240 Park Approach, Thorpe Park, Leeds, LS15 8GB",Company,Built Environment Networking Limited,,07110641,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/15408,
15336,Middlesbrough Football & Athletic Company (1986) Ltd - £250.00,,2026-06-08,2026-06-08,,"Gifts, benefits and hospitality from UK sources",4269,Andy McDonald,,In kind,"Two tickets to the Middlesbrough vs Southampton match, including hospitality (the amount is estimated)",250.00,2026-05-09,2026-05-09,,True,Middlesbrough Football & Athletic Company (1986) Ltd,"Riverside Stadium, Middlesbrough TS3 6RS",Company,Middlesbrough Football & Athletic Company (1986) Ltd,,01947851,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/15336,
15337,Middlesbrough Football & Athletic Company (1986) Ltd - £250.00,,2026-06-08,2026-06-08,,"Gifts, benefits and hospitality from UK sources",4269,Andy McDonald,,In kind,"Two tickets to the Southampton vs Middlesbrough football match, including hospitality (the amount is estimated)",250.00,2026-05-12,2026-05-12,,True,Middlesbrough Football & Athletic Company (1986) Ltd,"Riverside Stadium, Middlesbrough TS3 6RS",Company,Middlesbrough Football & Athletic Company (1986) Ltd,,01947851,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/15337,
13656,Alex Begg & Co - £450.00,,2026-06-08,2026-06-08,,"Gifts, benefits and hospitality from UK sources",5206,Elaine Stewart,,In kind,I was gifted a cashmere scarf on a visit to the company,450.00,2024-08-11,2024-08-11,,True,Alex Begg & Co,"17 Viewfield Road, Ayr KA88HJ",Company,Alex Begg & Co,,SCO27139,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/13656,
15389,"Tottenham Hotspur Limited - £1,598.00",,2026-06-08,2026-06-08,,"Gifts, benefits and hospitality from UK sources",206,Mr David Lammy,,In kind,Two tickets to football match on 11 May 2026. I did not my ticket but my guest did.,1598.00,2026-05-11,2026-05-11,,False,Tottenham Hotspur Limited,"Lilywhite House, 782 High Road, London N17 0BX",Company,Tottenham Hotspur Limited,,01706358,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/15389,
15359,Italian Embassy in London - £160.00,,2026-06-05,2026-06-05,,"Gifts, benefits and hospitality from UK sources",4439,Alberto Costa,APPG Italy,In kind,"Dinner provided to me and a member of my staff (in my capacity as Chair of the APPG Italy), alongside other APPG members",160.00,2026-05-19,2026-05-19,,False,Italian Embassy in London,"4-5 Buckingham Gate, London SW1E 6JP",Other,,,,,,Italian Embassy in London,https://interests-api.parliament.uk/api/v1/Interests/15359,
15361,All-Party Parliamentary Group for Italy - £41.40,,2026-06-05,2026-06-05,,"Gifts, benefits and hospitality from UK sources",4439,Alberto Costa,All-Party Parliamentary Group for Italy,In kind,"Two taxi journeys, to and from the Residence of the Italian Ambassador, for a dinner hosted by the Italian Embassy. The outward journey was shared with a member of my staff and an APPG member; the return journey was shared with an APPG member",41.40,2026-05-19,2026-05-19,,False,All-Party Parliamentary Group for Italy,"c/o House of Commons, London SW1A 0AA",Other,,,,,,APPG Bank Account,https://interests-api.parliament.uk/api/v1/Interests/15361,
15367,Mariposa International (SG) Ltd - £460.00,,2026-06-04,2026-06-04,,"Gifts, benefits and hospitality from UK sources",5226,Michelle Welsh,,In kind,Two tickets with hospitality to the Mariposa Ball,460.00,2026-04-25,2026-04-25,,False,Mariposa International (SG) Ltd,"20-22 Wenlock Road, London N1 7GU",Company,Mariposa International (SG) Ltd,,08241785,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/15367,
15369,"SXSW London - £1,560.00",,2026-06-03,2026-06-04,,"Gifts, benefits and hospitality from UK sources",5030,Dr Simon Opher,,In kind,"I received a complementary platinum pass for SXSW London conference, where I was a speaker",1560.00,2026-06-03,2026-06-03,,True,SXSW London,"Second Floor, 67-71 Shoreditch High Street, London E1 6JJ",Company,SXSW London,,16034054,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/15369,
15345,"Fenchurch Advisory Partners LLP - £3,500.00",,2026-06-03,2026-06-03,,"Gifts, benefits and hospitality from UK sources",4441,Sir Oliver Dowden,,In kind,Two tickets for the Chelsea Flower Show Gala Preview and Reception,3500.00,2026-05-18,2026-05-18,,False,Fenchurch Advisory Partners LLP,"110 Bishopsgate, London EC2N 4AY",Company,Fenchurch Advisory Partners LLP,,OC306074,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/15345,
15358,BBC Studios Ltd - £390.14,,2026-06-03,2026-06-03,,"Gifts, benefits and hospitality from UK sources",4597,Mrs Kemi Badenoch,,In kind,I attended the 100 birthday celebration in honour of Sir David Attenborough at The Royal Albert Hall hosted by the BBC with a guest. The notional value of the tickets was £98.18 each and hospitality was valued at £96.89 per head.,390.14,2026-05-08,2026-05-08,,False,BBC Studios Ltd,"1 Television Centre, 101 Wood Lane, London W12 7FA",Company,BBC Studios Ltd,,04463546,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/15358,
15364,UK Music Limited - £732.00,,2026-06-03,2026-06-03,,"Gifts, benefits and hospitality from UK sources",4125,Catherine McKinnell,,In kind,Ticket with hospitality  to the 71st Ivor Novello Awards,732.00,2026-05-21,2026-05-21,,True,UK Music Limited,"UK Music, Work.Life, 33 Foley Street, Fitzrovia, London W1W 7TL",Company,UK Music Limited,,03245288,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/15364,
15276,"Lloyds Banking Group plc - £1,839.00",,2026-06-02,2026-06-02,,"Gifts, benefits and hospitality from UK sources",4504,Wes Streeting,,In kind,Two tickets and hospitality at the opening night of Chelsea Flower Show for me and my partner,1839.00,2026-05-18,2026-05-18,,False,Lloyds Banking Group plc,"The Mound, Edinburgh EH1 1YZ",Company,Lloyds Banking Group plc,,SC095000,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/15276,
15257,Football Association Ltd - £500.00,,2026-06-01,2026-06-01,,"Gifts, benefits and hospitality from UK sources",4658,Alex Sobel,,In kind,Two tickets and hospitality for the FA Cup Semi Final between Leeds Utd and Chelsea FC,500.00,2026-04-26,2026-04-26,,False,Football Association Ltd,"Wembley Stadium, Wembley, London HA9 0WS",Company,Football Association Ltd,,00077797,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/15257,
15342,"Music Publishers Association - £1,314.00",,2026-06-01,2026-06-01,,"Gifts, benefits and hospitality from UK sources",4658,Alex Sobel,Music,In kind,One ticket and hospitality for the Ivor Novello Awards,1314.00,2026-05-21,2026-05-21,,True,Music Publishers Association,"107 Gray's Inn Road, London WC1X 8TZ",Company,Music Publishers Association,,00140248,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/15342,
15330,The Arsenal Football Club Ltd - £500.00,,2026-06-01,2026-06-01,,"Gifts, benefits and hospitality from UK sources",4066,Priti Patel,,In kind,One matchday ticket and hospitality in the Directors' Box at the Emirates Stadium for myself (approximate),500.00,2026-05-18,2026-05-18,,True,The Arsenal Football Club Ltd,"Highbury House, 75 Drayton Park, London N5 1BU",Company,The Arsenal Football Club Ltd,,00109244,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/15330,
15331,Rochdale Association Football Club Limited - £550.00,,2026-06-01,2026-06-01,,"Gifts, benefits and hospitality from UK sources",5071,Paul Waugh,,In kind,Two tickets and hospitality for the National League promotion final 2026,550.00,2026-05-10,2026-05-10,,False,Rochdale Association Football Club Limited,"Crown Oil Arena, Sandy Lane, Rochdale OL11 5DR",Company,Rochdale Association Football Club Limited,,00111019,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/15331,
15341,"Richardsons - £1,260.00",,2026-06-01,2026-06-01,,"Gifts, benefits and hospitality from UK sources",4074,Mark Garnier,,In kind,"Two tickets, including hospitality, to Chelsea Flower Show gala evening, for me and my wife Caroline",1260.00,2026-05-18,2026-05-18,,False,Richardsons,"1 Albermarle Street
London W1S 4HA",Limited Liability Partnership,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/15341,
15307,"The Twinning Project - £1,250.00",,2026-05-27,2026-05-28,,"Gifts, benefits and hospitality from UK sources",4449,Anna Turley,,In kind,One ticket to a charity fundraising dinner,1250.00,2026-04-20,2026-04-20,,True,The Twinning Project,"5th Floor, 167-169 Great Portland Street, London W1W 5PF",Other,,,,,,Charity - No 1183066,https://interests-api.parliament.uk/api/v1/Interests/15307,
15310,Sheffield City Council - £452.00,,2026-05-28,2026-05-28,,"Gifts, benefits and hospitality from UK sources",5142,Abtisam Mohamed,,In kind,Two tickets (myself plus a guest) to a session of the final of World Snooker. No hospitality was included and I have donated the full value of the tickets to a local charity,452.00,2026-05-03,2026-05-03,,False,Sheffield City Council,"Howden House, 1 Union Street, Sheffield City Centre S1 2HH",Other,,,,,,Local Authority,https://interests-api.parliament.uk/api/v1/Interests/15310,
15297,Jaguar Land Rover - £400.00,,2026-05-26,2026-05-27,,"Gifts, benefits and hospitality from UK sources",5173,Alex Baker,,In kind,Two tickets and hospitality for the Windsor Horse Show,400.00,2026-05-17,2026-05-17,,False,Jaguar Land Rover,"Abbey Road, Whitely, Coventry CV3 4LF",Company,Jaguar Land Rover,,01672070,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/15297,
15300,Lloyds Banking Group plc - £919.50,,2026-05-27,2026-05-27,,"Gifts, benefits and hospitality from UK sources",4874,Andrew Griffith,,In kind,"Entrance (£635) and hospitality (£284.50), at the RHS Chelsea Flower Show 2026 for my wife and I",919.50,2026-05-18,2026-05-18,,False,Lloyds Banking Group plc,"The Mound, Edinburgh EH1 1YZ",Company,Lloyds Banking Group plc,,SC095000,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/15300,
15299,The Conservative Party Foundation - £600.00,,2026-05-26,2026-05-27,,"Gifts, benefits and hospitality from UK sources",3935,Sir Mel Stride,,In kind,Two tickets for myself and Lady Stride to attend The Spring Lunch in support of Conservative Marginal Seats and Women2Win,600.00,2026-05-20,2026-05-20,,False,The Conservative Party Foundation,"4 Matthew Parker Street, London SW1H 9HQ",Registered Party,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/15299,
15298,"Lloyds Banking Group PLC - £1,839.00",,2026-05-26,2026-05-27,,"Gifts, benefits and hospitality from UK sources",3935,Sir Mel Stride,,In kind,"Two tickets including hospitality for myself and Lady Stride, to attend the RHS Chelsea Flower Show",1839.00,2026-05-18,2026-05-18,,False,Lloyds Banking Group PLC,"The Mound, Edinburgh EH1 1YZ",Company,Lloyds Banking Group PLC,,SC095000,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/15298,
15304,"Persimmon PLC - £1,464.00",,2026-05-27,2026-05-27,,"Gifts, benefits and hospitality from UK sources",5197,Dr Neil Shastri-Hurst,,In kind,"An AED defibrillator and cabinet provided to me to, in turn, donate to to an organisation in my constituency for the benefit of the public",1464.00,2026-05-27,2026-05-27,,True,Persimmon PLC,"Persimmon House, Fulford, York YO19 4FE",Company,Persimmon PLC,,01818486,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/15304,
15294,The Football Association Ltd - £580.00,,2026-05-26,2026-05-26,,"Gifts, benefits and hospitality from UK sources",4263,Lucy Powell,,In kind,Two tickets with hospitality for me and a guest for the FA Cup Final match between Manchester City v Chelsea.,580.00,2026-05-16,2026-05-16,,False,The Football Association Ltd,"Wembley Stadium, Wembley, London HA9 0WS",Company,The Football Association Ltd,,00077797,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/15294,
15290,Barnsley Football Club - £300.00,,2026-05-22,2026-05-26,,"Gifts, benefits and hospitality from UK sources",4243,Dan Jarvis,,In kind,"Two tickets, which included hospitality, to Barnsley v Huddersfield football match (value estimated)",300.00,2025-08-30,2025-08-30,,False,Barnsley Football Club,"Oakwell Stadium, Barnsley S71 1ET",Company,Barnsley Football Club,,04573250,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/15290,
15287,Royal Aeronautical Society - £330.00,,2026-05-21,2026-05-26,,"Gifts, benefits and hospitality from UK sources",5170,John Grady,,In kind,"I was a guest of the Royal Aeronautical Society, at the RAeS Annual Banquet.  Its president is Prof Malcolm Macdonald FRAeS, a Professor as Strathclyde University, Glasgow",330.00,2026-05-14,2026-05-14,,True,Royal Aeronautical Society,"Royal Aeronautical Society, 4 Hamilton Place, London W1J 7BQ",Other,,,,,,"This is a Royal Society and is governed by its Royal Charter, By-Laws and Regulations. It is incorporated in the UK by a Royal Charter (Company No. RC000439)",https://interests-api.parliament.uk/api/v1/Interests/15287,
15288,Barnsley Football Club - £450.00,,2026-05-21,2026-05-22,,"Gifts, benefits and hospitality from UK sources",4243,Dan Jarvis,,In kind,"Three tickets, which included hospitality, to the Barnsley v Lincoln football match (value estimated)",450.00,2025-12-29,2025-12-29,,False,Barnsley Football Club,"Oakwell Stadium, Barnsley S71 1ET",Company,Barnsley Football Club,,04573250,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/15288,
15272,"National Liberal Club - £1,140.00",,2026-05-01,2026-05-20,,"Gifts, benefits and hospitality from UK sources",5322,Mr Will Forster,,In kind,Membership of the National Liberal Club until 31st December 2026,1140.00,2026-01-01,2026-01-01,2026-12-31,True,National Liberal Club,"1 Whitehall Place, London SW1A 2HE",Other,,,,,,Private Members Club,https://interests-api.parliament.uk/api/v1/Interests/15272,
15271,UK Commercial Group Ltd - £643.00,,2026-05-20,2026-05-20,,"Gifts, benefits and hospitality from UK sources",3997,Sir Alec Shelbrooke,,In kind,Hospitality and tickets to the Directors' box at Newcastle United v West Ham on 17 May 2026,643.00,2026-05-17,2026-05-17,,True,UK Commercial Group Ltd,"14 Octavian Way, Team Valley NE11 0HZ",Company,UK Commercial Group Ltd,,07462722,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/15271,
15197,The Jockey Club - £560.00,,2026-05-20,2026-05-20,,"Gifts, benefits and hospitality from UK sources",5038,Anneliese Midgley,,In kind,Attendance with a guest at Aintree Racecourse for the Grand National on Saturday 11 April.,560.00,2026-04-11,2026-04-11,,False,The Jockey Club,"21-27 Lambs Conduit Street, London, England WC1N 3NL",Company,The Jockey Club,,02909409,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/15197,
15261,Harlequin Football Club Ltd - £996.00,,2026-05-19,2026-05-19,,"Gifts, benefits and hospitality from UK sources",4776,Munira Wilson,,In kind,Two tickets with hospitality for me and a guest to the Big Summer Kick-Off at Twickenham Stadium,996.00,2026-05-16,2026-05-16,,False,Harlequin Football Club Ltd,"Twickenham Stoop Stadium, Langhorn Drive, Twickenham TW2 7SX",Company,Harlequin Football Club Ltd,,03212073,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/15261,
15266,"Lloyds Banking Group (Charlie Nunn, Group Chief Executive) - £919.50",,2026-05-19,2026-05-19,,"Gifts, benefits and hospitality from UK sources",1572,Sir Jeremy Hunt,,In kind,Two tickets and hospitality (dinner and champagne reception) for the Chelsea Flower show,919.50,2026-05-18,2026-05-18,,False,"Lloyds Banking Group (Charlie Nunn, Group Chief Executive)","8th floor, 33 Old Broad St, London EC2N 1HZ",Company,"Lloyds Banking Group (Charlie Nunn, Group Chief Executive)",,SC095000,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/15266,
15200,Carlton Club - £960.00,,2026-05-19,2026-05-19,,"Gifts, benefits and hospitality from UK sources",4597,Mrs Kemi Badenoch,,In kind,Honorary membership value of which is currently £960 per annum,960.00,2024-12-11,2024-12-18,2029-04-11,True,Carlton Club,"69 St James’s Street, London, SW1A 1PJ",Company,Carlton Club,,00573221,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/15200,
15249,BBC - £484.80,,2026-05-16,2026-05-18,,"Gifts, benefits and hospitality from UK sources",4797,James Murray,,In kind,Travel in relation to an appearance on BBC Any Questions for me and a member of staff (value is estimated),484.80,2026-04-24,2026-04-24,,False,BBC,"Broadcasting House, Portland Place, London W1A 1AA",Company,BBC,,RC000057,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/15249,
15258,Diagio - £370.00,,2026-05-18,2026-05-18,,"Gifts, benefits and hospitality from UK sources",5246,Torcuil Crichton,,In kind,Two tickets with hospitality for a Paul Simon concert,370.00,2026-05-13,2026-05-13,2026-05-13,False,Diagio,"16 Great Marlborough Street, London W1F 7HS",Company,Diagio,,00023307,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/15258,
15233,The Football Association Ltd - £750.00,,2026-05-16,2026-05-18,,"Gifts, benefits and hospitality from UK sources",5105,Jo White,,In kind,"Two tickets including hospitality to the FA Cup Final between Manchester City and Chelsea FC, (value estimated)",750.00,2026-05-16,2026-05-16,,False,The Football Association Ltd,"Wembley Stadium, PO Box 1966, London SW1P 98Q",Company,The Football Association Ltd,,00077797,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/15233,
15239,"The Twinning Project - £1,250.00",,2026-05-15,2026-05-15,,"Gifts, benefits and hospitality from UK sources",4504,Wes Streeting,,In kind,Ticket to fundraising dinner on 20 April 2026,1250.00,2026-04-20,2026-04-20,,True,The Twinning Project,"5th Floor, 167-169 Great Portland Street, London W1W 5PF",Other,,,,,,Charity,https://interests-api.parliament.uk/api/v1/Interests/15239,
14484,Portsmouth Football Club - £170.00,,2026-05-14,2026-05-14,,"Gifts, benefits and hospitality from UK sources",4653,Stephen Morgan,,In kind,A ticket to a game including hospitality,170.00,2026-01-31,2026-01-31,,True,Portsmouth Football Club,"Fratton Park, Frogmore Road, Portsmouth, Hampshire PO4 8RA",Company,Portsmouth Football Club,,07940335,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/14484,
15221,"Institute of Directors - £3,750.00",,2026-05-14,2026-05-14,,"Gifts, benefits and hospitality from UK sources",4107,Dame Harriett Baldwin,,In kind,"Two day intensive training course titled ""Leadership for Directors""",3750.00,2026-05-11,2026-05-11,2026-05-12,True,Institute of Directors,"116 Pall Mall, London SW1Y 5ED",Company,Institute of Directors,,RC000252,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/15221,
15169,Portsmouth Football Club - £300.00,,2026-05-14,2026-05-14,,"Gifts, benefits and hospitality from UK sources",4653,Stephen Morgan,,In kind,"Two tickets to a game, including hospitality, for me and a guest",300.00,2026-05-02,2026-05-02,,False,Portsmouth Football Club,"Fratton Park, Frogmore Road, Portsmouth, Hampshire PO4 8RA",Company,Portsmouth Football Club,,07940335,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/15169,
