ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,Appg,PaymentType,PaymentDescription,Value,ReceivedDate,AcceptedDate,ReceivedEndDate,IsSoleBeneficiary,DonorName,DonorPublicAddress,DonorStatus,DonorCompanyName,DonorCompanyUrl,DonorCompanyIdentifier,DonorCompanyIdentifierSource,DonorTrustDetails,DonorOtherDetails,Link,Updated_2
12992,"Google UK Ltd - £1,982.84",,2025-07-24,2025-07-24,,"Gifts, benefits and hospitality from UK sources",5064,Steve Race,,In kind,Hospitality as a guest of YouTube at Glastonbury Festival 2025 for a value of £1982.84 as MP for a South West England constituency and as Chair of the APPG for the Great South West.,1982.84,2025-06-27,2025-06-27,,True,Google UK Ltd,"1-13 St Giles High St, London WC2H 8AG",Company,Google UK Ltd,,03977902,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12992,
12982,Premier League - £600.00,,2025-07-23,2025-07-23,,"Gifts, benefits and hospitality from UK sources",5230,Warinder Juss,,In kind,"Two hospitality tickets by the Premier League to attend the Wolves v Brighton match at Molineux, Wolverhampton on 10 May 2025 as part of the Premier League's Inside Matters campaign on mental health",600.00,2025-05-10,2025-05-10,,False,Premier League,"Brunel Building
57 North Wharf Road
London
United Kingdom W2 1HQ",Company,Premier League,,02719699,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12982,
12980,"Silverstone Circuit - £1,400.00",,2025-07-23,2025-07-23,,"Gifts, benefits and hospitality from UK sources",4828,Paula Barker,F1 APPG,In kind,"I attended F1 qualifying at Silverstone on Friday 4 July 2025 with my son.  We were in the Directors Box and received hospitality tickets, food & drink.",1400.00,2025-07-04,2025-07-04,,False,Silverstone Circuit,"The Jimmy Brown Centre, Silverstone Circuit, Towcester NN12 8TN",Company,Silverstone Circuit,,00882843,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12980,
12976,Football Association Limited - £525.00,,2025-07-23,2025-07-23,,"Gifts, benefits and hospitality from UK sources",5149,Amanda Hack,,In kind,"Three tickets with hospitality for myself, a guest and a family member for the Women's Football friendly between England and Jamaica.  Hosted at the King Power Stadium, Leicester City",525.00,2025-06-29,2025-06-29,2025-06-29,False,Football Association Limited,"Wembley Stadium, Wembley, London, HA9 0WS",Company,Football Association Limited,,00077797,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12976,
12979,"Ipswich Town Football Club Company Limited - £1,128.00",,2025-07-23,2025-07-23,,"Gifts, benefits and hospitality from UK sources",5131,Jack Abbott,,In kind,Two tickets to an Ed Sheeran concert at Portman Road,1128.00,2025-07-13,2025-07-13,,False,Ipswich Town Football Club Company Limited,"Portman Road, Ipswich, IP1 2DA",Company,Ipswich Town Football Club Company Limited,,00315421,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12979,
12957,"Prosperity Institute - £1,175.32",,2025-07-23,2025-07-23,,"Gifts, benefits and hospitality from UK sources",4475,Suella Braverman,,In kind,"2 return economy flights to Belfast (£840), Heathrow Airport parking for 2 vehicles (£180), hire car for 1 day for travel to, from and around Belfast (£155.32) for my team member and I.",1175.32,2025-07-03,2025-07-03,2025-07-03,False,Prosperity Institute,"11 Charles Street, London,W1J 5DW",Company,Prosperity Institute,,14543238,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12957,
12966,"Google UK Ltd - £3,965.92",,2025-07-22,2025-07-22,,"Gifts, benefits and hospitality from UK sources",5118,Chris Curtis,,In kind,Hospitality as a guest of YouTube at Glastonbury Festival 2025 for me and a member of staff.,3965.92,2025-06-27,2025-06-27,2025-06-30,False,Google UK Ltd,"1-13 St Giles High St, London WC2H 8AG",Company,Google UK Ltd,,03977902,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12966,
12970,"Silverstone Circuits Limited - £1,400.00",,2025-07-22,2025-07-22,,"Gifts, benefits and hospitality from UK sources",5322,Mr Will Forster,Motorsport,In kind,Two tickets with hospitality for Saturday Qualifying at Silverstone,1400.00,2025-07-05,2025-07-05,,False,Silverstone Circuits Limited,"The Jimmy Brown Centre, Silverstone Circuit, Towcester NN12 8TN",Company,Silverstone Circuits Limited,,882843,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12970,
12969,"LTA Ltd - £1,316.00",,2025-07-22,2025-07-22,,"Gifts, benefits and hospitality from UK sources",1572,Sir Jeremy Hunt,,In kind,Two tickets and hospitality at Wimbledon Tennis Championships,1316.00,2025-07-08,2025-07-08,,False,LTA Ltd,"The National Tennis Centre, 100 Priory Lane, Roehampton, London, SW15 5JQ",Company,LTA Ltd,,07459469,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12969,
12959,Live Nation Ltd - £565.00,,2025-07-22,2025-07-22,,"Gifts, benefits and hospitality from UK sources",4370,Jess Phillips,,In kind,I was given two tickets for me and a family member to Black Sabbath Farewell concert in Birmingham.,565.00,2025-07-05,2025-07-05,,False,Live Nation Ltd,"30 St. John Street, London, England, EC1M 4AY",Company,Live Nation Ltd,,02409911,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12959,
12950,"The Lawn Tennis Association - £1,280.00",,2025-07-21,2025-07-21,,"Gifts, benefits and hospitality from UK sources",4932,Mr Louie French,,In kind,Two tickets to Wimbledon as part of the Shadow Sports Minister role with Lawn Tennis Association to discuss British tennis.,1280.00,2025-07-10,2025-07-10,,False,The Lawn Tennis Association,"The National Tennis Centre
100 Priory Lane, Roehampton,
London, SW15 5JQ",Company,The Lawn Tennis Association,,07459469,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12950,
12939,BBC - £243.00,,2025-07-21,2025-07-21,,"Gifts, benefits and hospitality from UK sources",5222,Tom Rutland,,In kind,Two tickets with hospitality to BBC Proms (£121.50 each),243.00,2024-09-11,2024-09-11,,False,BBC,"Broadcasting House, Portland Place, London, W1A 1AA",Company,BBC,,RC000057,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12939,
12942,"Google UK Ltd - £1,982.84",,2025-07-21,2025-07-21,,"Gifts, benefits and hospitality from UK sources",4008,Dame Caroline Dinenage,,In kind,"One ticket, one tent, YouTube Merchandise and brunch on both days",1982.84,2025-06-27,2025-06-27,,True,Google UK Ltd,"1-13 St Giles High St, London WC2H 8AG",Company,Google UK Ltd,,03977902,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12942,
12951,"Silverstone - £1,400.00",,2025-07-21,2025-07-21,,"Gifts, benefits and hospitality from UK sources",4932,Mr Louie French,,In kind,Two tickets to Silverstone Grand Prix as part of the Shadow Sports Minister role and meeting with Silverstone officials,1400.00,2025-07-05,2025-07-05,,False,Silverstone,"Silverstone Circuit, Towcester, Northamptonshire, United Kingdom, NN12 8TN",Company,Silverstone,,00882843,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12951,
12958,R & A Golf ‘The Open’ - £400.00,,2025-07-21,2025-07-21,,"Gifts, benefits and hospitality from UK sources",5356,Jim Allister,,In kind,Tickets to ‘The Open’,400.00,2025-07-18,2025-07-18,,False,R & A Golf ‘The Open’,"St Andrews
KY16 9JD",Company,R & A Golf ‘The Open’,,SC351418,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12958,
12949,Silverstone Circuits Limited - £100.00,,2025-07-21,2025-07-21,,"Gifts, benefits and hospitality from UK sources",5355,Sarah Bool,,In kind,Lunch hospitality at Escapade after site visit with a team member,100.00,2025-05-02,2025-05-02,,False,Silverstone Circuits Limited,"Silverstone Circuit, Towcester, Northamptonshire, NN12 8TN",Company,Silverstone Circuits Limited,,00882843,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12949,
12945,UK Athletics Limited - £400.00,,2025-07-21,2025-07-21,,"Gifts, benefits and hospitality from UK sources",5278,Uma Kumaran,,In kind,Two tickets to the Diamond League London Athletics Meeting on 19th July at the London Stadium,400.00,2025-07-19,2025-07-19,,False,UK Athletics Limited,"Athletics House, Alexander Stadium,
Walsall Road, Perry Barr, Birmingham, B42 2BE",Limited Liability Partnership,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12945,
12940,BBC - £240.00,,2025-07-21,2025-07-21,,"Gifts, benefits and hospitality from UK sources",5222,Tom Rutland,,In kind,Two tickets to Wimbledon (value: £120 each),240.00,2025-07-03,2025-07-03,,False,BBC,"Broadcasting House, Portland Place, London, W1A 1AA",Company,BBC,,RC000057,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12940,
12932,Anton’ de Piro - £696.00,,2025-07-18,2025-07-18,,"Gifts, benefits and hospitality from UK sources",5168,Adam Jogee,,In kind,Return economy flight between Northern Ireland and Great Britain.,696.00,2025-06-20,2025-06-20,,True,Anton’ de Piro,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12932,
12936,"PRS for Music Limited - £3,122.00",,2025-07-18,2025-07-18,,"Gifts, benefits and hospitality from UK sources",4637,Mr James Frith,,In kind,2 tickets for Glastonbury and accommodation,3122.00,2025-06-27,2025-06-27,2025-06-30,False,PRS for Music Limited,"1st Floor, Golding’s House, 2 Hays Lane
London SE1 2HB",Company,PRS for Music Limited,,03444246,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12936,
12892,R&A Championships Limited - £750.00,,2025-07-18,2025-07-18,,"Gifts, benefits and hospitality from UK sources",5280,Seamus Logan,,In kind,"Attendance with a guest at the first day’s play of the 153rd Open Championship at Royal Portrush Golf Club, Northern Ireland on July 17th, 2025.",750.00,2025-07-17,2025-07-17,,False,R&A Championships Limited,"Beach House, 
Golf Place, St Andrews,
Scotland,
KY16 9JA",Other,,,,,,93199  Other sports activities,https://interests-api.parliament.uk/api/v1/Interests/12892,
12918,"The Lawn Tennis Association - £1,280.00",,2025-07-17,2025-07-17,,"Gifts, benefits and hospitality from UK sources",4407,Nigel Huddleston,,In kind,Two tickets and hospitality for myself and a guest,1280.00,2025-07-10,2025-07-10,,False,The Lawn Tennis Association,"The National Tennis Centre, 100 Priory Lane, Roehampton, London SW15 5JQ",Company,The Lawn Tennis Association,,07459469,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12918,
12917,"Lawn Tennis Association - £1,280.00",,2025-07-17,2025-07-17,,"Gifts, benefits and hospitality from UK sources",4032,Stuart Andrew,,In kind,"Two tickets with hospitality to Wimbledon 2025, attended as Shadow Secretary of State for Culture, Media and Sport with a guest",1280.00,2025-07-10,2025-07-10,,False,Lawn Tennis Association,"The National Tennis Centre, 100 Priory Lane, Roehampton, London, SW15 5JQ",Company,Lawn Tennis Association,,07459469,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12917,
12911,"Silverstone Circuits Ltd - £4,590.00",,2025-07-16,2025-07-16,,"Gifts, benefits and hospitality from UK sources",4778,Greg Smith,Formula 1 and Motorsport,In kind,Two tickets with hospitality to watch British Grand Prix for three days,4590.00,2025-07-04,2025-07-04,,False,Silverstone Circuits Ltd,"The Jimmy Brown Centre, Silverstone Circuit, Towcester NN12 8TN",Company,Silverstone Circuits Ltd,,882843,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12911,
12907,"William Day - £4,200.00",,2025-07-16,2025-07-16,,"Gifts, benefits and hospitality from UK sources",5325,Charlie Maynard,,In kind,Pro bono legal advice,4200.00,2025-06-17,2025-06-17,2025-07-10,True,William Day,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12907,
12908,"Riz Mokal - £3,978.00",,2025-07-16,2025-07-16,,"Gifts, benefits and hospitality from UK sources",5325,Charlie Maynard,,In kind,Pro bono legal advice,3978.00,2025-06-17,2025-06-17,2025-07-10,True,Riz Mokal,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12908,
12905,Paul Mainds - £350.00,,2025-07-16,2025-07-16,,"Gifts, benefits and hospitality from UK sources",4077,Emma Reynolds,,In kind,Entry to and hospitality at Henley Royal Regatta 2025 for me and my husband. Approximate value of £175 per person.,350.00,2025-07-04,2025-07-04,,False,Paul Mainds,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12905,
12914,Lawn Tennis Association - £640.00,,2025-07-16,2025-07-16,,"Gifts, benefits and hospitality from UK sources",4018,Helen Grant,Tennis,In kind,Two tickets to attend the Wimbledon Tennis Championships with hospitality.,640.00,2025-07-04,2025-07-04,,False,Lawn Tennis Association,"National Tennis Centre, 100 Priory Lane, Roehampton, London SW15 5JQ",Company,Lawn Tennis Association,,07459469,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12914,
12894,"Google UK Ltd - £2,090.84",,2025-07-16,2025-07-16,,"Gifts, benefits and hospitality from UK sources",5174,Fred Thomas,,In kind,Ticket and hospitality as a guest of YouTube at Glastonbury Festival 2025.,2090.84,2025-06-27,2025-06-27,,True,Google UK Ltd,"1-13 St Giles High St, London WC2H 8AG",Company,Google UK Ltd,,03977902,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12894,
12909,"Marriott Harrison LLP - £16,095.60",,2025-07-16,2025-07-16,,"Gifts, benefits and hospitality from UK sources",5325,Charlie Maynard,,In kind,Pro bono legal advice,16095.60,2025-06-17,2025-06-17,2025-07-10,True,Marriott Harrison LLP,"80 Cheapside, London EC2V 6EE",Company,Marriott Harrison LLP,,OC372774,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12909,
12913,The National Tennis Company - £540.00,,2025-07-16,2025-07-16,,"Gifts, benefits and hospitality from UK sources",4623,Tonia Antoniazzi,APPG Tennis,In kind,Tickets to Wimbledon,540.00,2025-07-10,2025-07-10,2025-07-10,True,The National Tennis Company,"100 Priory Lane, Roehampton, London SW15 5JQ",Company,The National Tennis Company,,07475460,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12913,
12904,"Silverstone Circuits Ltd - £2,390.00",,2025-07-15,2025-07-15,,"Gifts, benefits and hospitality from UK sources",5335,Jess Brown-Fuller,Formula 1 and Motorsport APPG,In kind,"Two tickets with hospitality to the Legends Suite at Silverstone to watch the British Grand Prix (£1,195 each). Invited as Co-Chair the APPG for Formula 1 and Motorsport",2390.00,2025-07-06,2025-07-06,,False,Silverstone Circuits Ltd,"The Jimmy Brown Centre, Silverstone Circuit, Towcester, Northamptonshire NN12 8TN",Company,Silverstone Circuits Ltd,,882843,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12904,
12898,"Google UK Ltd - £1,057.78",,2025-07-15,2025-07-15,,"Gifts, benefits and hospitality from UK sources",4460,Ms Nusrat Ghani,,In kind,One ticket and hospitality at the Glastonbury Festival of Contemporary Arts 2025,1057.78,2025-06-27,2025-06-27,2025-06-29,True,Google UK Ltd,"1-13 St Giles High St, London WC2H 8AG",Company,Google UK Ltd,,03977902,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12898,
12899,LTA - £540.00,,2025-07-15,2025-07-15,,"Gifts, benefits and hospitality from UK sources",1482,Graham Stuart,,In kind,"The Championships, Wimbledon. 2 tickets. No hospitality.",540.00,2025-07-11,2025-07-11,,False,LTA,"National Tennis Centre, 100 Priory Lane, Roehampton, London SW15 5JQ",Company,LTA,,07475460,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12899,
12897,Centre for Social Justice (CSJ) - £377.00,,2025-07-15,2025-07-15,,"Gifts, benefits and hospitality from UK sources",152,Sir Iain Duncan Smith,,In kind,Associated with attending the CSJ Supporter's Day in my capacity as Chairman of the CSJ to include transport and lunch costs,377.00,2025-07-03,2025-07-03,,True,Centre for Social Justice (CSJ),"Kings Buildings, 16 Smith Square, London SW1P 3HQ",Company,Centre for Social Justice (CSJ),,05137036,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12897,
12893,LTA - £200.00,,2025-07-15,2025-07-15,,"Gifts, benefits and hospitality from UK sources",1482,Graham Stuart,,In kind,"The Championships, Wimbledon. Ticket. No hospitality.",200.00,2025-07-07,2025-07-07,,True,LTA,"National Tennis Centre, 100 Priory Lane, Roehampton, London SW15 5JQ",Company,LTA,,07475460,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12893,
12784,Lawn Tennis Association - £630.00,,2025-07-14,2025-07-14,,"Gifts, benefits and hospitality from UK sources",4923,Kim Leadbeater,,In kind,Two tickets for the Men's Final at Wimbledon for myself and a guest,630.00,2025-07-02,2025-07-13,,True,Lawn Tennis Association,"100 Priory Lane, Roehampton, London SW15 5JQ",Company,Lawn Tennis Association,,07459469,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12784,
12883,Charles Lewington - £750.00,,2025-07-14,2025-07-14,,"Gifts, benefits and hospitality from UK sources",4874,Andrew Griffith,,In kind,Tickets and hospitality for Lord's Cricket Ground test match,750.00,2025-07-10,2025-07-10,,True,Charles Lewington,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12883,
11951,Philip Morris Limited - £420.00,,2025-07-14,2025-07-14,,"Gifts, benefits and hospitality from UK sources",5169,Charlie Dewhirst,,In kind,"Attended the British Kebab Awards at the Park Plaza Hotel, Westminster Bridge, which included dinner and drinks. The value of a single ticket was £420.",420.00,2025-02-26,2025-02-26,,True,Philip Morris Limited,"10 Hammersmith Grove, London W6 7AP",Company,Philip Morris Limited,,03619145,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/11951,
12881,"Silverstone Circuits Ltd - £2,390.00",,2025-07-14,2025-07-14,,"Gifts, benefits and hospitality from UK sources",4066,Priti Patel,,In kind,"Two tickets with hospitality in the Legends Suite at Silverstone for the British Grand Prix (£1,195 each)",2390.00,2025-07-06,2025-07-06,,False,Silverstone Circuits Ltd,"The Jimmy Brown Centre, Silverstone Circuit, Towcester, Northamptonshire NN12 8TN",Company,Silverstone Circuits Ltd,,882843,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12881,
12880,"The All England Lawn Tennis Club (CHAMPIONSHIPS) Limited - £1,396.00",,2025-07-14,2025-07-14,,"Gifts, benefits and hospitality from UK sources",4597,Mrs Kemi Badenoch,,In kind,Event tickets and hospitality in The Royal Box at the Wimbledon Championship for myself and 1 other.,1396.00,2025-07-12,2025-07-12,,False,The All England Lawn Tennis Club (CHAMPIONSHIPS) Limited,"Church Road, Wimbledon SW19 5AE",Company,The All England Lawn Tennis Club (CHAMPIONSHIPS) Limited,,7546773,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12880,
12879,Glastonbury Festival Events Limited - £393.50,,2025-07-13,2025-07-14,,"Gifts, benefits and hospitality from UK sources",5249,Dr Ellie Chowns,,In kind,"Ticket and hospitality for the festival, provided to me in exchange for speaking at three one-hour events in the Green Futures field at the Speakers Forum",393.50,2025-06-26,2025-06-26,2025-06-29,True,Glastonbury Festival Events Limited,"Worthy Farm, Worthy Lane, Pilton, Shepton Mallet, Somerset BA4 4BY",Company,Glastonbury Festival Events Limited,,04348175,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12879,
12891,Glastonbury Festival Events Ltd - £630.84,,2025-07-14,2025-07-14,,"Gifts, benefits and hospitality from UK sources",4786,Zarah Sultana,,In kind,"Associated with being a guest speaker. Two festival tickets, value £630.84",630.84,2025-06-26,2025-06-26,2025-06-30,True,Glastonbury Festival Events Ltd,"Worthy Farm, Pilton, Shepton Mallet BA4 4BY",Company,Glastonbury Festival Events Ltd,,4348175,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12891,
12870,"Silverstone Circuits Limited - £1,195.00",,2025-07-10,2025-07-11,,"Gifts, benefits and hospitality from UK sources",5355,Sarah Bool,,In kind,One ticket with hospitality for the Sunday of the Grand Prix,1195.00,2025-07-06,2025-07-06,,True,Silverstone Circuits Limited,"Silverstone Circuit, Towcester, Northamptonshire NN12 8TN",Company,Silverstone Circuits Limited,,00882843,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12870,
12869,Silverstone Circuits Limited - £700.00,,2025-07-10,2025-07-11,,"Gifts, benefits and hospitality from UK sources",5355,Sarah Bool,,In kind,One ticket with hospitality for the Saturday of the Grand Prix,700.00,2025-07-05,2025-07-05,,True,Silverstone Circuits Limited,"Silverstone Circuit, Towcester, Northamptonshire NN12 8TN",Company,Silverstone Circuits Limited,,00882843,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12869,
12833,"Silverstone Circuits Limited - £1,400.00",,2025-07-10,2025-07-10,,"Gifts, benefits and hospitality from UK sources",3924,Yasmin Qureshi,Formula 1 and Motorsport,In kind,"Two tickets for the Formula 1 Grand Prix Qualifying at Silverstone on Saturday 5 July 2025, including refreshments.",1400.00,2025-07-05,2025-07-05,,False,Silverstone Circuits Limited,"Silverstone Circuit
Towcester
Northamptonshire
NN12 8TN",Company,Silverstone Circuits Limited,,00882843,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12833,
12864,"Silverstone Circuits Ltd - £1,400.00",,2025-07-10,2025-07-10,,"Gifts, benefits and hospitality from UK sources",5089,Ben Obese-Jecty,,In kind,Two tickets with hospitality to watch British Grand Prix for one day.,1400.00,2025-07-05,2025-07-05,,False,Silverstone Circuits Ltd,"Silverstone Circuit 
Towcester 
NN12 8TN",Company,Silverstone Circuits Ltd,,00882843,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12864,
12855,Silverstone Circuits Ltd - £800.00,,2025-07-10,2025-07-10,,"Gifts, benefits and hospitality from UK sources",5301,Rebecca Smith,,In kind,Two tickets with hospitality to the British Grand Prix on 4 July,800.00,2025-07-04,2025-07-04,,False,Silverstone Circuits Ltd,"The Jimmy Brown Centre
Silverstone Circuit
Towcester
NN12 8TN",Company,Silverstone Circuits Ltd,,00882843,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12855,
12860,Babcock International Group - £90.00,,2025-07-10,2025-07-10,,"Gifts, benefits and hospitality from UK sources",5301,Rebecca Smith,,In kind,Dinner and drinks ahead of constituency visit,90.00,2025-04-09,2025-04-09,,False,Babcock International Group,"33 Wigmore Street, London, W1U 1QX",Company,Babcock International Group,,02342138,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12860,
12861,Babcock International Group - £25.00,,2025-07-10,2025-07-10,,"Gifts, benefits and hospitality from UK sources",5301,Rebecca Smith,,In kind,Summer BBQ,25.00,2025-06-04,2025-06-04,,False,Babcock International Group,"33 Wigmore Street, London, W1U 1QX",Company,Babcock International Group,,02342138,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12861,
12843,Ascot Racecourse Limited - £590.00,,2025-07-09,2025-07-10,,"Gifts, benefits and hospitality from UK sources",5169,Charlie Dewhirst,,In kind,Two tickets and hospitality for myself and a family member to attend Ascot Races,590.00,2025-06-19,2025-06-19,,False,Ascot Racecourse Limited,"Ascot Racecourse, Ascot, Berkshire SL5 7JX",Company,Ascot Racecourse Limited,,04320977,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12843,
12857,"Motorsport UK - £1,400.00",,2025-07-10,2025-07-10,,"Gifts, benefits and hospitality from UK sources",5301,Rebecca Smith,,In kind,Two tickets with hospitality for the British Grand Prix on 5th July 2025.,1400.00,2025-07-05,2025-07-05,,False,Motorsport UK,"Bicester Motion, OX27 8FY",Company,Motorsport UK,,1344829,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12857,
12868,"Silverstone Circuits Ltd - £2,000.00",,2025-07-10,2025-07-10,,"Gifts, benefits and hospitality from UK sources",5355,Sarah Bool,,In kind,5 Tickets for Friday 4th July Grand Prix (1 ticket for me and 4 for members of staff) with hospitality,2000.00,2025-07-04,2025-07-04,,False,Silverstone Circuits Ltd,"Silverstone Circuit, Towcester, Northamptonshire, NN12 8TN",Company,Silverstone Circuits Ltd,,00882843,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12868,
12858,Babcock International Group - £140.00,,2025-07-10,2025-07-10,,"Gifts, benefits and hospitality from UK sources",5301,Rebecca Smith,,In kind,Dinner and drinks,140.00,2025-07-03,2025-07-03,,True,Babcock International Group,"33 Wigmore Street, London W1U 1QX",Company,Babcock International Group,,02342138,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12858,
12859,Babcock International Group - £85.00,,2025-07-10,2025-07-10,,"Gifts, benefits and hospitality from UK sources",5301,Rebecca Smith,,In kind,Annual dinner and drinks in Parliament with MPs who have a constituency link to Babcock,85.00,2025-03-05,2025-03-05,,True,Babcock International Group,"33 Wigmore Street, London, W1U 1QX",Company,Babcock International Group,,02342138,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12859,
12863,Ascot Racecourse Limited - £590.00,,2025-07-10,2025-07-10,,"Gifts, benefits and hospitality from UK sources",4051,John Glen,,In kind,Two tickets for myself and a guest to attend Ascot Races,590.00,2025-06-19,2025-06-19,,True,Ascot Racecourse Limited,"Ascot Racecourse, Ascot, Berkshire SL5 7JX",Company,Ascot Racecourse Limited,,04320977,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12863,
12865,"Silverstone Circuits Ltd - £4,928.00",,2025-07-10,2025-07-10,,"Gifts, benefits and hospitality from UK sources",4110,Dame Karen Bradley,,In kind,Four tickets with hospitality at the Grand Prix,4928.00,2025-07-05,2025-07-05,2025-07-06,False,Silverstone Circuits Ltd,"The Jimmy Brown Centre, Silverstone Circuits, Towcester. NN12 8TN",Company,Silverstone Circuits Ltd,,00882843,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12865,
12848,"Silverstone - £1,400.00",,2025-07-09,2025-07-09,,"Gifts, benefits and hospitality from UK sources",4267,Sarah Champion,APPG for Formula 1 and Motorsport,In kind,Two tickets and hospitality for myself and my partner to the British Grand Prix Saturday qualifier,1400.00,2025-07-05,2025-07-05,,False,Silverstone,"The Jimmy Brown Centre, Silverstone Circuit, Towcester NN12 8TN",Company,Silverstone,,00882843,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12848,
12633,Newcastle United Limited - £500.00,,2025-07-08,2025-07-09,,"Gifts, benefits and hospitality from UK sources",4124,Dame Chi Onwurah,,In kind,"Invitation for me and a staff member to attend Sam Fender Concert at St James' Park, ticket included hospitality (£250 per person)",500.00,2025-06-12,2025-06-12,,False,Newcastle United Limited,"St James' Park, Newcatle upon Tyne NE1 4ST",Company,Newcastle United Limited,,2529667,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12633,
12834,Global Media & Entertainment Limited - £500.00,,2025-07-09,2025-07-09,,"Gifts, benefits and hospitality from UK sources",5185,Alan Gemmell,,In kind,Two tickets for the Capital Summertime Ball,500.00,2025-06-15,2025-06-15,,False,Global Media & Entertainment Limited,"30 Leicester Square, London WC2H 7LA",Company,Global Media & Entertainment Limited,,06251684,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12834,
12822,"Silverstone Circuits Limited - £1,400.00",,2025-07-07,2025-07-08,,"Gifts, benefits and hospitality from UK sources",4074,Mark Garnier,Formula One,In kind,Two tickets for the British Grand Prix qualifying day,1400.00,2025-07-05,2025-07-05,,False,Silverstone Circuits Limited,"Jimmy Brown Centre, Silverstone Circuit, Towcester NN12 8TN",Company,Silverstone Circuits Limited,,00882843,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12822,
12832,"Silverstone Circuits Limited - £1,400.00",,2025-07-08,2025-07-08,,"Gifts, benefits and hospitality from UK sources",5343,Mr Joshua Reynolds,,In kind,Two tickets with hospitality for Saturday Qualifying at Silverstone,1400.00,2025-07-05,2025-07-05,,False,Silverstone Circuits Limited,"The Jimmy Brown Centre, 
Silverstone Circuit, 
Towcester 
NN12 8TN",Company,Silverstone Circuits Limited,,882843,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12832,
